group_1,group_2,n,mean_diff,ci95_lo,ci95_hi,wilcoxon_stat,p_raw,rank_biserial_r,p_holm,sig_holm_05
claude-opus-4.6,claude-sonnet-4.6,1978,0.06491473520659737,0.05783209499627546,0.07192217094604857,519963.0,7.355127216643321e-73,0.4686748779270306,1.6181279876615308e-71,True
claude-opus-4.6,gemini-3.1-flash-lite,1978,0.0016932381305739667,-0.006965885567194181,0.01029841329387538,962165.0,0.5172834251834564,0.016809972864725728,0.5172834251834564,False
claude-opus-4.6,gemini-3.1-pro,1978,0.01783448029083765,0.008954229131035555,0.026699400499672524,878004.0,7.483824807949045e-05,0.10281004132879563,0.0006735442327154141,True
claude-opus-4.6,gpt-5.4,1978,-0.06467758628325894,-0.07215439350610511,-0.057298919719077426,562700.0,3.0498560825059776e-60,-0.4250039979951268,6.404697773262553e-59,True
claude-opus-4.6,gpt-5.4-mini,1978,0.054940100573460424,0.04709346788356501,0.06278855033125526,626963.0,1.4210499425110938e-43,0.3593367364404099,2.27367990801775e-42,True
claude-opus-4.6,qwen-3.5-flash,1978,0.04883534245318399,0.03999149002868361,0.0577526172304585,703189.0,2.186795029908013e-27,0.2814450619267731,2.624154035889616e-26,True
claude-opus-4.6,qwen-3.5-plus,1978,0.006666562295576736,-0.0012120316946541026,0.01469635612887522,916540.0,0.014546831120466314,0.06343196076497869,0.05411078276207985,False
claude-opus-4.6,ui-tars-1.5,1978,0.17244017327230404,0.16310944406758907,0.18223106133010705,245067.0,2.491763504769164e-183,0.7495778474794237,8.222819565738242e-182,True
claude-sonnet-4.6,gemini-3.1-flash-lite,1978,-0.06322149707602338,-0.0710968031918789,-0.055500307419421614,600730.0,4.814898521646429e-50,-0.3861429744368447,8.185327486798928e-49,True
claude-sonnet-4.6,gemini-3.1-pro,1978,-0.04708025491575971,-0.05545014427135116,-0.03878792537909026,693733.0,3.4893508510659824e-29,-0.2911076924491795,4.536156106385777e-28,True
claude-sonnet-4.6,gpt-5.4,1978,-0.1295923214898563,-0.13612412205725788,-0.1230479501363908,201933.0,2.8462434178779006e-205,-0.7936544025717965,9.677227620784862e-204,True
