baseline,category,CC_mean,CC_std,SIM_mean,SIM_std,KL_mean,KL_std,NSS_mean,NSS_std,AUC_mean,AUC_std
center_g15,desktop,0.1477012916857213,0.22530034516054798,0.2631057038645558,0.1306692046954162,4.214735609397972,1.978934531689991,0.377298007268339,0.5491973186392203,0.6048386966814812,0.13191721694096242
center_g15,mobile,0.06343620949087549,0.25006475670055966,0.22479727442836953,0.14756032913193007,5.089864135689297,2.068399735169606,0.1259242028490081,0.4932766910218761,0.5255548382124776,0.1352305456592408
center_g15,poster,0.0985653217233631,0.20303140844119352,0.2592063670903509,0.11541240560928102,4.017477501265958,1.909904039844628,0.23516565535211326,0.45511337007369984,0.5772489894943706,0.13385452485508975
center_g15,web,0.09276733196294955,0.16743675086036372,0.25316632465269306,0.09825837215580582,3.4455081064661424,1.1993822229821436,0.24903727881536,0.40502552712353457,0.6155072161999668,0.0980197562237315
center_g25,desktop,0.15570232052064634,0.222422184447994,0.31491582440319277,0.10249682527218963,2.099448165124168,0.9210460074421308,0.39845764565157493,0.5295273487446885,0.6048386966814812,0.13191721694096242
center_g25,mobile,0.06012434591477366,0.2683939619249677,0.3174236119789847,0.13518538360897822,2.3695391837438917,1.0619971440516394,0.11394850378329865,0.5112237998541044,0.5255548382124776,0.1352305456592408
center_g25,poster,0.11461467375206365,0.22220144676337727,0.33736833495682406,0.09968803780157971,2.0235413375024556,1.117897521278581,0.2724288711214933,0.4746395194487124,0.5772489894943706,0.13385452485508975
center_g25,web,0.1312494503062431,0.16724842210128543,0.3200552997977865,0.07756604782634621,1.764256523876084,0.4975036635965283,0.34496020528968135,0.39465694530598944,0.6155072161999668,0.0980197562237315
center_g35,desktop,0.14993161970775737,0.2097043254335549,0.3173559738645368,0.08330343829163377,1.6592311434848448,0.540003232461128,0.3841427196086953,0.49568077223863405,0.6048386966814812,0.13191721694096242
center_g35,mobile,0.05365202643715507,0.26307499699633113,0.3508215363958764,0.11317449579723142,1.60792846706632,0.6330740135060031,0.09899538075595406,0.4957202023287957,0.5255548382124776,0.1352305456592408
center_g35,poster,0.11538042164396702,0.2256454290374095,0.35153759151721176,0.08243856808452288,1.5401853284331395,0.595446937619706,0.27543708346500123,0.47241125671882056,0.5772489894943706,0.13385452485508975
center_g35,web,0.1473745917225247,0.15668798326610223,0.3228073256527339,0.0654002401874273,1.527050104038413,0.3341343285742596,0.38277594424440237,0.3653514594552033,0.6155072161999668,0.0980197562237315
mean_gt,desktop,0.3642827045866862,0.14435014853490635,0.3933647111319385,0.075975060124362,1.19913014816808,0.3203129935357443,0.8817043125841341,0.3400455371696336,0.7423119649703533,0.07234826685240735
mean_gt,mobile,0.5010390835513523,0.17385993194827656,0.5023540940678788,0.08488747768522278,0.8097867275357399,0.2754960614706639,0.9909484890341197,0.35363603143227834,0.7629832212150557,0.07380407940934806
mean_gt,poster,0.4052048985062707,0.19419820543416852,0.448444139641434,0.09725718136798182,1.025467173208245,0.37947149750853826,0.8623307435542649,0.38157618859094694,0.7367675920624467,0.08206145870522583
mean_gt,web,0.41988686082543786,0.14128760163029763,0.41777512030872255,0.07097672078560213,1.098958718647771,0.29064961580002663,0.9930081520501053,0.3349260390623847,0.7650925630688913,0.07095139132283394
mean_gt_cat,desktop,0.37974325474998555,0.13387807809293434,0.3977616331104144,0.07311327082183705,1.1802671979530452,0.30448357348619387,0.926049488952057,0.3306866451449262,0.7495819976040337,0.07056194047301609
mean_gt_cat,mobile,0.5074793847238581,0.1886187953194999,0.508050062139315,0.08655708435745957,0.7971115443562123,0.2802104236927131,1.0022664210374204,0.39176246829252875,0.7642991095621025,0.07623039331594544
mean_gt_cat,poster,0.4181055240661869,0.1952056364081233,0.4519377160837361,0.09790057824556074,1.0072566143483843,0.3717602584105731,0.8870644210476331,0.3730974061750336,0.7431178414165911,0.07909179682726243
mean_gt_cat,web,0.4226162260612691,0.14553515431178005,0.42667058182360146,0.07346188380454542,1.08944847378806,0.30774921450556664,1.0002187151538235,0.34809603675230927,0.7674241886526282,0.06891453378636439
noise,desktop,-2.8738978841387646e-05,0.0012329835177140535,0.2677569620391378,0.05652168380374502,1.9068437512958665,0.3089989555872158,0.00014631588764379256,0.01707196335364414,0.5001823435594791,0.004939561731472556
noise,mobile,-2.223595154511575e-05,0.0009092364321290366,0.33421460289704763,0.06583135584701517,1.5685089765768163,0.2873385558615713,0.0008273520889920227,0.015624598146382628,0.5003436783443675,0.004527264298197433
noise,poster,-0.00018446960791323804,0.0013583535178948755,0.3097431243866793,0.06136385394855405,1.691213138780215,0.2939727116861739,0.0012871778094820476,0.01725108684520549,0.5005130144469626,0.005030798639672813
noise,web,7.991049774140016e-05,0.001124783021912325,0.26936137196030346,0.05209446165187843,1.8893268426082446,0.2746836886040398,-0.0001313525093184222,0.013840210188241999,0.500064701030829,0.00402163258501473
uniform,desktop,0.0,0.0,0.28372139290036313,0.06173245881826236,1.6002881909591282,0.3090639048331008,0.0,0.0,0.0001395249395964877,8.892632714582381e-05
uniform,mobile,0.0,0.0,0.357631853823348,0.07343167883781718,1.262363956298536,0.28732285547229586,0.0,0.0,0.00010422335592344158,7.591384448024089e-05
uniform,poster,0.0,0.0,0.33009026715062484,0.06813086959094722,1.3845755936310196,0.293862820435376,0.0,0.0,0.00014040241316852763,0.00012653814514113955
uniform,web,0.0,0.0,0.2852433559577066,0.056951979152684615,1.5831120655882698,0.274785903157543,0.0,0.0,0.00010372821137344626,5.383692996617096e-05
