image_id,category,gt_entropy_bits,gt_entropy_norm,height,width
fbd704,desktop,16.433299705301696,0.8806702245505166,667,621
a2da71,desktop,17.229825062289972,0.8874148588166726,668,1047
2e93e6,desktop,17.69904532820413,0.9034150590619886,666,1186
95b2d2,desktop,16.871647380330693,0.8612773630431189,665,1186
2021b7,desktop,17.16646051801458,0.8729098425190153,667,1247
8b0b52,desktop,17.844021822990115,0.9105010973149149,668,1188
7613f2,desktop,16.668426966675845,0.8508503910918496,665,1187
d99b18,desktop,16.357275441879942,0.83496746482108,665,1187
460bf9,desktop,17.219572266469605,0.8715142085061097,866,1024
4adea3,mobile,17.434935351168598,0.9184157811033953,960,540
536e7f,mobile,16.68961583384427,0.8791547690670561,960,540
58a60d,mobile,16.99443356865936,0.8952115775596441,960,540
b2d2fa,poster,16.657342348217455,0.9159374085531579,640,466
cced5f,poster,15.293057967493281,0.9063801724393808,400,300
05e980,poster,16.342207700398657,0.9101613370495599,304,836
708a08,poster,17.369260403667138,0.8953492862036354,946,731
085001,poster,15.362908493753476,0.8744492119395414,360,540
9afe5f,poster,17.369264557504955,0.919653706955245,792,612
65576e,poster,16.963883656487138,0.9006357131096895,495,945
c27e4e,mobile,19.69845815788314,0.9387501891717385,1920,1080
e3d203,mobile,19.205403778911837,0.9152531779934276,1920,1080
13af7a,mobile,19.209757540636197,0.9154606609654244,1920,1080
17a8d1,mobile,19.368463889671755,0.9230239744991927,1920,1080
207fd4,mobile,19.306875229296217,0.9200889038396025,1920,1080
9efc81,web,18.089452042435,0.923639861029548,768,1024
f639bf,mobile,19.021229554072125,0.9064761667663004,1920,1080
166bc9,web,17.701039279648633,0.8865686930839348,800,1280
27d67e,web,17.06204254950612,0.8545641035806116,800,1280
5c88b8,web,17.314143241634714,0.8840529176911711,768,1024
69a8c4,web,18.21163350089444,0.912142154860643,800,1280
4e81ec,web,17.605211410323797,0.8977834873247169,800,1000
1bf5c6,desktop,16.758975009683653,0.8696694180423007,665,951
6eb097,poster,19.05349716491483,0.9000266729153131,1152,2048
1fdbf2,desktop,17.17224678526818,0.9038215761834199,666,787
3d6147,desktop,17.71956469841586,0.90446243239247,666,1186
781b7e,web,17.803088029417786,0.891679874709169,800,1280
9b4285,desktop,17.129210931380126,0.8537781731935739,665,1647
a7ac1b,desktop,15.989705140857577,0.8657044478123692,670,542
1b436f,desktop,17.54030261579407,0.8997000634505705,666,1110
72062c,web,18.045682104935295,0.8607923551552945,1080,1894
29227b,web,18.982809707659797,0.9055598744307561,1080,1892
0529f2,desktop,17.274173147317693,0.8816735230395122,666,1187
e2aa7e,desktop,17.049930896220552,0.8809271837854882,669,1002
cccd2a,desktop,17.883372260942007,0.9130950235005437,665,1183
cba28b,mobile,19.12928333228746,0.911625580183704,1920,1080
3b078d,mobile,19.916118355472143,0.949123008710412,1920,1080
840bb8,mobile,18.930518541839707,0.902153240615907,1920,1080
a64332,mobile,19.77967372043342,0.9426205999468706,1920,1080
8cf0d4,mobile,19.84179443361526,0.9455810261276171,1920,1080
3141d9,mobile,19.616228777344606,0.9348314638625125,1920,1080
f30633,mobile,19.135591771484616,0.9119262153117046,1920,1080
58b56c,mobile,18.86406782399775,0.8989864636303808,1920,1080
1e1131,poster,16.555536078830166,0.867475730921291,556,1000
98474c,poster,17.289314599325117,0.913597090708527,832,598
8da42b,poster,17.40744123694863,0.8845231136229924,800,1050
3734cb,poster,17.321426377510534,0.8882852960896647,724,1024
32fcbf,poster,18.013386081898464,0.8981828117238353,908,1200
1ee232,web,18.335336494751864,0.9183379041532193,800,1280
8770ed,mobile,19.502575246380143,0.9294151884952838,1920,1080
43a952,poster,17.6993240237465,0.8765427794599647,1198,1000
1b3eec,web,17.955197477409193,0.8992983807404226,800,1280
f04d2e,web,17.048396436759386,0.8909205392840736,800,720
183534,web,17.436661334287486,0.8891882213250146,800,1000
5ac518,web,17.21964614595709,0.8664986595766523,800,1200
0ec997,poster,19.011200617837197,0.8980287184079282,1152,2048
026dd2,web,17.52952853277918,0.8950504006394554,768,1024
caa82e,web,17.817532401122932,0.8924537313293205,800,1279
a76ed6,web,17.26473377178024,0.8804207193031713,800,1000
3b1c3e,web,17.874842077390774,0.8994683496350429,800,1200
f7c681,poster,19.381348800668565,0.9236380181232556,1920,1080
a077e7,poster,19.13559239209082,0.903904590629731,1152,2048
