model,category,image_id,CC_mean,CC_min,CC_max,SIM_mean,SIM_min,SIM_max,KL_mean,KL_min,KL_max,NSS_mean,NSS_min,NSS_max,AUC_mean,AUC_min,AUC_max,CC_partial_mean,CC_partial_min,CC_partial_max
claude-opus-4.6,desktop,003eb9,0.233182193232937,0.1607586418360284,0.2728163966566369,0.3215670841141161,0.2890378541234154,0.3403984994781946,1.6053320963497761,1.3957254933193823,1.9678645113107789,0.5845259783237017,0.403796730594226,0.7001546240991662,0.7220757889404262,0.6733951828969875,0.7538139111289335,0.12284648536726846,0.0388887614870074,0.1683119566547022
claude-opus-4.6,desktop,009d6b,0.34960684417816684,0.3321590691382702,0.3675763226019664,0.42749279250978695,0.4139927716854406,0.437760307112166,1.443868299896048,1.3204729321516095,1.572527800103282,0.6130005660079498,0.5811632826958779,0.6510228705474119,0.6805318872741234,0.6603087101264733,0.691615692498716,0.37244967347732905,0.3542979220666004,0.3896945692836549
claude-opus-4.6,desktop,00b3a0,0.23945997011510808,0.1717331094036024,0.2869286553011516,0.35891286288072183,0.3341933124074779,0.3745988764656542,2.034033213161995,1.9472839310657304,2.139078367957745,0.6910897593929776,0.5243452412402099,0.7956857404537513,0.7462059162424497,0.7263396671096098,0.7586798842872173,0.18311438980655273,0.1089098814111031,0.2488517278038725
claude-opus-4.6,desktop,00b8f8,0.13022523765248042,0.0856674712159642,0.1622360788876442,0.3191414964182648,0.2941569640821607,0.3394554941994478,1.787428939974367,1.66644692671695,2.0186751244832486,0.26468874437372086,0.1553912873880206,0.3409846105933752,0.6563176334949251,0.6503990856280781,0.6629353366273367,0.08063921493319846,0.0547796562947238,0.1046148450649995
claude-opus-4.6,desktop,0136d8,0.6517420265973414,0.6192720698478508,0.6707759470568084,0.4887656302220205,0.4733716056185895,0.5038660306560344,1.3452055581444988,1.28719535759947,1.398623869318795,1.3378151791515815,1.2616528194891166,1.389277417392739,0.752929811147235,0.7463579997717262,0.7618999890540257,0.654592868372909,0.6246677056592781,0.6707466513509501
claude-opus-4.6,desktop,030bb3,0.3643787174176098,0.343800709580624,0.3894005756839157,0.3973991409324176,0.3890678075949675,0.4091005516214697,1.642939561275841,1.5694511527412605,1.748754510995472,0.9402362716301056,0.8859329933566092,1.0038866597910512,0.7392891379208718,0.7289655778389608,0.7492203222794743,0.2647782832170508,0.2425365203968987,0.2884931310093092
claude-opus-4.6,desktop,03474c,0.3205308574861128,0.3015785366783435,0.3454989123887684,0.36685396690105243,0.358333338180989,0.3752827409588343,1.266498202414449,1.22183641477763,1.3188990043752409,0.6586907900258567,0.6240817491194209,0.69764196994193,0.6792966289663415,0.663498545679198,0.6963607772142361,0.009438112092574365,-0.0100894627727547,0.0399452116064339
claude-opus-4.6,desktop,037d19,0.5923030315849074,0.57192523260536,0.6231222985479398,0.5138812671859032,0.5014671069116312,0.5256812603840049,1.753342782833898,1.556810104075307,1.8535178426541048,1.129085852878843,1.0869777200656785,1.1782647313555543,0.7282485960844077,0.7202462026332438,0.743125587638486,0.4957136786602115,0.4644314583507553,0.5352371204121017
claude-opus-4.6,desktop,038d71,0.657428054657838,0.6387968798866602,0.6774603245129753,0.5775653410152172,0.5680434967981272,0.589216881600956,0.6364376625687721,0.626308315701755,0.6528588623000422,1.7735680334277497,1.7205983064049326,1.802404673805047,0.8789438236098258,0.8751362845217093,0.8830056675232131,0.6312479490357035,0.6107234183519463,0.6546583121262909
claude-opus-4.6,desktop,045f81,0.17614132491831733,0.1736045947487802,0.1778494018572076,0.3784722786068895,0.3746940756030348,0.3823390353179707,1.6932668964794872,1.6712659242947323,1.7165531679630164,0.2853764265319529,0.2716654904181094,0.293402671889833,0.6380160998400102,0.6357943358178563,0.6408944156265312,-0.0400206579478399,-0.0552460967668815,-0.028150010624578
claude-opus-4.6,desktop,0529f2,0.5442021180695285,0.5204450560392506,0.5809764978920362,0.4433882455281839,0.4358773803433133,0.4550053803225625,1.1119662775997308,1.0354529933324876,1.1574429612937502,1.257275941323105,1.2105887699411226,1.3288536864073286,0.7846049357302243,0.7780296453766924,0.7882199367413523,0.355618191474578,0.3336178685844434,0.3835691168206134
claude-opus-4.6,desktop,056cfb,0.2674703873632763,0.2242522021829411,0.2903070050030739,0.37158959023863575,0.3524950468500872,0.3828145283648226,1.3751607510589843,1.2962526405508397,1.4222457708081095,0.6085071457020865,0.5487013086541875,0.6772609989354309,0.7115050997305575,0.6999703757856158,0.7251682537182856,-0.0921163389707539,-0.1484728526458798,-0.0566002228307877
claude-opus-4.6,desktop,0632d7,0.3681410688612417,0.3595086542958868,0.3808135151619924,0.46170079175930456,0.4535101361155934,0.4716813534973109,1.5911873340149736,1.5593526330392304,1.6099022816243005,0.7009394522340533,0.6886259374742085,0.71662786745476,0.6808893792306726,0.6737572206959942,0.6858020363999189,0.31730020566307765,0.3105662372296499,0.3289938102832233
claude-opus-4.6,desktop,0720ce,0.5313123257485975,0.5156728841528295,0.5398864585290024,0.5079746405446509,0.5003895145008395,0.5149175954072123,1.4260061723612292,1.3692349377798307,1.456510504051081,1.6737621965225316,1.607188984147503,1.7561407400946971,0.8467530752089231,0.8396161691920124,0.8541029136660209,0.4795285783943255,0.459542997079501,0.4908148145364591
claude-opus-4.6,desktop,072634,0.3679972259620388,0.3317898496990731,0.3995876934672158,0.37089693837683296,0.3591691763353407,0.3904296712872211,1.228453791789119,1.196858164718435,1.2901252192136885,0.9051346801793896,0.7912575853066119,0.9673178836793116,0.7919817276136351,0.7848145988622113,0.7971914980935252,0.17186432836691143,0.1256977958936822,0.1998740504764439
claude-opus-4.6,desktop,075286,0.3990866158010742,0.3746740695411343,0.4294082598181132,0.4010110192030327,0.3929750033143119,0.4069512819262914,1.5379733826977884,1.4242807056206237,1.634228993861499,0.9847218613606,0.9237404075839598,1.0517663403306416,0.738893232851597,0.7222726902193638,0.7521560805510964,0.2771474848958014,0.2666424102570501,0.2936480982157219
claude-opus-4.6,desktop,07950c,0.5947226615722879,0.5044378447460114,0.6542603364231883,0.46996292818904434,0.4323774042387032,0.4905377357367095,1.2873002328404899,1.1647525726817356,1.5309156663243408,2.159522675816797,1.898502352315741,2.3289626137485357,0.8417648674151019,0.8324688677436279,0.8469099633317687,0.5780031489035332,0.4823419944368753,0.6408145462027717
claude-opus-4.6,desktop,07b304,0.44208602248625956,0.3963969669326389,0.4780515669920996,0.43606876754895735,0.4247202582670911,0.443795511593365,1.1307919837467846,1.0383618770999528,1.2175814122403732,1.0238464552043227,0.9444889877525546,1.0823987912603636,0.7672111547010673,0.7485739499043762,0.7845134509963352,0.36291934074092286,0.307573294504037,0.4022912573021919
