baseline,category,CC_mean,CC_std,SIM_mean,SIM_std,KL_mean,KL_std,NSS_mean,NSS_std,AUC_mean,AUC_std
center_g15,desktop,0.1797380047904656,0.23602773214292316,0.30272189494103796,0.12737285309863267,3.8038152562842247,1.6950780937091212,0.34132823103500476,0.4633832033689288,0.5984487226988626,0.11312410937029001
center_g15,mobile,0.11499439331376651,0.2701835988893234,0.2706951974928231,0.14129132150742765,4.256897804298295,1.6564665005686297,0.16524136898080016,0.43755599585915905,0.5542289389446208,0.11062048934108754
center_g15,poster,0.1535593239575032,0.22005142301601696,0.319298966258815,0.1104987461131517,3.2468425985635965,1.3685796962601244,0.2616394428221492,0.38151802214395775,0.6022132560062505,0.09650083335726131
center_g15,web,0.1537172351586224,0.1937663119133833,0.3223805512047701,0.10149841566653112,2.8238752757264436,1.013321003693753,0.2702296440346273,0.3297724419635377,0.62274801634919,0.0812729708298626
center_g25,desktop,0.1940252533903751,0.23200568778998892,0.3924295586882216,0.10734115884451526,1.670201360839593,0.7931803088722759,0.3660409478604709,0.4487025550706121,0.5984487226988626,0.11312410937029001
center_g25,mobile,0.13556483986840473,0.28042313803058305,0.4009709277913792,0.13738059468502992,1.7601451294243495,0.8478140241316163,0.18433877727825104,0.4374470786781069,0.5542289389446208,0.11062048934108754
center_g25,poster,0.19306824830502237,0.22011098036768123,0.4429948318013803,0.09203901957840364,1.3832471455962414,0.7002114314143123,0.3278601573053708,0.3703346683689264,0.6022132560062505,0.09650083335726131
center_g25,web,0.2075936190222166,0.18992778699304286,0.43548989980489683,0.0827410198428562,1.2113474795203383,0.3892262127365556,0.36770091713623393,0.32319334864912036,0.62274801634919,0.0812729708298626
center_g35,desktop,0.18907404547210424,0.21901680899334094,0.4133667124969538,0.09181215595592852,1.224823733050361,0.4686347150279926,0.35541284390064287,0.42079847409554283,0.5984487226988626,0.11312410937029001
center_g35,mobile,0.14109527928432913,0.26888531718807906,0.45205674212453845,0.12191664348445036,1.1196078113594332,0.5246251918896659,0.18729407644618476,0.4127426944212335,0.5542289389446208,0.11062048934108754
center_g35,poster,0.20451909198474916,0.21017511207331488,0.4745218825938995,0.07921346736992828,0.9901536577711423,0.3548882434886267,0.34694452834196426,0.3528299517595903,0.6022132560062505,0.09650083335726131
center_g35,web,0.2283476896538149,0.17648883010929597,0.4529417837671689,0.06891089825829581,0.9927851707017024,0.2546028826761678,0.404603004766666,0.3001964396751654,0.62274801634919,0.0812729708298626
mean_gt,desktop,0.33612746322422166,0.13916211785324983,0.45713683936484467,0.07621471566043808,0.9550700019083108,0.26422307936091005,0.6342668893854936,0.2540198324680429,0.6814626659448219,0.06848393334371551
mean_gt,mobile,0.46209524958458276,0.16205063244688556,0.55065395956213,0.09100936854905765,0.6531004365308198,0.24603535251464764,0.7198676925296704,0.2637552042836287,0.7032903857737748,0.069284194323986
mean_gt,poster,0.3713944650538987,0.17730529819128196,0.5229515868507578,0.09911283037001739,0.7650716938516997,0.29991685153127284,0.5993427324979036,0.2557918327259879,0.6730305362218365,0.06907962392096846
mean_gt,web,0.3927385728986788,0.14301299008253063,0.4965867903432524,0.06792123985770257,0.8201404389928237,0.217851799765348,0.6837552942024213,0.24331637559988617,0.696887826100834,0.06522993028516519
mean_gt_cat,desktop,0.3527315666379965,0.13764546874187633,0.46085487630289396,0.07434408973249793,0.938776542107325,0.2512958207761416,0.6705619124723073,0.2660981418287409,0.68877700590651,0.06759571245305901
mean_gt_cat,mobile,0.47492510145403366,0.16631821086329313,0.558428958377182,0.08834509021261117,0.63522111892088,0.23392660997683878,0.7395696369745727,0.27929352878216307,0.708094940825535,0.06983669148274928
mean_gt_cat,poster,0.3864437822098068,0.1749625320404442,0.5263747005213882,0.09673451775599606,0.7491382111747886,0.2881188700090594,0.6254610375103287,0.2582344888352283,0.6799544219163061,0.07035838835680956
mean_gt_cat,web,0.3963457417069289,0.14306473337273665,0.5024970654098676,0.06900412032043816,0.8109815234473392,0.2233749832893908,0.6900387624446748,0.24429984383518463,0.6990962603004159,0.0649693702061433
noise,desktop,-2.420819114812101e-05,0.0012022789973128163,0.36421033190651514,0.06689505744156227,1.466927373457907,0.2918666945813878,-0.00045113759882646894,0.010609814390085709,0.4999261798590707,0.00309940262439451
noise,mobile,-2.189455512167429e-05,0.0009533780712113764,0.4243904801061929,0.07791700852325796,1.2070918670612674,0.28470447521585046,6.62965947055547e-05,0.009726090918817022,0.5000628742688101,0.0028336239593206784
noise,poster,-8.043763798529096e-05,0.001327975581144506,0.41869649195634645,0.0795430931891889,1.2448701928709627,0.2998815288445109,0.0011205717576070837,0.010814733682165593,0.500384531419794,0.0031741502451501486
noise,web,6.407153704357562e-05,0.0011026846987058664,0.38380513648087666,0.058784300575538545,1.3745808628367597,0.23703530965558764,2.6076634703750582e-05,0.008847316401241,0.5000499238602445,0.0025909175874084256
uniform,desktop,0.0,0.0,0.39250013127763617,0.07543489130421799,1.1603975581020747,0.2919419308660738,0.0,0.0,5.88324199884247e-05,3.556575490945749e-05
uniform,mobile,0.0,0.0,0.4594539919603491,0.08977820732239306,0.9009635424492198,0.2847463736553248,0.0,0.0,4.395910652585751e-05,3.268446142530732e-05
uniform,poster,0.0,0.0,0.45419736482921425,0.09209490512483073,0.9384630920375684,0.29984084986803144,0.0,0.0,5.66331652848191e-05,5.1398195401285096e-05
uniform,web,0.0,0.0,0.4137840608117469,0.06701173955861792,1.0682656552099503,0.23710879282616393,0.0,0.0,4.259051771539933e-05,1.8932887746537784e-05
