group_1,group_2,n,mean_diff,ci95_lo,ci95_hi,wilcoxon_stat,p_raw,rank_biserial_r,p_holm,sig_holm_05
claude-opus-4.6,claude-sonnet-4.6,1978,0.041450987581065704,0.03493786215997222,0.04791783790095547,650624.0,3.9182140824726736e-38,0.33515870124681246,6.269142531956278e-37,True
claude-opus-4.6,gemini-3.1-flash-lite,1978,-0.018205097158834293,-0.02561929827294361,-0.01062122750147506,873449.0,3.478310190433277e-05,-0.10746457623039897,0.00020869861142599664,True
claude-opus-4.6,gemini-3.1-pro,1978,-0.007670473401221712,-0.015252197668225992,-2.986765887178568e-06,938160.0,0.11128500997787535,-0.04133952507394375,0.2225700199557507,False
claude-opus-4.6,gpt-5.4,1978,-0.05642909685507201,-0.06308599841401089,-0.04973955590330062,573582.0,3.1728770610588666e-57,-0.4138842068207585,7.61490494654128e-56,True
claude-opus-4.6,gpt-5.4-mini,1978,0.04355345376526842,0.036757011371174694,0.05038118540009879,655176.0,3.9516792955803886e-37,0.3305072319005779,5.927518943370583e-36,True
claude-opus-4.6,qwen-3.5-flash,1978,0.0277581497276719,0.020207515756733706,0.03533581506058669,798656.0,1.4033620331877436e-12,0.1838919371295468,1.4033620331877436e-11,True
claude-opus-4.6,qwen-3.5-plus,1978,0.009164224351789707,0.0021961307085291205,0.016150807301077055,899264.0,0.0017871305526813625,0.08108547228201475,0.00641751065953057,True
claude-opus-4.6,ui-tars-1.5,1978,0.10995730208739554,0.10046914842086038,0.1200046046772751,452121.0,2.0903817220859665e-95,0.5379993470367065,6.062106994049303e-94,True
claude-sonnet-4.6,gemini-3.1-flash-lite,1978,-0.05965608473989999,-0.0659765694283001,-0.053344027668945755,542600.0,5.041126294696426e-66,-0.445543218965978,1.2602815736741065e-64,True
claude-sonnet-4.6,gemini-3.1-pro,1978,-0.04912146098228741,-0.05605404172981384,-0.04237014644061107,617692.0,8.292734642471533e-46,-0.36881032438174133,1.492692235644876e-44,True
claude-sonnet-4.6,gpt-5.4,1978,-0.0978800844361377,-0.10360960034816356,-0.09224643311006132,260541.0,9.190578272289387e-176,-0.7337657128872371,3.1247966125783915e-174,True
claude-sonnet-4.6,gpt-5.4-mini,1978,0.0021024661842027246,-0.0035768960886559376,0.007855174947174286,956813.0,0.3907773012594682,0.022278923642635947,0.3907773012594682,False
claude-sonnet-4.6,qwen-3.5-flash,1978,-0.013692837853393798,-0.019857872800989263,-0.007588101786376167,874314.0,4.032589533419109e-05,-0.10658067443239964,0.00020869861142599664,True
claude-sonnet-4.6,qwen-3.5-plus,1978,-0.03228676322927599,-0.038062903824520045,-0.026508795871400755,721757.0,4.9537676293071086e-24,-0.2624713178975808,5.44914439223782e-23,True
claude-sonnet-4.6,ui-tars-1.5,1978,0.06850631450632982,0.05945056826743718,0.07787671748095247,606049.0,1.0757261768903345e-48,0.38070774476799113,2.151452353780669e-47,True
gemini-3.1-flash-lite,gemini-3.1-pro,1978,0.010534623757612582,0.004661036337621625,0.016433922699874606,898461.0,0.0016043776648826426,0.0819060192690592,0.00641751065953057,True
gemini-3.1-flash-lite,gpt-5.4,1978,-0.03822399969623772,-0.04384871331541521,-0.03257838739486657,644328.0,1.520562825124565e-39,-0.3415922801141,2.58495680271176e-38,True
gemini-3.1-flash-lite,gpt-5.4-mini,1978,0.06175855092410271,0.055831605002611556,0.0677056531797371,491234.0,4.9655398576056276e-82,0.4980316579902934,1.3406957615535194e-80,True
gemini-3.1-flash-lite,qwen-3.5-flash,1978,0.0459632468865062,0.040352655762640695,0.05158113542990354,583902.0,1.9474678202522748e-54,0.40333869635214237,4.0896824225297773e-53,True
gemini-3.1-flash-lite,qwen-3.5-plus,1978,0.027369321510623996,0.02224648536504263,0.032548735850624434,707163.0,1.1946284027769408e-26,0.2773842229149242,1.433554083332329e-25,True
gemini-3.1-flash-lite,ui-tars-1.5,1978,0.12816239924622982,0.11880083788071018,0.13777374271149426,372551.0,8.684767062124897e-126,0.6193080939347476,2.779125459879967e-124,True
gemini-3.1-pro,gpt-5.4,1978,-0.0487586234538503,-0.05482857929771033,-0.04280759626967462,579117.0,1.0130861754596272e-55,-0.4082282571653525,2.22878958601118e-54,True
gemini-3.1-pro,gpt-5.4-mini,1978,0.05122392716649014,0.04497444377291331,0.05749192178576845,576652.0,2.179182080666838e-56,0.41074712182670314,5.012118785533727e-55,True
gemini-3.1-pro,qwen-3.5-flash,1978,0.03542862312889362,0.029370623409103215,0.04161216916171859,685915.0,1.0277404501392713e-30,0.29909652974022993,1.3360625851810525e-29,True
gemini-3.1-pro,qwen-3.5-plus,1978,0.01683469775301142,0.010990461986869008,0.022657793671463856,827246.0,2.5482044604565077e-09,0.1546771944650376,2.0385635683652062e-08,True
gemini-3.1-pro,ui-tars-1.5,1978,0.11762777548861723,0.10830228958254522,0.12717389832068346,404184.0,3.357998293574469e-113,0.5869838562745021,1.0409794710080854e-111,True
gpt-5.4,gpt-5.4-mini,1978,0.09998255062034044,0.09487490979992394,0.10516928274818428,198070.0,2.6800978781468036e-207,0.7976018160350005,9.648352361328493e-206,True
gpt-5.4,qwen-3.5-flash,1978,0.08418724658274392,0.07821203830419864,0.09013100514209303,352288.0,3.3310006580483937e-134,0.6400138767473027,1.09923021715597e-132,True
gpt-5.4,qwen-3.5-plus,1978,0.06559332120686172,0.060311509403101184,0.07093039956819049,412043.0,3.540669415348144e-110,0.5789531230600783,1.0622008246044432e-108,True
gpt-5.4,ui-tars-1.5,1978,0.16638639894246754,0.15728368029237444,0.17601338125077368,246750.0,1.6877146812364245e-182,0.7478580709175361,5.907001384327485e-181,True
gpt-5.4-mini,qwen-3.5-flash,1978,-0.01579530403759652,-0.02159919101178891,-0.010023153539508734,835099.0,1.6117867898878692e-08,-0.1466525923613513,1.1282507529215085e-07,True
gpt-5.4-mini,qwen-3.5-plus,1978,-0.03438922941347872,-0.03987006635590927,-0.028990289804811237,672250.0,1.7299737708381918e-33,-0.31306013444503994,2.4219632791734684e-32,True
gpt-5.4-mini,ui-tars-1.5,1978,0.06640384832212712,0.05739994250284871,0.07576117660463563,614159.0,1.127848940276886e-46,0.37242052675437903,2.1429129865260834e-45,True
qwen-3.5-flash,qwen-3.5-plus,1978,-0.018593925375882198,-0.023715284684757993,-0.01356107960624518,802744.0,4.427908838320975e-12,-0.17971460701368414,3.9851179544888774e-11,True
qwen-3.5-flash,ui-tars-1.5,1978,0.08219915235972364,0.07321383346598327,0.09129887705583106,525880.0,4.8595024448234e-71,0.4626285808879994,1.263470635654084e-69,True
qwen-3.5-plus,ui-tars-1.5,1978,0.10079307773560582,0.09163996574936734,0.11025338820044568,459076.0,5.939399482410101e-93,0.5308923678400761,1.663031855074828e-91,True
