model,run,image_id,category,n_points,CC,SIM,KL,NSS,AUC,CC_partial
gpt-5.4,1,00398c,poster,40,0.2671951325752615,0.4835548516299061,0.8715027504184469,0.4161652392828022,0.6206979533431606,0.2140985358874039
gpt-5.4,2,00398c,poster,40,0.2126544545964798,0.4861491673732678,0.9771006754437552,0.4188520859521468,0.6194924638340004,0.1290597340489521
gpt-5.4,3,00398c,poster,38,0.2424026167714169,0.4932105763998399,0.902411475383058,0.4242119509062522,0.6282145840098152,0.1320952400998148
gpt-5.4,1,006450,mobile,38,0.1257983638522447,0.36281485133942,1.2393903241670317,0.1196930061134885,0.5664550563553263,0.001747906772394
gpt-5.4,2,006450,mobile,36,0.1241802176934193,0.3855819745909891,1.245062632304668,0.1230864252578706,0.5566425844143259,0.0238716143868576
gpt-5.4,1,003eb9,desktop,40,0.4034694043223965,0.4055179846298726,1.1442436952728494,1.1388414998170562,0.8102083322983152,0.269682373592237
gpt-5.4,3,003eb9,desktop,40,0.3036695124281028,0.3575031196980762,1.2759776885376473,0.9710180012325124,0.7945207359389791,0.1319537397307941
gpt-5.4,2,003eb9,desktop,40,0.3637101520001085,0.3820959605742006,1.2319002353340518,1.0498563225070352,0.7957158783156468,0.2512665472834865
gpt-5.4,3,006450,mobile,36,0.3086083222109351,0.4267670152285711,1.0109393072434207,0.479948506455725,0.6525808963453585,0.107847700661606
gpt-5.4,1,009d6b,desktop,40,0.2382934542471957,0.3799922526859858,1.6470208425711084,0.4387254499342955,0.6341539978753774,0.2570109860449368
gpt-5.4,3,009d6b,desktop,40,0.3761389022542263,0.4349725625058746,1.2209584988501032,0.6958120430591624,0.6964568561751965,0.3907947125700723
gpt-5.4,2,009d6b,desktop,41,0.225727512951282,0.3692221068841177,1.811218464791196,0.4178821834884257,0.605207646329688,0.2668931998177786
gpt-5.4,1,009085,web,40,0.2884366674199046,0.3431829539811855,1.4511430774822112,0.7653088974537507,0.7384195331884489,0.1403029958660119
gpt-5.4,2,009085,web,43,0.3804735000435932,0.3553242846145255,1.2810399725628052,1.1061814882896193,0.7810806641779829,0.2966209945446422
gpt-5.4,3,009085,web,40,0.4366702900095588,0.4058521530258303,1.2084940600424596,1.1631175337237325,0.7866233433261683,0.2750890884846483
gpt-5.4,1,00b3a0,desktop,40,0.3657298641316199,0.4067806934187236,1.4160970631392835,1.0345246437589803,0.7781402224542033,0.3085167640050391
gpt-5.4,3,00b3a0,desktop,40,0.4729585857269473,0.4414280543228631,1.2869195491640169,1.3188284695341772,0.7970864433921854,0.4328257665028637
gpt-5.4,2,00b8f8,desktop,42,0.1478036246763316,0.3263938967089531,1.7080874500450505,0.2438321267373029,0.6187772167595487,0.1635094029932833
gpt-5.4,1,00b8f8,desktop,40,0.1074423058070272,0.3322568137340695,1.551724836086161,0.1891155593797591,0.6326582577639823,0.0350426196011048
gpt-5.4,3,005f83,poster,40,0.3691946373667876,0.4590732401524199,1.8942914227489944,0.7601865107539739,0.7589163381823961,0.3543411070483697
gpt-5.4,3,00b8f8,desktop,43,0.1175440222462165,0.3242342003020988,1.8728953432555775,0.1411652353462488,0.6062683890440417,0.1577666430726879
gpt-5.4,2,00b3a0,desktop,40,0.4441873297171343,0.4324046170055669,1.281514914893076,1.293692629448248,0.7927767419347783,0.3884766852288597
gpt-5.4,1,005f83,poster,40,0.3241696543744539,0.4160631041891701,2.1733189166979505,0.7226465192112327,0.7526823085663134,0.3086316595619521
gpt-5.4,2,005f83,poster,40,0.3351828042627262,0.4350878253354149,2.077858422246504,0.6970627424909132,0.758098049132881,0.3229587002768536
gpt-5.4,2,00d34f,mobile,41,0.2859273167240124,0.3411357384076632,3.0040391906851855,0.5277859166821384,0.7105155696221968,0.1750582661879989
gpt-5.4,1,00f742,poster,36,0.5039978305721455,0.5137557086189679,0.71929833592286,0.7859695274482192,0.7285432750049122,0.5395796574511809
gpt-5.4,2,00f742,poster,40,0.5495022654188999,0.5163330611065684,0.6976263102397212,0.8453452086675526,0.7453671977102725,0.5704619571539148
gpt-5.4,1,00d34f,mobile,36,0.3545834486361886,0.385031432593895,2.463130993948282,0.744204545481397,0.7734438817120496,0.2459078805217558
gpt-5.4,2,00d37d,mobile,36,0.2354401884611026,0.3705470717593353,2.5278062021797725,0.5153543319866847,0.6493737650864192,0.1933091057285053
gpt-5.4,1,00d37d,mobile,40,0.1416264195504455,0.3641128924146933,1.9764046485890048,0.491893287705122,0.6424243151567439,0.0596573436330722
gpt-5.4,3,00f742,poster,36,0.4473374336734325,0.4853688290028523,0.7890108041205048,0.7155991875974471,0.708984528427146,0.4501762783970239
gpt-5.4,3,00d34f,mobile,40,0.2706079469579829,0.3277275124223702,2.859613789683577,0.4646631899203609,0.7768590380617926,0.1613062070407835
gpt-5.4,3,00d37d,mobile,40,0.2534618912442978,0.411472017423465,1.8388851498169352,0.6389988127303337,0.6806668212321869,0.1405404054002685
gpt-5.4,1,00fcd9,mobile,50,0.4396726448533294,0.4464851774548389,1.1334819023019769,0.9120500866862749,0.6974412836796732,0.3921311231983994
gpt-5.4,3,00fcd9,mobile,50,0.5970206283077544,0.5175291390659837,0.912463006902518,1.225803826481737,0.7253586988476954,0.4354285946896522
gpt-5.4,1,012baa,mobile,38,0.2712399136256165,0.431557623672709,1.1783403207480552,0.4490021415092264,0.5928352919032326,0.3369586720220039
gpt-5.4,2,00fcd9,mobile,50,0.5772206379192726,0.5080191544126847,0.9304462505533976,1.2007334014617377,0.7251412568152965,0.4353274478956476
gpt-5.4,2,012baa,mobile,50,0.333063626085903,0.4433527583790312,1.03484367675018,0.5944291484309311,0.5971981622507025,0.3872669393623564
gpt-5.4,3,012baa,mobile,50,0.3527623667111733,0.442981222784915,1.0043894943059692,0.6832751948913344,0.6317044790236737,0.3179067527438776
gpt-5.4,3,013aca,poster,40,0.3579043893550471,0.3974519827480318,1.1131718097285936,0.842309412722412,0.7614343364380564,0.3563742472929385
gpt-5.4,1,013aca,poster,40,0.2394978445627172,0.3694170579370947,1.3292493138439854,0.6180462045254558,0.6981676721402896,0.24361555277974
gpt-5.4,2,013aca,poster,39,0.4773264334097709,0.4536933615801599,1.0334378668104662,1.0538678092359808,0.7788515904504733,0.4760633469762249
gpt-5.4,1,0136d8,desktop,40,0.1784670578126548,0.3630683139339573,1.575928252242773,0.4889834299763789,0.6720398840511548,0.1816572119256179
gpt-5.4,3,0136d8,desktop,42,0.3232569912972809,0.3978597175921952,1.430522605351375,0.7753537453046759,0.7204543162247965,0.3250494715880219
gpt-5.4,2,0136d8,desktop,46,0.3685058670402752,0.4061799498704833,1.2341222188016014,0.8562523469165342,0.7127002216098012,0.3717493569189889
gpt-5.4,2,014b22,web,40,0.179497826823367,0.3855564231071098,1.402063038549478,0.3434276244111155,0.614217388349104,0.060011440385692
gpt-5.4,3,014b22,web,40,0.0959533667516579,0.3385502295192834,1.7371509515597794,0.1203211931656283,0.5407407474968035,0.0103366280308167
gpt-5.4,1,014b22,web,36,0.154060473070391,0.3643480128190696,1.8695068289525392,0.2872434974776959,0.5747269088990491,0.0133747379598997
gpt-5.4,1,016f77,mobile,40,0.1973215694477266,0.4386888744939069,1.3287035092887731,0.4502029385919309,0.6113045559512695,0.1834628477209648
gpt-5.4,2,016f77,mobile,40,0.1974008533101417,0.4374179803884571,1.11505141868739,0.4373243433341216,0.6009694968120998,0.2107186190303162
gpt-5.4,3,016f77,mobile,40,0.2008551103266965,0.4304241751755997,1.075463124298456,0.3440683165488598,0.6223928323320991,0.3118697720639447
gpt-5.4,1,018c0a,poster,40,0.7980193584743152,0.6474348054708864,0.4684376233817431,1.7701088557905458,0.859261579103558,0.7956754298485091
gpt-5.4,2,018c0a,poster,40,0.8131185258921807,0.6410659258937352,0.5062006644401059,1.8674449527209291,0.8655276635537846,0.8064918752646569
gpt-5.4,3,018c0a,poster,40,0.826158682616216,0.6561093904482571,0.4950321187097569,1.8783600356427208,0.8585026102326203,0.8195574204272428
gpt-5.4,1,0197c7,poster,40,0.202993536471857,0.3953360749126529,1.298667327657609,0.3864049008152165,0.6456842393151584,0.1989687608839382
gpt-5.4,2,0197c7,poster,40,0.2504984841690231,0.4036584140102685,1.1656273269414137,0.4418044417241416,0.6635400727999937,0.2419215401855142
gpt-5.4,3,0197c7,poster,40,0.3876622862463272,0.4447548429295345,0.9760794281919758,0.7618606477299186,0.7277685659745001,0.3825466648665076
gpt-5.4,1,01ca85,mobile,42,0.2508265481428999,0.4009577541881535,1.5407383409951545,0.478495197249827,0.6704601404088177,0.1702795688234843
gpt-5.4,2,01ca85,mobile,40,0.3188580926773577,0.4376663136233938,1.1860892678063213,0.6692105823345916,0.7057132356617297,0.2529863433925799
gpt-5.4,3,01ca85,mobile,40,0.3970868697979727,0.4651747151680366,1.294271109057277,0.7859782003811001,0.7240633005363203,0.1467009263851014
gpt-5.4,1,0186f0,poster,40,0.2072203051387195,0.3314134930515657,3.4706321066701276,0.3260367196342807,0.6349867804041163,0.2655240314261687
gpt-5.4,1,01d4b9,poster,45,0.1356680827784739,0.5190349456663657,0.7494078226682823,0.1288697592690998,0.5466136969771759,0.04220585356752
gpt-5.4,2,01d4b9,poster,43,-0.0454803645604525,0.474023701668218,0.870039022648645,-0.1814457549263555,0.4623804472772814,-0.1673573930411059
gpt-5.4,3,0186f0,poster,40,0.3053674094607882,0.3602635251203537,3.6013132984347633,0.5141865555764709,0.6071962287422715,0.3366866030146327
gpt-5.4,3,01d4b9,poster,40,0.2297521562405866,0.5281793341881811,0.6963482025667567,0.2045661952008869,0.5620876151399837,0.0588009243236091
gpt-5.4,2,0186f0,poster,40,0.240125261726861,0.3408972188503332,3.773712154091013,0.3078936797607659,0.5477308998914169,0.3016747524916762
gpt-5.4,1,01e2cd,mobile,40,0.2174546437550332,0.3551773579948135,2.4774248958357017,0.1298229057590202,0.5940266669273431,0.1453874960757717
gpt-5.4,2,01e2cd,mobile,40,0.2744391302771856,0.4123600551669991,1.7033651568489558,0.199929969574475,0.6487731146189808,0.0928879042147572
gpt-5.4,2,020ba5,mobile,41,0.1449182939169231,0.3463350239012966,3.582915779888521,0.0499465540151652,0.5469660157412739,-0.1274860284454192
gpt-5.4,3,020ba5,mobile,35,0.2533995389950825,0.3804845098228714,3.0024099831048963,0.3454254138829283,0.595824637800032,0.003354946125067
gpt-5.4,1,020ba5,mobile,40,0.2276762663472121,0.3848420456593762,2.98597900946625,0.4921524280956134,0.593753632892616,-0.013133481041519
gpt-5.4,3,01e2cd,mobile,40,0.2692459938856962,0.3797982011601946,2.1556567461193703,0.2184515287962382,0.6248790526128134,0.0511125907722844
gpt-5.4,1,02622b,web,40,0.0484448735195174,0.2555100222744587,2.160363743658544,0.0411029427066897,0.5645102517548493,0.0499827600127392
gpt-5.4,2,02622b,web,40,0.2934193571142233,0.3475821893387675,1.709599619904494,0.5984413878225894,0.6619261063585231,0.2942789889097953
