model,run,image_id,category,n_points,CC,SIM,KL
gpt-5.4,1,00398c,poster,40,0.23078582600991387,0.5682396636416944,0.6313969260009282
gpt-5.4,2,00398c,poster,40,0.285695028841053,0.5930744804381096,0.6319733222590338
gpt-5.4,3,00398c,poster,38,0.32922660919215463,0.6016450543245984,0.534482067811343
gpt-5.4,1,003eb9,desktop,40,0.5303129992186489,0.501334307526151,0.7835160913525767
gpt-5.4,3,003eb9,desktop,40,0.4204121548784545,0.447778071222226,0.877119481041242
gpt-5.4,1,006450,mobile,38,0.002002066353076767,0.4800525016240917,0.9635445535643865
gpt-5.4,2,003eb9,desktop,40,0.6053390923232549,0.5300828185320687,0.7244119187207136
gpt-5.4,2,006450,mobile,36,0.10702421601014482,0.5385056381453895,0.7303049061892796
gpt-5.4,3,006450,mobile,36,0.23027683539562582,0.5499571141353118,0.7172280526096071
gpt-5.4,1,009d6b,desktop,40,0.22480712715790105,0.4405812826476824,1.3129553870191142
gpt-5.4,2,009d6b,desktop,41,0.30142387311691987,0.47869140337323995,1.3605643002449168
gpt-5.4,1,009085,web,40,0.2853460176293464,0.4356175283748511,1.1514945616344903
gpt-5.4,3,009085,web,40,0.45019040907532315,0.47600512976165554,1.0237742740397666
gpt-5.4,3,009d6b,desktop,40,0.37257724524358504,0.4911484443328345,0.976434927295075
gpt-5.4,2,009085,web,43,0.38756826300215413,0.4505058107951736,1.20602370724789
gpt-5.4,1,00b3a0,desktop,40,0.47127948731683067,0.5194212401450565,0.951148588877408
gpt-5.4,2,00b3a0,desktop,40,0.5784581498642146,0.551834470008264,0.7842516602544038
gpt-5.4,1,00b8f8,desktop,40,0.20418830803875518,0.4326835597757615,1.1694415585887572
gpt-5.4,2,00b8f8,desktop,42,0.2526557452782562,0.4414483493329692,1.098503485601512
gpt-5.4,3,00b3a0,desktop,40,0.6248401041054411,0.5637321135164146,0.7853299558251233
gpt-5.4,3,00b8f8,desktop,43,0.23914542968236252,0.43151997397095254,1.3556220232047735
gpt-5.4,2,005f83,poster,40,0.47202398822518665,0.5163649588633784,1.7121543030209183
gpt-5.4,3,005f83,poster,40,0.4713401452255678,0.5091227945595083,1.5770530928284332
gpt-5.4,1,005f83,poster,40,0.4905875487612319,0.5095207398000465,1.6460952215114588
gpt-5.4,1,00d37d,mobile,40,0.15884228126465083,0.39512096066643443,2.0038477433308555
gpt-5.4,1,00d34f,mobile,36,0.5192450351762607,0.47812567187842536,1.581361786629006
gpt-5.4,2,00d34f,mobile,41,0.4011992215166125,0.4013065416270644,2.0071708351290662
gpt-5.4,3,00d34f,mobile,40,0.375289682986524,0.3878862916417409,2.1523742838415485
gpt-5.4,3,00d37d,mobile,40,0.2856951749194532,0.42636129383821203,1.9450139578259271
gpt-5.4,2,00f742,poster,40,0.4985956486087376,0.5822042547420094,0.5929091894210756
