model,run,image_id,category,n_points,CC,SIM,KL,NSS,AUC,CC_partial
qwen-3.5-flash,1,00398c,poster,34,0.2101443240913146,0.5344442863713406,0.8805561469812775,0.2904889433207863,0.6109512745799872,0.1602729694365581
qwen-3.5-flash,3,00398c,poster,30,0.273519613601321,0.5569160924453214,0.7146603658546742,0.3684453374925334,0.6218298947455148,0.2315729751340804
qwen-3.5-flash,2,00398c,poster,49,0.1673747201947166,0.5214682945237169,0.8638598197947358,0.2599476395617706,0.588542314901021,0.1314867431884265
qwen-3.5-flash,1,003eb9,desktop,11,0.5721307649135623,0.5245383826126093,1.7426036661698705,1.2952904811528938,0.7554360173219622,0.5347677605062574
qwen-3.5-flash,1,006450,mobile,30,-0.0009716870885992,0.4771453695873284,1.1261579582243002,-0.0709629404735664,0.4898486183534419,-0.111222400866603
qwen-3.5-flash,2,006450,mobile,31,-0.0550964581592401,0.4527973328143496,1.1464051745313903,-0.1254176513143334,0.4656822814553229,-0.1406266937219931
qwen-3.5-flash,3,003eb9,desktop,30,0.5806168062667135,0.5293032101510815,1.7550014862163978,1.296345508602862,0.755946487745442,0.5488128345029516
qwen-3.5-flash,2,003eb9,desktop,50,0.3859663092766588,0.4395434125651394,1.3958830484344318,0.9453661897352452,0.7728550871973257,0.3302095681031858
qwen-3.5-flash,3,006450,mobile,35,0.0424828810425865,0.4441952896786714,1.257803916013173,-0.0136541190508616,0.5307165527624236,0.0372569504344049
qwen-3.5-flash,1,009d6b,desktop,53,0.3718674509924027,0.4643821405408678,2.0491468775093504,0.618228043068733,0.6557148072745221,0.3605024409073651
qwen-3.5-flash,2,009d6b,desktop,54,0.5001368710852871,0.5037033471377588,1.862577215957234,0.8285440849779259,0.7080111606861916,0.4569724834640937
qwen-3.5-flash,1,009085,web,46,0.1995775061721805,0.4135001766963248,1.4009032640660888,0.369528490668993,0.7071181400051952,0.2289696390188386
qwen-3.5-flash,2,009085,web,48,0.1090770763333711,0.3775557869509222,1.5629520032882855,0.2245761986687934,0.6943331260907298,0.1462250212829164
qwen-3.5-flash,3,009085,web,50,0.1521316338181044,0.3852302884148012,1.4865471339040737,0.2798028736899822,0.6868577466632336,0.1692009718428539
qwen-3.5-flash,3,009d6b,desktop,65,0.5673707339123727,0.5586502127801469,1.7347647019653023,0.9134576468455512,0.7169912321715654,0.5411681855567373
qwen-3.5-flash,1,00b3a0,desktop,49,0.5594187591242381,0.526367686584729,0.9100038926843068,1.2457438703492525,0.809335141861594,0.5291309547012887
qwen-3.5-flash,1,00b8f8,desktop,165,0.0380996026621807,0.3844943768846326,1.1871208891175105,0.0286823567585333,0.4649522153694253,-0.0020946879936625
qwen-3.5-flash,2,00b3a0,desktop,59,0.3377594832418341,0.3475215541328066,1.8822922173262573,0.6336864515023399,0.6536224380171779,0.3424328217750866
qwen-3.5-flash,3,005f83,poster,45,0.3342725810722124,0.4766630879634947,1.4627501798331886,0.5748103170265475,0.709365728353158,0.3522240869421457
qwen-3.5-flash,2,00b8f8,desktop,209,-0.059674378641236,0.3822447274763511,1.1441116760945396,-0.0859636477916764,0.5063421632261778,0.0708879529819473
qwen-3.5-flash,3,00b8f8,desktop,209,-0.059674378641236,0.3822447274763511,1.1441116760945396,-0.0859636477916764,0.5063421632261778,0.0708879529819473
qwen-3.5-flash,2,005f83,poster,45,0.3529680855956786,0.4765342304998574,1.587990401704371,0.6043963663857956,0.7086755783838288,0.3645495589266874
qwen-3.5-flash,3,00b3a0,desktop,39,0.4229103352541117,0.5046506742543329,1.2974268704829266,0.9868719400410476,0.7735203754660912,0.3825139559589584
qwen-3.5-flash,1,005f83,poster,51,0.4308954125015146,0.4958819895390078,1.4987719776187345,0.7575515785293521,0.7198268492619826,0.4374149568912951
qwen-3.5-flash,2,00d34f,mobile,30,0.3616083353518115,0.3984610725363036,2.75385087294384,0.9978180056347252,0.6901815320426055,0.2683769425417334
qwen-3.5-flash,1,00f742,poster,51,0.3124829076663385,0.5431899292584422,0.7290475400091556,0.4786076708672499,0.643189078630447,0.329312296927144
qwen-3.5-flash,2,00f742,poster,42,0.4219121408721723,0.5290572305246795,0.6828904758872347,0.5591622705382772,0.6848829719573722,0.4211896337418545
qwen-3.5-flash,3,00d34f,mobile,30,0.2870108085330524,0.3571292926406098,3.0542098802565305,0.7109599746241853,0.7028651589846572,0.2231010125181965
qwen-3.5-flash,3,00f742,poster,51,0.3960888454726658,0.5149108647738025,0.716345742425801,0.4929572306175699,0.660747510018847,0.4020336921174319
qwen-3.5-flash,1,00d34f,mobile,16,0.2500084843948622,0.2922720968268557,3.616482734278689,0.6541638448467468,0.653444722270945,0.2305992429434114
qwen-3.5-flash,3,00d37d,mobile,33,0.062404441341963,0.3004970939945608,3.5085733163792754,0.2190842042835262,0.5193767789742342,0.0293956011240403
