model,run,image_id,category,n_points,CC,SIM,KL,NSS,AUC,CC_partial
gpt-5.4-mini,1,00398c,poster,41,0.2760238572860949,0.587104931245663,0.5746300060586618,0.3764748246025961,0.6084656827399016,0.241829907223977
gpt-5.4-mini,2,00398c,poster,39,0.2245110749972259,0.5728131837732438,0.6531801481230254,0.3282818313661947,0.5959416807617867,0.180822980081856
gpt-5.4-mini,3,00398c,poster,41,0.2251615774964703,0.5642145464317423,0.609503380459284,0.3165986214495673,0.5995386755497883,0.1885305079298978
gpt-5.4-mini,1,006450,mobile,40,0.1994126508137375,0.578260382234517,0.7137572662627915,0.2533352676716155,0.5701009884401297,-0.0374180146068814
gpt-5.4-mini,3,003eb9,desktop,42,0.5019135037557476,0.4710052844461288,1.0213326981374091,1.206146527612081,0.7924126765500248,0.4379984809052779
gpt-5.4-mini,1,003eb9,desktop,42,0.4642111712846958,0.4759443712678358,1.0229507054538134,1.0376604020111346,0.7749448863298811,0.4000174395872888
gpt-5.4-mini,2,003eb9,desktop,41,0.3211262209286032,0.4072321382749951,1.279202819001335,0.8482640787248829,0.7443302053255585,0.2329414960896513
gpt-5.4-mini,2,006450,mobile,41,0.0902196797318807,0.5478436930763855,0.8153052695994111,0.0576922585072602,0.5283641105838349,0.014971515875463
gpt-5.4-mini,3,006450,mobile,38,0.004751157919654,0.4918359252303577,1.0707296109537616,-0.0863682197172033,0.4723916281335329,-0.0600288166496731
gpt-5.4-mini,1,009d6b,desktop,40,0.4115588143019839,0.4853357666812077,0.8874279260599367,0.6986481641593989,0.6852048615145527,0.3985779916049121
gpt-5.4-mini,2,009d6b,desktop,44,0.3865760107171185,0.4999578198958725,1.005128926556313,0.6578240121309225,0.6884656667954474,0.3795130774990952
gpt-5.4-mini,3,009d6b,desktop,43,0.4615447774120452,0.537913443487065,0.884116307386594,0.7431592003313129,0.6976657938855838,0.4977515143805928
gpt-5.4-mini,1,009085,web,41,0.2955988225448042,0.445509659180441,1.267038068353468,0.6170047755939346,0.691724003750062,0.2464060756155674
