group_1,group_2,n,mean_diff,ci95_lo,ci95_hi,wilcoxon_stat,p_raw,rank_biserial_r,p_holm,sig_holm_05
claude-opus-4.6,claude-sonnet-4.6,1978,0.032530526998260555,0.026988696616090938,0.037887059630165795,675261.0,7.243668319315124e-33,0.3099833387065707,1.7384803966356299e-31,True
claude-opus-4.6,gemini-3.1-flash-lite,1978,-0.0013259284306814069,-0.007582833339955443,0.00477506628301654,976290.0,0.9270648655644368,-0.0023763163367022085,0.9270648655644368,False
claude-opus-4.6,gemini-3.1-pro,1978,0.005316633167417446,-0.001011130354237015,0.011684468396923657,927841.0,0.04564849743772396,0.051884013690770274,0.18259398975089583,False
claude-opus-4.6,gpt-5.4,1978,-0.02334105907095376,-0.029040253820120272,-0.01788883162175437,769828.0,2.0611334806446057e-16,-0.2133498805199795,3.0917002209669085e-15,True
claude-opus-4.6,gpt-5.4-mini,1978,0.029462375093817685,0.023848189729250017,0.03506667027907099,723957.0,1.1946119288813017e-23,0.26022324396047275,2.269762664874473e-22,True
claude-opus-4.6,qwen-3.5-flash,1978,0.025766237846431977,0.019729502201245207,0.03186059326832371,778459.0,3.3072356457554602e-15,0.20453027772398863,4.6301299040576445e-14,True
claude-opus-4.6,qwen-3.5-plus,1978,0.015291851806981664,0.0095971667027168,0.020882298029915373,841920.0,7.418657135055485e-08,0.13968254130452665,6.676791421549936e-07,True
claude-opus-4.6,ui-tars-1.5,1978,0.07740026510909952,0.0696076061993518,0.085449947660158,512108.0,2.595337601033619e-75,0.47670152373429603,8.045546563204218e-74,True
claude-sonnet-4.6,gemini-3.1-flash-lite,1978,-0.03385645542894196,-0.03898140535502493,-0.028775324586207972,675822.0,9.444149250769503e-33,-0.3094100798526081,2.1721543276769855e-31,True
claude-sonnet-4.6,gemini-3.1-pro,1978,-0.02721389383084311,-0.032968892551179796,-0.021517498433101436,744283.0,2.8623115288213103e-20,-0.2394530844851732,4.865929598996227e-19,True
claude-sonnet-4.6,gpt-5.4,1978,-0.055871586069214316,-0.060878982961467716,-0.05106113351197858,451225.0,1.004112000973395e-95,-0.5389149262401832,3.413980803309543e-94,True
claude-sonnet-4.6,gpt-5.4-mini,1978,-0.003068151904442871,-0.007777692086275203,0.0016289585917826986,939662.0,0.12519682051680292,-0.039804703685972685,0.29707511624767013,False
claude-sonnet-4.6,qwen-3.5-flash,1978,-0.006764289151828574,-0.011673664078518803,-0.0018212949562580838,910718.0,0.0075257137527080945,-0.06938118188399836,0.037628568763540475,True
claude-sonnet-4.6,qwen-3.5-plus,1978,-0.01723867519127889,-0.021905537460381378,-0.01256954260933213,798152.0,1.2158528377683619e-12,-0.18440695043150246,1.337438121545198e-11,True
claude-sonnet-4.6,ui-tars-1.5,1978,0.04486973811083896,0.0374460265627723,0.05248583898644572,659028.0,2.7245928859161555e-36,0.32657105880705956,6.811482214790389e-35,True
gemini-3.1-flash-lite,gemini-3.1-pro,1978,0.006642561598098852,0.0019265129122916981,0.01150550752422094,904690.0,0.0036152301561783316,0.07554090447167452,0.02169138093706999,True
gemini-3.1-flash-lite,gpt-5.4,1978,-0.02201513064027236,-0.026675377045511463,-0.017366891566132435,736378.0,1.4965633256762552e-21,-0.24753082288191838,2.6938139862172592e-20,True
gemini-3.1-flash-lite,gpt-5.4-mini,1978,0.03078830352449909,0.025922610470226842,0.03589831606718566,686517.0,1.352736898998933e-30,0.298481374962894,2.8407474878977594e-29,True
gemini-3.1-flash-lite,qwen-3.5-flash,1978,0.02709216627711339,0.022400104127112144,0.03186080095353253,694212.0,4.3172937725850197e-29,0.2906182254419637,8.63458754517004e-28,True
gemini-3.1-flash-lite,qwen-3.5-plus,1978,0.01661778023766307,0.012284288838530517,0.020871972134870142,791937.0,2.008965684977718e-13,0.19075775930383282,2.4107588219732616e-12,True
gemini-3.1-flash-lite,ui-tars-1.5,1978,0.07872619353978091,0.0709031553742892,0.08663410046180496,482667.0,7.146209444073859e-85,0.5067858622717503,2.3582491165443735e-83,True
gemini-3.1-pro,gpt-5.4,1978,-0.02865769223837121,-0.03373648959102805,-0.023705049281500048,682228.0,1.8869266486305598e-31,-0.3028640972884652,4.1512386269872315e-30,True
gemini-3.1-pro,gpt-5.4-mini,1978,0.02414574192640024,0.019001009333909816,0.029332312890641494,758329.0,4.279474100688217e-18,0.22510015424852764,6.847158561101147e-17,True
gemini-3.1-pro,qwen-3.5-flash,1978,0.020449604679014535,0.015578187806232066,0.025419184179634183,789319.0,9.245991273146275e-14,0.19343296728899143,1.2019788655090157e-12,True
gemini-3.1-pro,qwen-3.5-plus,1978,0.00997521863956422,0.005206851546598227,0.014668315330910025,892751.0,0.0007251970367807316,0.08774079298764428,0.005076379257465121,True
gemini-3.1-pro,ui-tars-1.5,1978,0.07208363194168206,0.0639304520112672,0.08004318097762107,516360.0,5.582681146451475e-74,0.4723566099249399,1.6748043439354426e-72,True
gpt-5.4,gpt-5.4-mini,1978,0.05280343416477145,0.04860271017904556,0.0572171694249674,411332.0,1.8936605830229414e-110,0.57967965968248,6.627812040580295e-109,True
gpt-5.4,qwen-3.5-flash,1978,0.049107296917385745,0.04413841071729006,0.05413693726660353,511541.0,1.7201638126362299e-75,0.47728091369899617,5.5045242004359356e-74,True
gpt-5.4,qwen-3.5-plus,1978,0.03863291087793543,0.0342369933388403,0.04304463180129481,559020.0,2.7924715098841777e-61,0.42876441258083486,7.818920227675697e-60,True
gpt-5.4,ui-tars-1.5,1978,0.10074132418005328,0.09304793514469113,0.1087321756388135,388488.0,2.3140750433009707e-119,0.6030228419639787,8.330670155883494e-118,True
gpt-5.4-mini,qwen-3.5-flash,1978,-0.0036961372473857017,-0.008520646404105303,0.001133075318238075,936708.0,0.09902503874922337,-0.04282325387243509,0.29707511624767013,False
gpt-5.4-mini,qwen-3.5-plus,1978,-0.014170523286836018,-0.01864007012759521,-0.009700183926864196,813542.0,8.152270859287729e-11,-0.1686806513896418,8.152270859287729e-10,True
