model,category,image_id,CC_mean,CC_min,CC_max,SIM_mean,SIM_min,SIM_max,KL_mean,KL_min,KL_max
gpt-5.4-mini,desktop,075286,0.36946577706791883,0.294169104821782,0.4694628488626206,0.3588348406796155,0.305457791349037,0.4106675238065155,1.9301181963143452,1.424005332479807,2.7927387635087624
gpt-5.4-mini,desktop,1fdbf2,0.2924227919366647,0.1368351302066209,0.3945021517597837,0.4344321970217385,0.3887591548662982,0.4655566487898618,1.2271886765435192,1.03771488633359,1.4840008232763835
gpt-5.4-mini,desktop,2bb7d4,0.22604198841374185,0.1099064562897659,0.3230618282973175,0.34134368132200305,0.2990281620301918,0.372724962325058,1.5030928208854109,1.284781274541705,1.8200419081088468
gpt-5.4-mini,desktop,2fe128,0.22599828825747387,0.0789407109268167,0.3680812782573948,0.3234833230438143,0.2835058767173265,0.3653007067347511,1.4795216379703162,1.232563675066213,1.7602655251809003
gpt-5.4-mini,desktop,3ec21e,0.498989439032013,0.2146098646066158,0.6095481253303453,0.4728482371846029,0.3723278820448156,0.51294501220246,0.8984992296932235,0.771326349528021,1.3588981019326076
gpt-5.4-mini,desktop,5a6a69,0.19129141548179687,0.025944812431074,0.3249134162215297,0.32150567556914383,0.2717900785649548,0.3705170256419078,1.8305649981884358,1.2820434932343017,2.4906897583568757
gpt-5.4-mini,desktop,67225a,0.4401476240940851,0.3516498592896684,0.59800801279612,0.4661429170943225,0.4005200953749604,0.5263309071953501,0.9465353481260725,0.7204506754795172,1.1469046461617003
gpt-5.4-mini,desktop,7cc04a,0.4307664732116291,0.2605869346458836,0.5703153607361963,0.43449275791068,0.368787504988967,0.4849365333342016,1.0941319475157927,0.8546454908233685,1.350189838197433
gpt-5.4-mini,desktop,b5dab9,0.30477103740336714,0.2257801778094344,0.4001390088021214,0.4075864895675142,0.3590719211937732,0.4474034388472463,1.2036515103331165,1.0510615113799684,1.4576260815149449
gpt-5.4-mini,desktop,f9e25e,-0.045614888214502394,-0.124138918569371,0.0670280353156863,0.34944364617475887,0.320197184267476,0.3936806912742758,1.6848706118387493,1.505118844780462,1.9750742828343304
gpt-5.4-mini,mobile,1b307f,0.24419714907929024,0.1186992658221906,0.3932928518120689,0.3266558690228537,0.2537766523283643,0.4519341770863299,2.340563377352622,1.292730421093158,3.294775559989286
