model,run,image_id,category,n_points,CC,SIM,KL
gpt-5.4-mini,1,075286,desktop,42,0.2682157228076869,0.2979977534829992,2.918405391688393
gpt-5.4-mini,2,075286,desktop,45,0.1893798661958399,0.2610033495967297,2.2624824100555663
gpt-5.4-mini,3,075286,desktop,44,0.2537369070577261,0.2701303619474598,1.900798312007985
gpt-5.4-mini,4,075286,desktop,41,0.1956736774639694,0.237814663272754,3.0520254211863893
gpt-5.4-mini,5,075286,desktop,40,0.2185710848624063,0.2509945840434204,2.4831853384819045
gpt-5.4-mini,6,075286,desktop,46,0.1676058012170475,0.22856043801279,4.867120170441981
gpt-5.4-mini,7,075286,desktop,40,0.2099638283988303,0.2522193695939841,3.0897063757163536
gpt-5.4-mini,8,075286,desktop,40,0.2003385582932924,0.2448849721494718,3.2065961076089886
gpt-5.4-mini,9,075286,desktop,36,0.1355728735938424,0.2268966784717343,4.427157501752173
gpt-5.4-mini,10,075286,desktop,46,0.2852867228228135,0.3101224844876127,1.8425077563139516
gpt-5.4-mini,1,0b81bd,poster,40,0.1136163893032644,0.2258731666196532,4.442929353630365
gpt-5.4-mini,2,0b81bd,poster,40,0.1094244161251554,0.2400627383461788,4.602825523345536
gpt-5.4-mini,3,0b81bd,poster,44,0.1614638868624407,0.2663172275889612,4.294492227578386
gpt-5.4-mini,4,0b81bd,poster,44,0.2952916991033912,0.3456217262093655,2.5804178643648
gpt-5.4-mini,5,0b81bd,poster,40,0.1745575841634115,0.2530578612970317,4.481329428718895
gpt-5.4-mini,6,0b81bd,poster,39,0.201368351663744,0.2808520517059102,4.333310215668669
gpt-5.4-mini,7,0b81bd,poster,42,0.158922791947204,0.2644608696086515,4.229434354023099
gpt-5.4-mini,8,0b81bd,poster,40,0.1318545389458382,0.2344451586607273,5.072136022450108
gpt-5.4-mini,9,0b81bd,poster,45,0.2009844074112809,0.280303209401485,3.611652149738926
gpt-5.4-mini,10,0b81bd,poster,42,0.1241571985018372,0.2481398545871856,3.919617562565042
gpt-5.4-mini,1,0f8ece,web,42,-0.0199353816675086,0.1537325377225685,4.589351549376352
gpt-5.4-mini,2,0f8ece,web,41,-0.1319905105025146,0.0593147935475557,6.893452109545733
gpt-5.4-mini,3,0f8ece,web,40,0.0292498753487134,0.1562394023883116,4.204045720544052
gpt-5.4-mini,4,0f8ece,web,45,-0.0735296691351306,0.111559484576519,4.388408914326195
gpt-5.4-mini,5,0f8ece,web,40,0.1508665693065693,0.2118961687305021,2.4795907045340035
gpt-5.4-mini,6,0f8ece,web,46,0.0554136556069248,0.17203043502688,3.6072564964509537
gpt-5.4-mini,7,0f8ece,web,44,0.011483078534375,0.1600810071565024,3.3558959381150597
gpt-5.4-mini,8,0f8ece,web,43,0.0482842793527194,0.1659483374270171,4.373119192772794
gpt-5.4-mini,9,0f8ece,web,38,-0.0387019365005484,0.1235953292136897,5.249746526350849
gpt-5.4-mini,10,0f8ece,web,39,0.0097365850023369,0.1450203790501001,3.4800480174891075
gpt-5.4-mini,1,1b307f,mobile,48,0.2224196939875292,0.3747372988476437,2.584556052490052
gpt-5.4-mini,2,1b307f,mobile,40,0.1734834121276823,0.2801328450179641,2.456948298429357
gpt-5.4-mini,3,1b307f,mobile,39,0.2840729125407914,0.3476784311658412,1.9624277175392524
gpt-5.4-mini,4,1b307f,mobile,40,0.1086688487293774,0.259866004074417,2.7255877874068943
gpt-5.4-mini,5,1b307f,mobile,41,0.1570641981992274,0.3110051450076936,4.015963528329644
gpt-5.4-mini,6,1b307f,mobile,40,0.1582601466180008,0.2916235377535552,2.4805849056699234
gpt-5.4-mini,7,1b307f,mobile,43,0.1395729354547872,0.2962364437599449,2.528407285318848
gpt-5.4-mini,8,1b307f,mobile,46,0.2132542589536706,0.3618037180895809,2.363564400369438
gpt-5.4-mini,9,1b307f,mobile,45,0.0851249075632154,0.2714252699749589,3.293396015269177
gpt-5.4-mini,10,1b307f,mobile,40,0.1828363247053963,0.3365659291727012,2.2613200743289363
gpt-5.4-mini,1,1dd09f,mobile,40,0.0103376830026283,0.1323433827663858,4.580659059829715
gpt-5.4-mini,2,1dd09f,mobile,39,-0.020130799759057,0.1227631542031763,4.611470180209451
gpt-5.4-mini,3,1dd09f,mobile,39,0.0565491199993733,0.1622419477076605,3.2122447306797013
gpt-5.4-mini,4,1dd09f,mobile,40,0.0229697108079755,0.13787426880569,3.539422076525528
gpt-5.4-mini,5,1dd09f,mobile,39,0.053181919069701,0.1377047271875466,3.9568154925150223
gpt-5.4-mini,6,1dd09f,mobile,40,0.0475120120982827,0.1368839826031274,4.649909723649139
gpt-5.4-mini,7,1dd09f,mobile,40,0.0149530085891879,0.1208153071189879,4.865450969529834
gpt-5.4-mini,8,1dd09f,mobile,38,-0.0603006579262732,0.1029782286181466,6.189814944363591
gpt-5.4-mini,9,1dd09f,mobile,39,-0.1133760268209566,0.0742825291300386,6.140418834452819
gpt-5.4-mini,10,1dd09f,mobile,35,-0.0627040652063692,0.0804357299192728,6.086781413404231
gpt-5.4-mini,1,1fdbf2,desktop,40,0.2692280558658338,0.3088347590568371,1.5459398210040505
gpt-5.4-mini,2,1fdbf2,desktop,42,0.3941489466075261,0.3503952073476697,1.3533661919460482
gpt-5.4-mini,3,1fdbf2,desktop,43,0.1890377055646671,0.2889818004085309,1.6710386001050004
gpt-5.4-mini,4,1fdbf2,desktop,40,0.3354424737180813,0.3123547946717357,1.488811691733231
gpt-5.4-mini,5,1fdbf2,desktop,40,0.3613861493471998,0.3402832931439982,1.461880912738558
gpt-5.4-mini,6,1fdbf2,desktop,40,0.2330841944953846,0.3080202951531238,1.6026274875236357
gpt-5.4-mini,7,1fdbf2,desktop,42,0.2510898131748882,0.2984213720245201,1.6782331102681245
gpt-5.4-mini,8,1fdbf2,desktop,40,0.173888981110101,0.2831669158433105,1.7631986224197167
gpt-5.4-mini,9,1fdbf2,desktop,39,0.2719943718951495,0.3286814965457157,1.6326527618190618
gpt-5.4-mini,10,1fdbf2,desktop,42,0.2452213395346754,0.3048336176825734,1.5704314806767254
gpt-5.4-mini,1,2bb7d4,desktop,41,0.0907892534009479,0.2360235871869772,2.4897539556509685
gpt-5.4-mini,2,2bb7d4,desktop,45,0.1982763596963702,0.2629798125139445,1.782915752236538
gpt-5.4-mini,3,2bb7d4,desktop,38,0.0617188358690717,0.2289557708166736,2.1580825331409597
gpt-5.4-mini,4,2bb7d4,desktop,42,0.2733730794640671,0.2846382145407367,1.6794896289092829
gpt-5.4-mini,5,2bb7d4,desktop,39,0.1392298542689871,0.2386840175833783,2.1358904489275643
gpt-5.4-mini,6,2bb7d4,desktop,47,0.1652977662693239,0.2557216977794424,1.9861625916372685
gpt-5.4-mini,7,2bb7d4,desktop,43,0.086785184752199,0.2475186615238959,2.0660846557646684
gpt-5.4-mini,8,2bb7d4,desktop,41,0.3141850998366668,0.3122512727347769,1.4899183221279408
gpt-5.4-mini,9,2bb7d4,desktop,39,0.1016411163391383,0.244064927189771,2.3647869492306146
gpt-5.4-mini,10,2bb7d4,desktop,41,0.1275429393322452,0.2542106109953878,1.9040255115132632
gpt-5.4-mini,1,2fe128,desktop,41,0.1168908922726296,0.1796075236761476,2.178045331930558
gpt-5.4-mini,2,2fe128,desktop,40,0.1685593055451487,0.2130472694936234,1.987783812354091
gpt-5.4-mini,3,2fe128,desktop,40,0.1561468689367081,0.2024836906084509,2.198492699115623
gpt-5.4-mini,4,2fe128,desktop,45,0.0896158889481157,0.1986008401681618,2.2290153814111497
gpt-5.4-mini,5,2fe128,desktop,45,0.0373124764758127,0.1506363157193456,2.628978046454114
gpt-5.4-mini,6,2fe128,desktop,46,0.2075899080828467,0.2141909380505793,1.9842420933231224
gpt-5.4-mini,7,2fe128,desktop,39,0.2054640591666596,0.222801262882891,1.9228651776642869
gpt-5.4-mini,8,2fe128,desktop,43,0.2968719127595303,0.2193419028658929,1.8886147630952368
gpt-5.4-mini,9,2fe128,desktop,45,0.2264475101131519,0.1995708059865823,2.0743448506325404
gpt-5.4-mini,10,2fe128,desktop,46,0.1930745168664785,0.2125229582089309,1.9549254305927437
gpt-5.4-mini,1,3664a3,mobile,45,0.1572444923006354,0.2616340341992209,1.6375851804245058
gpt-5.4-mini,2,3664a3,mobile,44,0.278889708571545,0.3237847829546921,1.4053397216828245
gpt-5.4-mini,3,3664a3,mobile,35,0.3343938400018374,0.3214917778953714,1.3962039602947725
gpt-5.4-mini,4,3664a3,mobile,40,0.3620955234895943,0.3053478821191504,1.6842350028383888
