model,run,image_id,category,n_points,CC,SIM,KL
ui-tars-1.5,1,075286,desktop,25,0.3752186262100667,0.2947724133796822,6.130601026542799
ui-tars-1.5,2,075286,desktop,25,0.0824793825696404,0.1327462977322655,8.222527729359832
ui-tars-1.5,3,075286,desktop,11,-0.0394158520370459,0.0,11.388842826037628
ui-tars-1.5,4,075286,desktop,11,-0.0394158520370459,0.0,11.388842826037628
ui-tars-1.5,5,075286,desktop,13,0.3753783146646605,0.2949988624175365,6.1294172983513215
ui-tars-1.5,6,075286,desktop,13,0.3753783146646605,0.2949988624175365,6.1294172983513215
ui-tars-1.5,7,075286,desktop,19,0.3497412114778659,0.2914872682580443,6.1485935231319
ui-tars-1.5,8,075286,desktop,22,0.3752013533781491,0.2947457600177589,6.130741767347648
ui-tars-1.5,9,075286,desktop,20,0.3497386393137556,0.2914834829495539,6.148613334021978
ui-tars-1.5,10,075286,desktop,13,0.4056140893889951,0.3055946286417992,6.182771275653876
ui-tars-1.5,1,0b81bd,poster,9,-0.0215171407969963,0.0416463071389406,8.930291178009428
ui-tars-1.5,2,0b81bd,poster,9,-0.0228703582284962,0.0406727716904376,8.936609893749267
ui-tars-1.5,3,0b81bd,poster,9,-0.0228703582284962,0.0406727716904376,8.936609893749267
ui-tars-1.5,4,0b81bd,poster,9,-0.0228703582284962,0.0406727716904376,8.936609893749267
ui-tars-1.5,5,0b81bd,poster,9,-0.0215171407969963,0.0416463071389406,8.930291178009428
ui-tars-1.5,6,0b81bd,poster,9,-0.0228703582284962,0.0406727716904376,8.936609893749267
ui-tars-1.5,7,0b81bd,poster,9,-0.0228703582284962,0.0406727716904376,8.936609893749267
ui-tars-1.5,8,0b81bd,poster,9,-0.0228703582284962,0.0406727716904376,8.936609893749267
ui-tars-1.5,9,0b81bd,poster,9,-0.0215171407969963,0.0416463071389406,8.930291178009428
ui-tars-1.5,10,0b81bd,poster,9,-0.0215171407969963,0.0416463071389406,8.930291178009428
ui-tars-1.5,1,0f8ece,web,6,0.0719755225748395,0.107752181791199,7.2861436857269375
ui-tars-1.5,2,0f8ece,web,9,0.023579371592462,0.1098144430223512,6.5725849311482305
ui-tars-1.5,3,0f8ece,web,6,0.0719755225748395,0.107752181791199,7.2861436857269375
ui-tars-1.5,4,0f8ece,web,5,0.0182313353923632,0.0795427524570405,7.889281655463423
ui-tars-1.5,5,0f8ece,web,5,0.0182313353923632,0.0795427524570405,7.889281655463423
ui-tars-1.5,6,0f8ece,web,9,0.0620446934720892,0.0804934458662701,8.417087922932314
ui-tars-1.5,7,0f8ece,web,9,0.0690721134656996,0.1532303111855613,6.248003284317987
ui-tars-1.5,8,0f8ece,web,6,0.0719755225748395,0.107752181791199,7.2861436857269375
ui-tars-1.5,9,0f8ece,web,10,0.023666435287471,0.0807955402455495,7.778114771669761
ui-tars-1.5,10,0f8ece,web,9,0.0690721134656996,0.1532303111855613,6.248003284317987
ui-tars-1.5,1,1b307f,mobile,9,-0.0175907382704324,0.0,10.276603288187642
ui-tars-1.5,2,1b307f,mobile,8,-0.0175907382704324,0.0,10.276603288187642
ui-tars-1.5,3,1b307f,mobile,8,-0.0175907382704324,0.0,10.276603288187642
