model,run,image_id,category,n_points,CC,SIM,KL
qwen-3.5-flash,1,075286,desktop,31,0.19965258047827683,0.27294101172637353,4.0815695602482815
qwen-3.5-flash,2,075286,desktop,42,0.19309639630703912,0.259048669564534,3.454054340173255
qwen-3.5-flash,3,075286,desktop,31,0.20732638072636417,0.2815515896098695,3.152473500986169
qwen-3.5-flash,4,075286,desktop,25,0.21913223182637764,0.2647627175061813,3.503533887102317
qwen-3.5-flash,5,075286,desktop,50,0.34536341012287797,0.3397236244095548,3.5603736923140037
qwen-3.5-flash,6,075286,desktop,42,0.24229832483783664,0.2964591872059943,3.7832422956580767
qwen-3.5-flash,7,075286,desktop,25,0.21369218633265824,0.25767412045297866,3.6179130178844816
qwen-3.5-flash,8,075286,desktop,36,0.20119386416138943,0.26182415458505126,3.4172696633793036
qwen-3.5-flash,9,075286,desktop,33,0.20242330199376277,0.25932869970238065,3.5179209902257917
qwen-3.5-flash,10,075286,desktop,34,0.2243085498131664,0.2704568970880291,3.3955839784188355
qwen-3.5-flash,1,0b81bd,poster,33,0.011625458779827343,0.12662953573929406,7.859678452911575
qwen-3.5-flash,2,0b81bd,poster,52,0.03385434964644732,0.21807881026930132,3.6060650606643176
qwen-3.5-flash,3,0b81bd,poster,33,0.011625458779827343,0.12662953573929406,7.859678452911575
qwen-3.5-flash,4,0b81bd,poster,52,0.4178800970225348,0.33257754589295063,4.008544705624185
qwen-3.5-flash,5,0b81bd,poster,58,-0.049766062278778875,0.10312940324954836,7.138285421276323
qwen-3.5-flash,6,0b81bd,poster,33,0.011625458779827343,0.12662953573929406,7.859678452911575
qwen-3.5-flash,7,0b81bd,poster,54,-0.07818873293277755,0.07175323545628032,8.031398189348087
qwen-3.5-flash,8,0b81bd,poster,51,-0.031323196520458355,0.08493892877979024,6.864867573454069
qwen-3.5-flash,9,0b81bd,poster,50,0.014128081516012449,0.18972475924628254,3.7711116956344606
qwen-3.5-flash,10,0b81bd,poster,50,-0.039818425156159104,0.11371111386858233,6.631198950772495
qwen-3.5-flash,1,0f8ece,web,52,0.08294095369255025,0.17519031030494642,4.308073713231547
qwen-3.5-flash,2,0f8ece,web,33,0.1167504723423351,0.19941651559623347,4.126286447358925
qwen-3.5-flash,3,0f8ece,web,52,0.08304336329723896,0.17519031030494642,4.30807323700891
qwen-3.5-flash,4,0f8ece,web,52,0.08304336329723896,0.17519031030494642,4.30807323700891
qwen-3.5-flash,5,0f8ece,web,50,0.11494905851075984,0.18658013731791395,4.148829163112971
qwen-3.5-flash,6,0f8ece,web,52,0.16332141558550403,0.24303845171096972,3.365232038970886
qwen-3.5-flash,7,0f8ece,web,274,0.09751687318801414,0.17449570038905612,4.567243130904217
qwen-3.5-flash,8,0f8ece,web,46,0.06430535518907762,0.15945685142171978,4.8278542957036725
qwen-3.5-flash,9,0f8ece,web,69,0.22344991078917117,0.2592985105174364,3.9119000958745134
qwen-3.5-flash,10,0f8ece,web,45,0.018122342436105266,0.12182600785044922,5.389410019512555
qwen-3.5-flash,1,1b307f,mobile,12,0.12178400841021489,0.26676407299514604,4.200232460628515
qwen-3.5-flash,2,1b307f,mobile,48,0.022481011068268227,0.2134696221703291,4.591578392782388
qwen-3.5-flash,3,1b307f,mobile,30,0.04734249294397183,0.22694813404130876,4.0766988090963325
qwen-3.5-flash,4,1b307f,mobile,12,0.12626918814109256,0.27090421620208827,4.163329077856198
qwen-3.5-flash,5,1b307f,mobile,31,0.047396028689793104,0.2455723881574809,4.116829039821887
qwen-3.5-flash,6,1b307f,mobile,30,0.0727646060482845,0.2472508376151163,3.7266758942283986
qwen-3.5-flash,7,1b307f,mobile,30,0.10514637576891653,0.2731393054244465,3.5413631962535868
qwen-3.5-flash,8,1b307f,mobile,30,0.20023728348717515,0.3012187952947348,4.10308323720756
qwen-3.5-flash,9,1b307f,mobile,12,0.12616415788030028,0.2710357321150741,4.166488728908381
qwen-3.5-flash,10,1b307f,mobile,30,0.11962721268364353,0.27695479603015266,4.19848914503679
qwen-3.5-flash,1,1dd09f,mobile,19,0.13483046029186085,0.18622038240208058,4.528580370844059
qwen-3.5-flash,2,1dd09f,mobile,31,0.08403407283798807,0.1556126445878344,4.750089275990426
qwen-3.5-flash,3,1dd09f,mobile,34,0.042792782451408655,0.14577040531032395,4.750609628878646
qwen-3.5-flash,4,1dd09f,mobile,19,0.13482244454965397,0.18622038240208058,4.5285866501097125
qwen-3.5-flash,5,1dd09f,mobile,20,0.09324105594293207,0.16151834854203184,4.997646362781843
qwen-3.5-flash,6,1dd09f,mobile,16,0.14992913688481915,0.18800560649545012,4.7663907474899245
qwen-3.5-flash,7,1dd09f,mobile,30,0.13975394432708788,0.19111920306063607,4.509962466627406
qwen-3.5-flash,8,1dd09f,mobile,50,-0.047229032567269166,0.07185541153497212,5.8044571642793805
qwen-3.5-flash,9,1dd09f,mobile,15,0.13596456792773556,0.176960378868455,4.841000733167352
qwen-3.5-flash,10,1dd09f,mobile,16,0.15009708389222934,0.18880211551968862,4.73973507810941
qwen-3.5-flash,1,1fdbf2,desktop,30,0.21133929976079424,0.2935251590558123,1.8811934501661574
qwen-3.5-flash,2,1fdbf2,desktop,30,0.09563202823374871,0.25425151330694246,2.1470317248964887
qwen-3.5-flash,3,1fdbf2,desktop,30,0.10604211799311342,0.25733554148493043,2.145395649057281
qwen-3.5-flash,4,1fdbf2,desktop,30,0.21930747363755707,0.31072837145692606,1.8598654127487353
qwen-3.5-flash,5,1fdbf2,desktop,30,0.12896403898625342,0.27554609228600957,2.01110333811586
qwen-3.5-flash,6,1fdbf2,desktop,40,0.22071121561983859,0.29474794684338285,1.7791912592260408
qwen-3.5-flash,7,1fdbf2,desktop,30,0.21286573329925218,0.3058855488032938,1.7901704192161467
qwen-3.5-flash,8,1fdbf2,desktop,30,0.23026986337880964,0.30664721032026165,1.8782032799537374
qwen-3.5-flash,9,1fdbf2,desktop,30,0.12698876036268636,0.2667719856657509,2.1014237208811015
qwen-3.5-flash,10,1fdbf2,desktop,30,0.1356097352851885,0.2761429641871382,2.0420517320602665
qwen-3.5-flash,1,2bb7d4,desktop,33,0.08567390088365928,0.22531461181038803,2.7083801392292455
qwen-3.5-flash,2,2bb7d4,desktop,33,0.07765503911561183,0.22253245978074543,2.7038733310404015
qwen-3.5-flash,3,2bb7d4,desktop,33,0.09207507686278071,0.2287255299216872,2.626385251124584
qwen-3.5-flash,4,2bb7d4,desktop,48,0.005906406817156621,0.18888974710186096,3.028987769980564
qwen-3.5-flash,5,2bb7d4,desktop,52,0.06810131327033901,0.21981938968192846,2.8022926426233545
qwen-3.5-flash,6,2bb7d4,desktop,56,0.19322543228841588,0.25194142352035426,2.4792617936607897
qwen-3.5-flash,7,2bb7d4,desktop,33,0.09222482213245708,0.2277550879109511,2.681587691850117
qwen-3.5-flash,8,2bb7d4,desktop,32,0.12533476439068159,0.24666986994543155,2.4753879360567463
qwen-3.5-flash,9,2bb7d4,desktop,33,0.07314191000313297,0.21830705864872602,2.6259473748464415
qwen-3.5-flash,10,2bb7d4,desktop,33,0.09447711985203291,0.2306819530652442,2.6176216548749998
qwen-3.5-flash,1,2fe128,desktop,160,0.06513588150718663,0.1684551494365276,2.265338290497078
qwen-3.5-flash,2,2fe128,desktop,160,0.08419422036540308,0.17079678185094938,2.237156937011209
qwen-3.5-flash,3,2fe128,desktop,50,0.10969074344888698,0.2148157611837006,2.082200587743693
qwen-3.5-flash,4,2fe128,desktop,160,0.07408992801639042,0.1691116514512877,2.2604972985598106
qwen-3.5-flash,5,2fe128,desktop,190,0.08222633203040447,0.17010521037721285,2.2506786914802155
qwen-3.5-flash,6,2fe128,desktop,112,-0.08672385744760695,0.12912111510450894,2.582339386743309
qwen-3.5-flash,7,2fe128,desktop,45,0.0852069669080906,0.19259341483052372,2.091896880084108
qwen-3.5-flash,8,2fe128,desktop,190,0.04682022539882281,0.16651462286864624,2.2767077662558943
qwen-3.5-flash,9,2fe128,desktop,43,0.05719511744275553,0.19043497862304257,2.3077170890825056
qwen-3.5-flash,10,2fe128,desktop,144,0.3887874429803013,0.21378796220777732,1.918215916819748
qwen-3.5-flash,1,3664a3,mobile,31,0.2702863329752532,0.3106323914786974,1.5597099983571174
qwen-3.5-flash,2,3664a3,mobile,30,0.25746023361699255,0.31336772577079663,1.556686861511155
qwen-3.5-flash,3,3664a3,mobile,32,0.24186013573262222,0.30105200209906646,1.610832744753373
qwen-3.5-flash,4,3664a3,mobile,30,0.2587452959007027,0.30742156098245277,1.5818578122780804
qwen-3.5-flash,5,3664a3,mobile,30,0.2633281400817017,0.3078332802740926,1.5842432565262787
qwen-3.5-flash,6,3664a3,mobile,30,0.26628194807576333,0.3116597142982722,1.4791905909683054
qwen-3.5-flash,7,3664a3,mobile,32,0.23927848123901924,0.29993683090520123,1.6153438107036486
qwen-3.5-flash,8,3664a3,mobile,32,0.25769981376144957,0.3007471291223204,1.5971735798078275
qwen-3.5-flash,9,3664a3,mobile,29,0.26654919929978294,0.31385306079315606,1.5570395069141454
qwen-3.5-flash,10,3664a3,mobile,29,0.21268774981217592,0.3040702081471843,1.7455070860792632
qwen-3.5-flash,1,3d29ac,mobile,34,0.17987926934322784,0.3348848426641993,3.5162337349128325
qwen-3.5-flash,2,3d29ac,mobile,34,0.09494237003039593,0.25850732360573764,4.418428715504646
qwen-3.5-flash,3,3d29ac,mobile,30,0.1429976707984471,0.26332006872539204,4.494850160631679
qwen-3.5-flash,4,3d29ac,mobile,34,0.09364831150435218,0.256433394724726,4.473619364453702
qwen-3.5-flash,5,3d29ac,mobile,34,0.16235958884666793,0.2787905975086107,4.388921717745383
qwen-3.5-flash,6,3d29ac,mobile,30,0.15475979456419037,0.29214812302124005,4.173830247285665
qwen-3.5-flash,7,3d29ac,mobile,34,0.10471467869885592,0.2769292112431069,4.2704881972398
qwen-3.5-flash,8,3d29ac,mobile,33,0.07932089559125746,0.26577867928818927,4.236472585554921
qwen-3.5-flash,9,3d29ac,mobile,30,0.10955998033772119,0.2633946846741842,4.485572384398511
qwen-3.5-flash,10,3d29ac,mobile,30,0.11992266570099015,0.24897933986177928,4.585577182376994
qwen-3.5-flash,1,3ec21e,desktop,50,0.2964665600351312,0.31921566532349194,1.7445271260670383
qwen-3.5-flash,2,3ec21e,desktop,51,0.20243837524809205,0.2748963832678192,2.076758454932424
qwen-3.5-flash,3,3ec21e,desktop,52,0.42577024815632714,0.4008399117190259,1.6048554112470825
qwen-3.5-flash,4,3ec21e,desktop,49,0.3517320070508553,0.35836392764948544,1.7844463106898079
qwen-3.5-flash,5,3ec21e,desktop,51,0.4791495032114724,0.4330827610189707,1.5400033909762572
qwen-3.5-flash,6,3ec21e,desktop,51,0.4586984978962495,0.42381440376229323,1.628241108747901
qwen-3.5-flash,7,3ec21e,desktop,29,0.4809764067635607,0.43262476315622606,1.507961213504897
qwen-3.5-flash,8,3ec21e,desktop,50,0.35649407134064437,0.3456200581506377,1.550665795020484
qwen-3.5-flash,9,3ec21e,desktop,49,0.42381118381582084,0.40035317258486836,1.679088457223751
qwen-3.5-flash,10,3ec21e,desktop,51,0.46214708099103097,0.42678741285463345,1.5852276233244453
qwen-3.5-flash,1,4ae90b,mobile,35,-0.06495991731863654,0.13834640335988935,6.326284604430028
qwen-3.5-flash,2,4ae90b,mobile,30,-0.006566414738540494,0.1712029580546244,5.996314401299758
qwen-3.5-flash,3,4ae90b,mobile,32,-0.061975177709529795,0.14241993730774635,6.090896213232217
qwen-3.5-flash,4,4ae90b,mobile,37,-0.06896615173010245,0.139320805151593,6.125978340793142
qwen-3.5-flash,5,4ae90b,mobile,22,-0.035854912846261744,0.14414912805274924,6.288610360801259
qwen-3.5-flash,6,4ae90b,mobile,30,0.00453972695059406,0.18086073730795885,5.857993981366546
qwen-3.5-flash,7,4ae90b,mobile,31,-0.020929755399480866,0.17542787741263027,5.243970506326215
qwen-3.5-flash,8,4ae90b,mobile,23,-0.04258642017824661,0.1416513126291484,6.308285549837814
qwen-3.5-flash,9,4ae90b,mobile,37,-0.07824754628103855,0.15100564194074548,6.272397960936149
qwen-3.5-flash,10,4ae90b,mobile,35,-0.07355110679992566,0.13709694826485774,6.2406407234223025
qwen-3.5-flash,1,4ea758,poster,52,-0.030187501291726614,0.09449576471112003,5.86543685668972
qwen-3.5-flash,2,4ea758,poster,161,-0.11608807974925778,0.06002936307588108,6.585293003142197
qwen-3.5-flash,3,4ea758,poster,51,0.04550527408807605,0.15343353340720997,5.018547495855788
qwen-3.5-flash,4,4ea758,poster,284,-0.043033952834233405,0.1021622830234244,5.611561925262888
qwen-3.5-flash,5,4ea758,poster,55,0.007779616814408528,0.15624009679314194,4.230042299255245
qwen-3.5-flash,6,4ea758,poster,52,0.11858903093051074,0.22538699864130424,3.713517269179936
qwen-3.5-flash,7,4ea758,poster,50,-0.019752504981738132,0.10775152295335924,5.821337195487351
qwen-3.5-flash,8,4ea758,poster,38,-0.006137738920867489,0.11526197069273958,5.485448299959146
qwen-3.5-flash,9,4ea758,poster,284,-0.043033952834233405,0.1021622830234244,5.611561925262888
qwen-3.5-flash,10,4ea758,poster,287,-0.09611949023693704,0.0965370124431835,5.369857805466594
qwen-3.5-flash,1,52a3d2,web,58,0.23901716309432708,0.28191902012761294,3.3722287598441953
qwen-3.5-flash,2,52a3d2,web,32,0.17203674935815183,0.24668461787124046,3.4001523489821412
qwen-3.5-flash,3,52a3d2,web,29,0.14334667004765161,0.23141693209007624,3.576572291712006
qwen-3.5-flash,4,52a3d2,web,52,0.2543993250528995,0.29279902183050865,3.319884037683076
qwen-3.5-flash,5,52a3d2,web,30,0.15613213134837833,0.24017860226583557,3.5142777329972508
qwen-3.5-flash,6,52a3d2,web,30,0.21633921323760374,0.27197864585844167,3.3668697903616023
qwen-3.5-flash,7,52a3d2,web,30,0.14775277208780518,0.23319657084187118,3.453708929002806
qwen-3.5-flash,8,52a3d2,web,32,0.1556429235457658,0.24195050859120468,3.485479380287552
qwen-3.5-flash,9,52a3d2,web,32,0.16409083877059172,0.2448150101476808,3.453920229557833
qwen-3.5-flash,10,52a3d2,web,52,0.04532142528112264,0.19026110449401104,3.6943502021077355
qwen-3.5-flash,1,587857,mobile,30,0.05875989014938761,0.2212776519788845,5.29287878959755
qwen-3.5-flash,2,587857,mobile,12,0.06549107463457036,0.18656689724691417,6.013296416682009
qwen-3.5-flash,3,587857,mobile,52,0.057400186430135225,0.1641735166188158,6.167095233427268
qwen-3.5-flash,4,587857,mobile,51,0.022958311592081723,0.1552672506398378,6.2819477679581555
qwen-3.5-flash,5,587857,mobile,30,0.045704554567266735,0.18142915371604215,5.982083308229719
qwen-3.5-flash,6,587857,mobile,40,0.08354989191275125,0.20827221111735528,5.624297754583428
qwen-3.5-flash,7,587857,mobile,14,0.062424811164189103,0.18518897570473894,6.005192420710722
qwen-3.5-flash,8,587857,mobile,30,0.06119771848054805,0.17548361891488287,6.061778689777994
qwen-3.5-flash,9,587857,mobile,34,-0.005576766952491534,0.11948752101098291,7.408222169815357
qwen-3.5-flash,10,587857,mobile,30,0.01730218832325261,0.17477477449697987,5.889884956185087
qwen-3.5-flash,1,58b56c,mobile,49,-0.03624335310458544,0.22906052581659941,4.455079485560571
qwen-3.5-flash,2,58b56c,mobile,49,-0.06267315734984363,0.22021371013888258,4.477577045306639
qwen-3.5-flash,3,58b56c,mobile,47,-0.03854323267857275,0.2257424342128046,4.45664431675046
qwen-3.5-flash,4,58b56c,mobile,50,-0.05067785273400108,0.22316097793321343,4.490401858815296
qwen-3.5-flash,5,58b56c,mobile,49,-0.07973070307140281,0.19978653829426063,5.087178990727747
