model,run,image_id,category,n_points,CC,SIM,KL
claude-sonnet-4.6,1,3ec21e,desktop,34,0.5546162585530325,0.5075760199450366,0.7938526259917746
claude-sonnet-4.6,1,b5dab9,desktop,40,0.35674343204063064,0.43015689371330795,1.0689916055578255
claude-sonnet-4.6,1,1fdbf2,desktop,35,0.32697603436287037,0.4465032854422446,1.042831631207766
claude-sonnet-4.6,1,5a6a69,desktop,40,0.16190614073473633,0.3231809226803888,1.4736910987140341
claude-sonnet-4.6,1,2bb7d4,desktop,40,0.3168254041518045,0.38399743064728475,1.8926532428915346
claude-sonnet-4.6,1,f9e25e,desktop,35,-0.08777884622435753,0.3060309786701121,1.7683126287265611
claude-sonnet-4.6,1,2fe128,desktop,45,0.20213166446319875,0.32840499999670514,1.7725454212331604
claude-sonnet-4.6,1,67225a,desktop,45,0.6074331722091129,0.587120308681893,0.6697484171029461
claude-sonnet-4.6,1,075286,desktop,45,0.33529674703901147,0.3199652597621812,1.5659130074452112
claude-sonnet-4.6,1,7cc04a,desktop,41,0.5499598239640331,0.4969829211236055,0.8712071341140085
claude-sonnet-4.6,1,1dd09f,mobile,30,0.006589394635704246,0.1735616098100845,3.8228215075966934
claude-sonnet-4.6,1,4ae90b,mobile,24,0.04161319994269459,0.24825249090273405,4.07046333757654
claude-sonnet-4.6,1,3d29ac,mobile,30,0.0035562634252286466,0.23290695552837315,4.2750090665806875
claude-sonnet-4.6,1,3664a3,mobile,32,0.49360455624758803,0.5380215517089245,0.6791379743058026
claude-sonnet-4.6,1,a77bd5,mobile,30,0.009824500139976003,0.24398339052939655,4.870530701962177
claude-sonnet-4.6,1,ebe076,mobile,22,0.39036334884174295,0.4090195577483128,1.3561189710024488
claude-sonnet-4.6,1,1b307f,mobile,30,0.12327596457472476,0.2810607744701339,3.115264315913368
claude-sonnet-4.6,1,58b56c,mobile,30,0.2518028039969933,0.3207826451363744,3.4054549539319163
claude-sonnet-4.6,1,f30633,mobile,30,0.15117253913538634,0.25002280191311743,4.520895828390502
claude-sonnet-4.6,1,587857,mobile,24,0.11939313492193726,0.23361552690650655,4.990992365113263
claude-sonnet-4.6,1,c9b04c,poster,35,0.287855598335247,0.31698837381141354,1.3945420689338426
claude-sonnet-4.6,1,fac314,poster,40,-0.02308636602324973,0.18848957122416043,4.4902471904638706
claude-sonnet-4.6,1,c08f50,poster,45,0.2159673243576007,0.4796143929274271,0.8929058765602425
claude-sonnet-4.6,1,98474c,poster,35,0.5562492000396199,0.5089794984602716,0.7380976134408792
claude-sonnet-4.6,1,dd0d82,poster,40,0.3710836907515571,0.3771351311583765,1.2038309721084943
claude-sonnet-4.6,1,0b81bd,poster,45,0.27911781733686664,0.34221535655971036,1.9695383541455076
claude-sonnet-4.6,1,bb34f1,poster,44,0.5611170615426282,0.5418145239617485,1.7771444651026012
claude-sonnet-4.6,1,4ea758,poster,45,0.22952883637197757,0.2760513557910647,1.991167545433914
claude-sonnet-4.6,1,6a889e,poster,35,0.2377865780918451,0.4148187395856706,1.196839751279834
claude-sonnet-4.6,1,52a3d2,web,36,-0.015083837100724133,0.182711819656729,4.048338510033969
claude-sonnet-4.6,1,61707e,web,45,-0.10451656504455369,0.20444801930432027,2.7905567875998925
claude-sonnet-4.6,1,d48310,web,35,0.3401216038068135,0.3156652326305846,1.6727353449429074
claude-sonnet-4.6,1,c3ce89,web,40,0.3522682466987357,0.41860075889230713,1.1305217450148155
claude-sonnet-4.6,1,60593d,web,39,0.12299427524629652,0.34806323947540635,1.7001602855504094
claude-sonnet-4.6,1,ce9bfe,web,40,0.09544417426899482,0.1497520618293449,3.363499838753379
claude-sonnet-4.6,1,927a3c,web,45,0.24853382899250967,0.24827332791907047,1.683240508301971
claude-sonnet-4.6,1,0f8ece,web,35,-0.031018981416741396,0.17908988131617426,5.9026254173662025
claude-sonnet-4.6,1,69a8c4,web,40,0.12452190148679065,0.3698784531899428,2.4680997235449595
claude-sonnet-4.6,1,a4d155,web,40,0.049377291340559674,0.22731066683506249,2.654862037370092
