model,run,image_id,category,n_points,CC,SIM,KL,NSS,AUC,CC_partial
claude-opus-4.6,3,03340d,mobile,43,0.3089326204804783,0.3588034631372804,2.3796675799731153,0.493396654981367,0.7059871143336908,0.0281212530634949
claude-opus-4.6,2,03340d,mobile,40,0.2580551739620805,0.3598415265636714,2.2773531592669825,0.5120821379091998,0.7143585482022229,-0.0540892637873806
claude-opus-4.6,1,038d71,desktop,40,0.6425480791961069,0.5284861356827584,0.7922760996681221,1.928446168480736,0.8794823377356906,0.5992873762225551
claude-opus-4.6,2,038d71,desktop,41,0.6123847413124581,0.49973381621905,0.8358106759914944,1.821805821077652,0.865382594014229,0.564429841964989
claude-opus-4.6,3,038d71,desktop,40,0.6549454841885511,0.5097856876965191,0.814832660844846,1.949957098437613,0.8761065859596835,0.6149814336650733
claude-opus-4.6,1,042af0,web,48,-0.0022282877805246,0.1251206617787057,3.669407720444386,-0.1476876477697526,0.5292768175666074,-0.068963302050863
claude-opus-4.6,2,042af0,web,48,-0.0072765983445096,0.1220713109399232,3.657601896195883,-0.1697442210105976,0.5212154024174752,-0.0541579551903294
claude-opus-4.6,3,042af0,web,49,0.0405915358715268,0.1507174770165022,3.4122385824096417,-0.0465595483847519,0.5534429556771436,-0.0598706049531275
claude-opus-4.6,2,039978,mobile,43,0.0662112798640028,0.2096871292062563,3.2059970260126525,0.3438978137904666,0.6447302235368397,0.0237940581963347
claude-opus-4.6,3,039978,mobile,43,-0.0270783469127157,0.1556816941895629,5.504385911346437,0.0093257863192298,0.5492380202819163,-0.0098704300737879
claude-opus-4.6,1,039978,mobile,43,0.0190332016663439,0.2203367532422523,3.41859562007846,0.0500200378690361,0.5846384889911465,-0.0324710793859891
claude-opus-4.6,1,045f81,desktop,44,0.1633327148907357,0.2134019063350404,2.1254005651545462,0.609544287717771,0.7016416101757796,-0.0095543513354029
claude-opus-4.6,2,045f81,desktop,42,0.1679965618385187,0.2176544897878342,2.126361254966602,0.576650705352879,0.7056202654311844,0.0088574057635434
claude-opus-4.6,3,045f81,desktop,42,0.1816191361914254,0.2261496931299805,2.1037077950082557,0.6385371200609901,0.7109269206864632,0.0079740314733357
claude-opus-4.6,1,045d43,poster,42,0.2875524357152085,0.3143358784831669,2.1768813055790837,1.0018358761684911,0.7606469609051801,0.2465163515566666
claude-opus-4.6,2,045d43,poster,42,0.3787418792098964,0.3583859402015665,2.22343867986671,1.4038007550704568,0.7805215456700182,0.3268275705629282
