model,run,image_id,category,n_points,CC,SIM,KL
qwen-3.5-plus,1,00398c,poster,40,0.3509457956458063,0.30185162546176814,1.4438310908359755
qwen-3.5-plus,2,00398c,poster,48,0.343277865453545,0.32667003590401544,1.364641517044868
qwen-3.5-plus,3,00398c,poster,40,0.32793213895685225,0.3040447341402978,1.4506151372979308
qwen-3.5-plus,1,003eb9,desktop,48,0.3110773949098484,0.24742525406875585,1.7358595474091858
qwen-3.5-plus,2,003eb9,desktop,38,0.39998694839538895,0.2857686390282026,1.6103280329336918
qwen-3.5-plus,3,003eb9,desktop,50,0.09851717031629253,0.2247133757822442,2.3332950755879853
qwen-3.5-plus,1,006450,mobile,27,-0.10127222315199828,0.21714199963310787,3.140458020876022
qwen-3.5-plus,2,006450,mobile,45,-0.019295194565648946,0.2621838916270378,1.9411971658181362
qwen-3.5-plus,3,006450,mobile,44,-0.1574874032561195,0.2282537247571456,2.659810450127079
qwen-3.5-plus,1,009085,web,52,0.10471274017050833,0.2052563973388229,2.1055813143507427
qwen-3.5-plus,1,009d6b,desktop,50,0.12873238619048266,0.2597757431247564,2.836466589341005
qwen-3.5-plus,2,009d6b,desktop,49,0.2534336975104531,0.301806240146138,1.6025479831729963
qwen-3.5-plus,3,009085,web,48,0.10511614330026364,0.20257325377093605,2.0731785796106674
qwen-3.5-plus,3,009d6b,desktop,46,0.09406707746549797,0.2544187069967414,1.9333073304490935
qwen-3.5-plus,2,009085,web,47,0.11148580587201135,0.21162140108447255,2.00939840337644
qwen-3.5-plus,1,00b8f8,desktop,49,0.09445076651245198,0.2256317048935835,1.980473353952597
qwen-3.5-plus,2,00b3a0,desktop,39,-0.06891809004041347,0.11569384498732588,4.342026785258807
qwen-3.5-plus,3,00b3a0,desktop,40,0.2676479039740683,0.24460783213030965,2.7074511365602296
qwen-3.5-plus,1,00b3a0,desktop,47,0.1036048154104546,0.19314016456761074,3.3277390742708564
qwen-3.5-plus,2,00b8f8,desktop,35,0.09686216861472663,0.21459679770311985,2.44112118749585
qwen-3.5-plus,3,00b8f8,desktop,40,0.048850387168371756,0.19691845241113465,2.1506257852282404
qwen-3.5-plus,3,005f83,poster,53,0.19586710269025315,0.2807506815884713,2.9273226218985657
qwen-3.5-plus,2,005f83,poster,41,0.2123462320433507,0.25515824198886095,3.1963870281947835
qwen-3.5-plus,1,005f83,poster,40,0.20189302643797924,0.2678593250778738,3.553944049361441
qwen-3.5-plus,2,00d37d,mobile,46,0.06768016528165492,0.24647902550965442,3.6974993971334307
qwen-3.5-plus,1,00f742,poster,48,0.03466416671914022,0.2619910061492491,1.7196056319795392
qwen-3.5-plus,1,00d34f,mobile,53,0.20692612941960115,0.25398990095627155,6.197124440467928
qwen-3.5-plus,2,00f742,poster,40,0.24576422228086753,0.3312480965543782,1.363633099737577
