model,run,image_id,category,n_points,CC,SIM,KL
gpt-5.4,1,00398c,poster,40,0.2763844130279321,0.2952500739399227,1.5463912822847372
gpt-5.4,2,00398c,poster,40,0.3313295034698134,0.30367948837496594,1.4432215244653182
gpt-5.4,3,00398c,poster,38,0.2837810110078822,0.29422734502330605,1.5057967853494207
gpt-5.4,1,006450,mobile,38,0.032554494414072516,0.24679830804477068,1.8532560203230632
gpt-5.4,1,003eb9,desktop,40,0.3146746967936815,0.285177408228612,1.7079543226222438
gpt-5.4,2,003eb9,desktop,40,0.2453002003106166,0.26192463140453737,1.8013519330992098
gpt-5.4,3,006450,mobile,36,0.1807693068127233,0.30437993879937675,1.55824065872926
gpt-5.4,3,003eb9,desktop,40,0.275665091434202,0.2829286207027852,1.7119913091795753
gpt-5.4,2,006450,mobile,36,0.015272438172493772,0.2621152276074534,1.845815663424256
gpt-5.4,3,009d6b,desktop,40,0.18050314048846344,0.2859852904216715,1.9269753965881053
gpt-5.4,1,009d6b,desktop,40,0.22404248225957157,0.2839901449640907,2.1497342652868454
gpt-5.4,2,009d6b,desktop,41,0.11935334756109718,0.25799421727830274,2.3412722702886057
gpt-5.4,1,009085,web,40,0.2093366229525756,0.22877064398963215,1.912402508232258
gpt-5.4,3,009085,web,40,0.25082564523783657,0.2688218991542042,1.8430850004586068
gpt-5.4,2,009085,web,43,0.2564160507121414,0.23525801976510285,1.8268906793157222
gpt-5.4,1,00b3a0,desktop,40,0.22082050035015593,0.25898015896205595,3.048881573333822
gpt-5.4,3,005f83,poster,40,0.32248480236141724,0.32813950287696647,3.0043051128194436
gpt-5.4,1,00b8f8,desktop,40,0.06565786705383965,0.1924722538996919,2.4008947599549586
gpt-5.4,3,00b3a0,desktop,40,0.18707559456749034,0.25627727206204404,3.05736225859917
gpt-5.4,2,00b3a0,desktop,40,0.29188827786957744,0.2745304752224294,3.03967278069247
gpt-5.4,2,00b8f8,desktop,42,-0.004415676511602566,0.15939790981066948,3.0320039709792797
gpt-5.4,3,00b8f8,desktop,43,-0.09005488413860813,0.12501625815682893,3.725887477031957
gpt-5.4,1,005f83,poster,40,0.3532836148188586,0.3397321991163909,3.03269849414571
gpt-5.4,2,005f83,poster,40,0.26229531761926733,0.29508980302542737,3.366941542025938
gpt-5.4,2,00d37d,mobile,36,0.09262663886996306,0.28299563751779844,3.129970706820696
gpt-5.4,1,00d34f,mobile,36,0.22143158621114928,0.24476498849250639,5.2086285480635155
gpt-5.4,2,00d34f,mobile,41,0.1199571305168912,0.1843025494737276,5.479203104161815
gpt-5.4,1,00f742,poster,36,0.36183440486090124,0.3462573553885319,1.258501186553597
gpt-5.4,2,00f742,poster,40,0.3372026729807649,0.33683923082867623,1.3016964390751622
gpt-5.4,3,00d34f,mobile,40,0.1223312950949049,0.17782289762092604,5.340682735555591
gpt-5.4,3,00f742,poster,36,0.29736718562643644,0.32062655992961486,1.360909862435461
gpt-5.4,1,00d37d,mobile,40,0.13498098225807753,0.2957940531081564,2.4136774771736453
gpt-5.4,1,00fcd9,mobile,50,0.269652077775116,0.3321595835642057,1.700683431566655
gpt-5.4,3,00d37d,mobile,40,0.15551251070328342,0.2881494505971758,2.3771668683738905
gpt-5.4,2,00fcd9,mobile,50,0.39479413625510085,0.384911109912218,1.4495113406639617
gpt-5.4,1,012baa,mobile,38,0.06688210081165566,0.3394407918210051,1.7729286639890312
gpt-5.4,3,00fcd9,mobile,50,0.3989847040013651,0.37385628823234507,1.4646995553936089
gpt-5.4,2,012baa,mobile,50,0.059969741863744,0.31127824955516825,1.661827954886609
gpt-5.4,3,012baa,mobile,50,0.12827257387671537,0.32708348783826074,1.606021393241646
gpt-5.4,1,013aca,poster,40,0.18106574436218925,0.2330485788843738,1.893635226702456
gpt-5.4,2,013aca,poster,39,0.21782402069527673,0.25232809685075896,1.8146160942231273
gpt-5.4,1,0136d8,desktop,40,0.08795995001063953,0.2025313208996503,2.455285353500468
gpt-5.4,2,0136d8,desktop,46,0.06959461499105427,0.19696283594031885,2.392117175341993
gpt-5.4,3,013aca,poster,40,0.2672140900253462,0.2519599644786199,1.7150121565409473
gpt-5.4,3,0136d8,desktop,42,0.10666451949222239,0.19293975750902592,2.8882308735677764
gpt-5.4,1,014b22,web,36,0.12651409294542143,0.29360644488052046,2.0072756963026666
gpt-5.4,1,016f77,mobile,40,0.05328491169808357,0.28657636662960984,1.755825033397058
gpt-5.4,2,016f77,mobile,40,-0.0431384271165572,0.2943175864700901,1.7509581837787949
gpt-5.4,3,016f77,mobile,40,0.020081945322459653,0.2935959186692164,1.6983329152850977
gpt-5.4,2,014b22,web,40,0.13038619773284674,0.29965862867287074,1.7399930177304033
gpt-5.4,3,014b22,web,40,0.021372725362082914,0.2496619296409636,2.148764449016442
gpt-5.4,2,018c0a,poster,40,0.7138180520387902,0.4524698203860347,1.1137572040383548
gpt-5.4,1,018c0a,poster,40,0.6569873489317772,0.4412283931280961,1.1061740891673029
gpt-5.4,3,018c0a,poster,40,0.7416112165959041,0.46936258641321693,1.16786536382912
gpt-5.4,1,0197c7,poster,40,-0.011249926129061859,0.20300420071130326,2.3818504747360296
gpt-5.4,2,0197c7,poster,40,0.022714311790956145,0.21592802374235587,2.177820246534928
gpt-5.4,3,0197c7,poster,40,0.10208969514753015,0.2400581130315188,1.9460682923895787
gpt-5.4,1,01ca85,mobile,42,0.10528949154549899,0.19301396897629813,2.3437336651466674
gpt-5.4,3,01ca85,mobile,40,0.27821370796696177,0.24256954097605635,1.9054765148412947
gpt-5.4,2,01ca85,mobile,40,0.15662314688774426,0.22056602155744717,1.7992994985254267
gpt-5.4,3,0186f0,poster,40,0.04830818552817677,0.21096150282956183,5.891957309901318
gpt-5.4,1,01d4b9,poster,45,0.09388003090436382,0.3083335742478567,1.4250760638998596
gpt-5.4,2,01d4b9,poster,43,0.02385847251139067,0.29577926721717696,1.508832270591016
gpt-5.4,3,01d4b9,poster,40,0.2297302516141051,0.3280454302127862,1.3150380289935784
gpt-5.4,1,0186f0,poster,40,0.005911994133067451,0.19588677327534243,5.401572816202205
gpt-5.4,2,0186f0,poster,40,0.03680466300561998,0.2250892142114322,5.710891307717852
gpt-5.4,2,020ba5,mobile,41,0.10509793430186426,0.2753206108870978,4.245998365386538
gpt-5.4,1,01e2cd,mobile,40,0.1742974432247812,0.25986867257839497,2.64448016295655
gpt-5.4,3,020ba5,mobile,35,0.1916672884521223,0.3098138445191851,3.367321430368006
gpt-5.4,2,01e2cd,mobile,40,0.27802297221617944,0.33269053737737697,1.8290958361496001
gpt-5.4,3,01e2cd,mobile,40,0.2512755654374277,0.31098180457666635,2.135164628494026
gpt-5.4,1,020ba5,mobile,40,0.19126641824006924,0.3125550649845482,2.9575642194140106
gpt-5.4,1,02622b,web,40,0.002334890661091482,0.10169480405788883,3.575011530825097
gpt-5.4,2,02622b,web,40,0.09311050282028834,0.14485144311907255,3.7544389531075546
gpt-5.4,3,02622b,web,42,-0.06283190563931007,0.09580032471105474,4.955376362133476
gpt-5.4,1,026a98,web,42,0.23350480245572705,0.26441297228461136,2.3500127825961368
gpt-5.4,2,026a98,web,40,0.2969784373580795,0.27899885464996244,2.01322932310166
gpt-5.4,3,026a98,web,36,0.1906753257423401,0.24786255288612002,2.1387126141155868
gpt-5.4,1,026dd2,web,45,0.29656361321034713,0.3158135401492273,1.9102479120925169
gpt-5.4,3,026dd2,web,40,0.44239681435766853,0.3634059208865775,1.6407434369172265
gpt-5.4,2,026dd2,web,48,0.3484317964179905,0.32926226131985337,1.813286167019377
gpt-5.4,1,027990,poster,48,0.32220224558933164,0.314525843794069,1.6065831288969454
gpt-5.4,3,027990,poster,48,0.14046503544520206,0.2736145812839071,1.8365651257456355
gpt-5.4,1,029a48,web,48,0.4017879520935419,0.3118336346830163,1.7213104113286093
gpt-5.4,2,027990,poster,44,0.26184778430492756,0.28799934196882426,1.8090704873317176
gpt-5.4,3,029a48,web,42,0.13419984916605238,0.20833089039346686,2.0781179209427814
gpt-5.4,2,029a48,web,44,0.41631397139448023,0.3125582597558669,1.6566175147344335
gpt-5.4,1,02f37c,mobile,40,0.36916673149158197,0.37421055708564754,1.2850449156950672
gpt-5.4,2,02f37c,mobile,40,0.20773945464817029,0.30906725088437326,1.5359061887577359
gpt-5.4,3,02f37c,mobile,40,0.17647915535252762,0.32113353100074493,1.5076314839693246
gpt-5.4,1,030bb3,desktop,46,0.37001030296311666,0.2843489756458209,1.5508027740071806
gpt-5.4,2,030bb3,desktop,43,0.18918527926974582,0.23027557530151163,2.1792594909006273
gpt-5.4,3,030bb3,desktop,48,0.040107406450117844,0.169230967047443,3.3317750460671816
gpt-5.4,1,02a592,web,41,0.21265433801852313,0.1969375603397966,3.375254976192724
gpt-5.4,2,02a592,web,40,0.06777591125596139,0.17610079418448477,4.260453219124729
gpt-5.4,3,02a592,web,40,0.054961799439970524,0.171182041295797,3.6032008832979208
gpt-5.4,1,03474c,desktop,48,0.1625882609517385,0.254593543165099,1.7370043666620547
gpt-5.4,1,035da4,mobile,40,0.2219468503561494,0.29800088317686735,1.687745403864994
gpt-5.4,3,03474c,desktop,48,0.07484800051242507,0.22675258584332456,2.0875939819280527
gpt-5.4,2,03474c,desktop,48,0.1421882078567796,0.2587167108196331,2.063019985194
gpt-5.4,3,035da4,mobile,40,0.4439087569224817,0.37496593266274814,1.158448419790186
gpt-5.4,2,03340d,mobile,40,0.1441375344435322,0.30063701009786686,2.9688334104006215
gpt-5.4,2,035da4,mobile,35,0.0274947485949384,0.239710179579074,2.1653576785486024
gpt-5.4,1,03340d,mobile,40,0.27215434978450154,0.3609366419156621,2.47895718259457
gpt-5.4,1,037d19,desktop,40,0.42402493434017974,0.32329037636176966,2.5415063347576945
gpt-5.4,3,03340d,mobile,40,0.11771725301323233,0.29878068049490447,2.968681486341392
gpt-5.4,2,037d19,desktop,40,0.3415499346794061,0.303099216545967,2.6659754150975488
gpt-5.4,1,038d71,desktop,40,0.45867521069224265,0.4589297759853433,1.2560710661337886
gpt-5.4,3,037d19,desktop,40,0.3981840823714065,0.3232638986171366,2.6334894908925746
gpt-5.4,2,038d71,desktop,40,0.4584223815146863,0.4419059714869324,1.4436029400487387
gpt-5.4,3,038d71,desktop,40,0.5407321754190804,0.4879220129340107,1.2438582470430648
gpt-5.4,3,042af0,web,40,0.10317573533889504,0.18941731629183,2.732216794452896
gpt-5.4,2,042af0,web,40,0.08753186266819005,0.1693936545606349,2.721245203128433
gpt-5.4,1,042af0,web,40,0.1583726159862432,0.2180378586571713,2.324164926194395
gpt-5.4,1,039978,mobile,42,0.0745611243863466,0.2455342995463414,3.279241820170166
gpt-5.4,2,039978,mobile,45,0.09534180480803583,0.25007740655476923,2.9140212152110783
gpt-5.4,3,039978,mobile,40,0.005109126824214069,0.20682891995573668,3.405110393722728
gpt-5.4,1,045f81,desktop,42,0.29001391595506054,0.26496374369574116,1.75223424830661
gpt-5.4,2,045f81,desktop,42,0.34997211732887945,0.2301145813858936,2.0976069811825506
gpt-5.4,3,045f81,desktop,40,0.2945206383581195,0.22477712409897355,2.199115409869516
gpt-5.4,1,045d43,poster,40,0.13662926471514134,0.24817753752729643,4.580985966262475
gpt-5.4,3,045d43,poster,40,0.20323688676467383,0.27046150970993,3.861657804251341
gpt-5.4,2,045d43,poster,40,0.12657685011829,0.2471807555773538,4.4355781134135475
gpt-5.4,1,0529f2,desktop,40,0.42310062375167945,0.3437844623447757,1.9947532886962782
gpt-5.4,2,0529f2,desktop,44,0.3692933168818323,0.3228785187985804,1.729319671006114
gpt-5.4,3,0529f2,desktop,40,0.3762980125354515,0.3213120577684614,1.9455824204219723
gpt-5.4,2,04741e,mobile,40,0.024293693696765623,0.2507640241746631,4.033317008671138
gpt-5.4,3,04741e,mobile,44,0.024489539922823645,0.25421671779184185,3.8446776677671495
gpt-5.4,1,04741e,mobile,44,0.03344860079860655,0.250518644069082,3.6864192291521993
gpt-5.4,1,056cfb,desktop,38,0.16534745651406332,0.2298484520531344,2.039245472070043
gpt-5.4,2,056cfb,desktop,41,0.15593986355958728,0.23353116653572062,2.081060948242666
gpt-5.4,3,056cfb,desktop,40,0.18191896956883863,0.22867746076490364,2.0387631624896683
gpt-5.4,1,05890e,web,40,0.3191234807789599,0.2565784698284797,2.0761269597168206
gpt-5.4,1,05490b,mobile,40,0.16911087725476048,0.31617129919567205,2.5316080313587506
gpt-5.4,2,05490b,mobile,44,0.12266071393850861,0.28827834704734134,3.192233333388156
gpt-5.4,3,05890e,web,38,0.30457484541519597,0.2503676700405608,2.1732507510475605
gpt-5.4,2,05890e,web,40,0.3720551612275185,0.28797683408247143,2.4238496568881427
gpt-5.4,3,05490b,mobile,40,0.132985799885454,0.30130790753232123,3.0361660138973026
gpt-5.4,1,05dac7,web,40,0.33828149876809943,0.32370480265323787,1.9647500819935648
gpt-5.4,2,05dac7,web,45,0.40119069384308814,0.35131925811739795,1.9358692981602696
gpt-5.4,1,05e980,poster,40,0.3731167359073707,0.27772888835961634,1.6234164037950838
gpt-5.4,3,05dac7,web,41,0.3820670467593895,0.33898116887929364,1.9790289377680952
gpt-5.4,2,05e980,poster,40,0.32434123946940885,0.23957044428819396,1.7609398427875915
gpt-5.4,1,05a1ad,poster,40,0.05791596719152847,0.2181932476096397,3.7099749291477235
gpt-5.4,3,05a1ad,poster,40,-0.04211582484599081,0.17877361563423522,3.5738975118619223
gpt-5.4,2,05a1ad,poster,40,-0.06344797405079064,0.1636429066713469,3.771097912877858
gpt-5.4,3,05e980,poster,40,0.30976400103603263,0.2532541014787331,1.7201186525157455
gpt-5.4,2,06256f,web,52,0.3423249074057846,0.35116628160706875,1.4352170216173437
gpt-5.4,1,06256f,web,40,0.30522588729009287,0.3493930032979352,1.6162745282667665
gpt-5.4,3,06256f,web,46,0.15496678078407172,0.25029416716879005,2.2063400085416176
gpt-5.4,2,0632d7,desktop,40,0.30874174026198486,0.29159420342661757,2.2719506392065556
gpt-5.4,1,0632d7,desktop,49,0.2609637448337896,0.27049423244704335,2.5567897382580647
gpt-5.4,3,0632d7,desktop,48,0.26753699923809904,0.2743554535922485,2.1619592508351584
gpt-5.4,1,0616a4,mobile,38,0.16112935629363506,0.27639372112526356,3.1617009657395707
gpt-5.4,2,0616a4,mobile,40,0.2551589352168172,0.3195448440465454,2.603029242416709
gpt-5.4,3,0616a4,mobile,40,0.24245514760312556,0.3006433069350212,2.58395395451372
gpt-5.4,3,070781,web,40,0.010868818059772961,0.16784966563675527,3.130295684759144
gpt-5.4,1,070781,web,40,0.05869077817453038,0.18522382730149514,2.509809412549262
gpt-5.4,1,064f44,mobile,40,0.35391969537144696,0.3730493625171451,2.6430414438320438
gpt-5.4,2,070781,web,44,0.09304819925851335,0.19849976312057577,2.129935420403061
gpt-5.4,1,0720ce,desktop,40,0.46394657589421906,0.32698638171759375,1.5234729323126572
gpt-5.4,2,0720ce,desktop,40,0.30997478366263204,0.30018138868619,2.147236780412814
gpt-5.4,2,064f44,mobile,42,0.2949814076287429,0.37342424463536145,2.3203026722472377
gpt-5.4,1,072634,desktop,30,0.354916910322972,0.290449616118528,1.9232248307939919
gpt-5.4,3,0720ce,desktop,45,0.3070191115035733,0.3064299899460051,2.364360273567977
gpt-5.4,3,072634,desktop,37,0.365661261715715,0.30014371572073717,1.633250301231887
gpt-5.4,2,072634,desktop,42,0.3689381824039935,0.28165122286237826,1.9360358408044251
gpt-5.4,3,064f44,mobile,40,0.35151085873766996,0.3882195042765416,1.9818018175809287
gpt-5.4,1,074c75,web,46,0.17514551680403573,0.2093609290271606,2.0299393924682474
gpt-5.4,2,074c75,web,41,0.18186118666424916,0.22399573955981653,1.989762560139993
gpt-5.4,3,074c75,web,45,0.11191797217720618,0.21059095634871777,2.278367114600306
gpt-5.4,1,075286,desktop,40,0.26374611215651145,0.2838701574503416,2.170531652988983
gpt-5.4,2,075286,desktop,40,0.2470138149466064,0.27319593033099654,1.9075650294356663
gpt-5.4,3,075286,desktop,40,0.34030168140055383,0.3101296907737971,1.6523858456939624
gpt-5.4,3,07950c,desktop,40,0.6836186131186116,0.4711094312532115,2.1057029036026056
gpt-5.4,1,07950c,desktop,40,0.833193732035417,0.602514896205012,1.965797322180288
gpt-5.4,2,07a2c8,web,44,0.381335591670959,0.3238760860526797,1.3962977371196126
gpt-5.4,2,07950c,desktop,40,0.7750534711687211,0.5638187319189312,2.005271705659955
gpt-5.4,1,07b304,desktop,40,0.419463712090641,0.3769706664862462,1.4523088085464466
gpt-5.4,3,07a2c8,web,40,0.26389238923454605,0.26798248364933686,1.7577819535513934
gpt-5.4,2,07b304,desktop,40,0.4332725950111018,0.40717811917288216,1.325163619510113
gpt-5.4,1,07a2c8,web,40,0.27882254115295646,0.2502498864092067,2.174257059256817
gpt-5.4,2,085001,poster,40,0.44088208586010946,0.3707182599595019,1.2375534986277388
gpt-5.4,1,085001,poster,40,0.5266009687294559,0.36176290101308456,1.2181384859392321
gpt-5.4,3,07b304,desktop,40,0.4195158128941322,0.3904583480583405,1.3427298979841502
gpt-5.4,3,085001,poster,40,0.5126885126022518,0.3695768721900492,1.1905554870208421
gpt-5.4,1,08a5d7,desktop,40,0.3261649897340593,0.2855596005358801,2.349914593226029
gpt-5.4,2,08a5d7,desktop,40,0.3141804083166679,0.2852096371574591,2.1947412855982082
gpt-5.4,3,08a5d7,desktop,40,0.30649260591029953,0.2980311937904794,2.2965148441765844
gpt-5.4,1,07e9bb,mobile,41,0.025253736017573792,0.2884543419706379,2.9174648994422014
gpt-5.4,3,07e9bb,mobile,40,-0.008061160302787303,0.2774455015919525,3.5357136572427503
gpt-5.4,1,08aaa5,poster,40,0.1979949089555729,0.18697159034751437,2.3296266695609904
gpt-5.4,2,08aaa5,poster,44,0.16035833155882248,0.17176120544465714,2.9705681640318518
gpt-5.4,2,07e9bb,mobile,40,-0.030986400598184118,0.2611645006516909,3.90735691495844
gpt-5.4,3,08aaa5,poster,40,0.3249581687542092,0.22114302610790607,1.9558014870280553
gpt-5.4,1,08d1eb,desktop,40,0.20126771740598165,0.2866644553050205,2.29767926517608
gpt-5.4,2,08d1eb,desktop,40,0.13625498304905842,0.2573552392947175,2.5309430253138663
gpt-5.4,3,08d1eb,desktop,40,0.244605752775575,0.31370011730708547,2.1146565377017823
gpt-5.4,2,08d885,mobile,41,0.14227147991379926,0.28174991509968544,1.6195455061338924
gpt-5.4,1,08d885,mobile,36,0.1808566964460234,0.2907461211117131,2.016716509293693
gpt-5.4,3,08d885,mobile,40,0.12527571528350512,0.2740725069457707,1.7475381592099062
gpt-5.4,1,08b92b,poster,42,0.3093914726503191,0.38310351054718655,2.9009219281968277
gpt-5.4,2,08b92b,poster,40,0.07025753282718672,0.23027648273939183,5.576172502755315
gpt-5.4,3,08b92b,poster,40,0.39459599020684494,0.42279758070309154,2.999955238095102
gpt-5.4,1,09094b,poster,40,0.27240263442413903,0.32334562796184085,2.3150414465212044
gpt-5.4,2,09094b,poster,40,0.2019686886434454,0.2965587611502128,2.658030926723359
gpt-5.4,3,09094b,poster,40,0.20608490027137127,0.2987074204254332,2.885790146470405
gpt-5.4,1,091b5e,web,40,0.20507789853380382,0.21678891062417593,2.0009062484668005
gpt-5.4,2,091b5e,web,40,0.23332327349088844,0.22779331955279392,1.9003426541613786
gpt-5.4,3,091b5e,web,42,0.18923711051088968,0.21631544339404085,2.0423940576457373
gpt-5.4,1,092bd5,poster,43,0.06000992390024912,0.3157687680282629,1.848759738887828
gpt-5.4,2,092bd5,poster,42,0.035665203200344775,0.29336907975600357,1.939760774407631
gpt-5.4,3,092bd5,poster,40,0.14306610147136478,0.3237795252538572,1.7168070912142197
gpt-5.4,1,091ab0,mobile,40,0.32482782147168554,0.41148822862876133,2.334575833510461
gpt-5.4,2,091ab0,mobile,40,0.42035605250808095,0.4673350494663902,2.0814286665999484
gpt-5.4,3,091ab0,mobile,42,0.39356331806379463,0.44076838309593824,1.8010366848455055
gpt-5.4,1,093c65,poster,40,0.22059817788089064,0.37165091032896336,2.761648554973479
gpt-5.4,2,093c65,poster,40,0.2737228671566453,0.39541345376883474,2.788234507032946
gpt-5.4,3,093c65,poster,41,0.28950814557064974,0.40706341338712493,3.2160594187220024
gpt-5.4,1,0939f7,poster,40,0.058194668901527795,0.1648739991479546,4.0227824277468045
gpt-5.4,1,0950e7,web,45,0.2996850055571152,0.2953449377587463,1.631504405516484
gpt-5.4,2,0939f7,poster,40,0.06642072654252557,0.17154118248704522,3.8736288748098633
gpt-5.4,3,0939f7,poster,40,0.023692419735038224,0.15101693894030865,4.3423554789188605
gpt-5.4,2,0950e7,web,50,0.4340733204693725,0.32392366758364327,1.42360841288764
gpt-5.4,3,0950e7,web,46,0.30937390119975605,0.2880491587984141,1.6309252959587934
gpt-5.4,2,09bb5b,desktop,44,0.2475970730826184,0.3337260736687103,1.4055665401274853
gpt-5.4,1,09bb5b,desktop,40,0.31044417286062376,0.35286998783122936,1.3813798000640007
gpt-5.4,3,09bb5b,desktop,40,0.24241251503186173,0.331819293991632,1.4866637626489805
gpt-5.4,2,00ee0c,poster,42,-7.655961854578636e-05,0.05197130668761784,6.7900791630700255
gpt-5.4,1,09942c,mobile,36,0.1401659206920728,0.21001369445003118,4.286161631823225
gpt-5.4,2,09942c,mobile,40,0.12700262423559755,0.21001283546618982,4.210192631983343
gpt-5.4,3,09942c,mobile,40,0.12432917032672225,0.21913048196886822,3.849924171290728
gpt-5.4,1,09d1d9,poster,40,0.008094599837021318,0.18930399684509142,6.297331899835703
gpt-5.4,2,09d1d9,poster,40,0.011930127871555014,0.19353719630650898,6.117147916351527
gpt-5.4,3,09d1d9,poster,40,0.22379498767380016,0.3186963148979506,3.3516603083962733
gpt-5.4,1,0a0c95,mobile,40,0.2198407456289243,0.28361506438040024,2.156828658855747
gpt-5.4,1,00ee0c,poster,40,0.0004471290567207402,0.04275649721258136,6.947619245876416
gpt-5.4,1,0a22ef,web,46,0.29664117888776464,0.31061878095816287,2.049259040396799
gpt-5.4,2,0a0c95,mobile,40,0.2969617859446918,0.3233133623731716,1.9428711508532892
gpt-5.4,3,00ee0c,poster,40,-0.014245590218679868,0.04193198618253529,6.9908330505213145
gpt-5.4,3,0a0c95,mobile,40,0.3209551868162235,0.32249363875650733,1.9543693200033183
