model,run,image_id,category,n_points,CC,SIM,KL
gemini-3.1-pro,1,00398c,poster,36,-0.10232974258057548,0.05124473129626363,9.669659745007564
gemini-3.1-pro,2,00398c,poster,50,0.21930845090564105,0.31882539500343127,1.5160391684307926
gemini-3.1-pro,3,00398c,poster,38,-0.1034901218050515,0.050707662818627985,9.683098891021293
gemini-3.1-pro,2,003eb9,desktop,32,-0.053919657717539565,0.0,11.780408928187354
gemini-3.1-pro,2,006450,mobile,37,0.2079325513539113,0.27688335294385413,1.8722563678150759
gemini-3.1-pro,3,003eb9,desktop,34,-0.05883852692045116,0.0,11.780378942779175
gemini-3.1-pro,1,006450,mobile,35,-0.03751085980694823,0.24946157380971462,2.3433761633178873
gemini-3.1-pro,1,003eb9,desktop,32,-0.05660065045699327,0.0,11.780387755580076
gemini-3.1-pro,3,006450,mobile,33,-0.029270589061797733,0.24002824091764688,2.404274958543201
gemini-3.1-pro,2,009d6b,desktop,50,-0.09315939626462699,0.051957137204847306,10.057321257370155
gemini-3.1-pro,1,009d6b,desktop,62,-0.046639057464111726,0.0,11.32227453533963
gemini-3.1-pro,3,009d6b,desktop,63,-0.04665333735788964,0.0,11.322273571854549
gemini-3.1-pro,3,009085,web,46,-0.06945963777301284,1.461293877794519e-05,11.419442307437784
gemini-3.1-pro,1,009085,web,37,-0.06670348289199768,1.5388850385143412e-05,11.41944013063301
gemini-3.1-pro,2,009085,web,41,-0.0687098713051123,1.4164612862764303e-05,11.419451704638364
gemini-3.1-pro,1,00b3a0,desktop,35,0.30790794997390425,0.27009393955239414,3.2987458426891263
gemini-3.1-pro,2,00b3a0,desktop,34,0.32979142165050424,0.2781234361543284,3.229366932535805
gemini-3.1-pro,3,00b3a0,desktop,39,0.14072053033720927,0.20371504705562601,3.3148112393151994
gemini-3.1-pro,2,00b8f8,desktop,52,-0.010239741761109462,0.15133614852747584,2.7723657135574493
gemini-3.1-pro,1,00b8f8,desktop,55,0.04129608165892953,0.17897106214138458,2.5305717087521433
gemini-3.1-pro,2,005f83,poster,9,0.12363935252042034,0.13398555688716943,7.344438092528834
gemini-3.1-pro,3,00b8f8,desktop,48,0.009599273344383303,0.16236771809492578,2.671985175452992
gemini-3.1-pro,3,005f83,poster,49,0.1819023667136019,0.15022650466031917,7.226191706857958
gemini-3.1-pro,1,005f83,poster,29,0.0026620759478748245,0.08859041132324567,7.6358986616599065
gemini-3.1-pro,3,00d37d,mobile,30,-0.06940288764522318,0.0,9.939856446459643
gemini-3.1-pro,1,00f742,poster,36,0.2601084241932179,0.3213272450812005,1.367687235881727
gemini-3.1-pro,2,00d34f,mobile,50,0.0,0.0,10.272159034623005
gemini-3.1-pro,3,00d34f,mobile,100,0.0,0.0,10.272159034623005
gemini-3.1-pro,2,00f742,poster,32,0.1698151714901059,0.29989417965518894,1.4774013277035114
gemini-3.1-pro,3,00f742,poster,33,0.15691696710193118,0.2987204794815781,1.4884157828420017
gemini-3.1-pro,2,00d37d,mobile,30,0.05948134666401472,0.21983043217679007,4.654456792511206
gemini-3.1-pro,1,00d34f,mobile,31,0.11454061073592266,0.15210206106653174,6.962670189594722
gemini-3.1-pro,1,00d37d,mobile,30,-0.06489955981377471,0.002643134808118306,9.823201026930688
gemini-3.1-pro,1,00fcd9,mobile,41,-0.025552400332568483,0.21152419994112756,2.4674052842470866
gemini-3.1-pro,3,00fcd9,mobile,42,-0.033130610054361874,0.208332258634232,2.488931777272844
gemini-3.1-pro,2,00fcd9,mobile,44,-0.09638614244757751,0.0,11.612777678277187
gemini-3.1-pro,1,012baa,mobile,50,-0.11849543852904124,0.0,11.379968625273003
gemini-3.1-pro,3,012baa,mobile,47,-0.12067332474660056,0.0,11.37996846292975
gemini-3.1-pro,2,012baa,mobile,66,-0.11943397264514027,0.0,11.379968547305682
gemini-3.1-pro,1,0136d8,desktop,52,0.06258110176630943,0.181424420216508,2.2514287909915156
gemini-3.1-pro,2,013aca,poster,33,-0.07595654486936668,0.043119416798751975,10.73654154401008
gemini-3.1-pro,3,013aca,poster,36,-0.07837910338297589,0.04187597772153861,10.724008110885471
gemini-3.1-pro,2,0136d8,desktop,50,0.0652101168580683,0.14023848511374584,9.388914520810491
gemini-3.1-pro,1,013aca,poster,36,-0.07822317918434556,0.04238958214314415,10.717880217077658
gemini-3.1-pro,1,014b22,web,35,0.17930664518952538,0.2959764751781919,1.859711626715443
gemini-3.1-pro,3,0136d8,desktop,30,0.007294924200839086,0.1059044409644975,9.474286021068627
gemini-3.1-pro,2,014b22,web,39,0.13002531110438492,0.2833113439916276,1.8477465448352057
gemini-3.1-pro,1,016f77,mobile,67,0.0,0.0,11.235706719224932
gemini-3.1-pro,3,014b22,web,50,-0.052626053164615674,0.0030066743578052663,11.155874749011463
gemini-3.1-pro,2,016f77,mobile,72,0.0,0.0,11.235706719224932
gemini-3.1-pro,3,016f77,mobile,72,0.0,0.0,11.235706719224932
gemini-3.1-pro,2,018c0a,poster,35,-0.07775791162430999,0.011438928226465122,11.717453041803545
gemini-3.1-pro,1,018c0a,poster,30,-0.06877930330708065,0.011994179428531239,11.71460110228764
gemini-3.1-pro,3,018c0a,poster,100,0.7091046287933127,0.47303350629396806,2.914542413952959
gemini-3.1-pro,1,0197c7,poster,50,-0.057422894011241066,0.004372597881166123,10.317054647514226
gemini-3.1-pro,2,0197c7,poster,39,-0.0689328877970707,0.02371848510908186,9.709897895397814
gemini-3.1-pro,3,0197c7,poster,50,-0.057422894011241066,0.004372597881166123,10.317054647514226
gemini-3.1-pro,1,01ca85,mobile,26,-0.06781480113208321,0.0,11.785046537716946
gemini-3.1-pro,2,01ca85,mobile,42,0.2961403824707485,0.2867129601976976,1.994652528256235
gemini-3.1-pro,3,01ca85,mobile,43,0.29088268968720715,0.2891862124194558,2.0120684690076573
gemini-3.1-pro,1,0186f0,poster,36,-0.06085966066537818,0.001151302472273069,9.90513675727519
gemini-3.1-pro,2,01d4b9,poster,43,-0.11841945772212187,0.0,11.271296484297558
gemini-3.1-pro,3,01d4b9,poster,44,-0.11279904256796412,0.27987776577380485,1.5934144691142624
gemini-3.1-pro,1,01d4b9,poster,52,0.11179056535949852,0.3090324186760119,1.4440531043265281
gemini-3.1-pro,2,0186f0,poster,35,0.05868666072409484,0.1247101189168053,7.196826242180683
gemini-3.1-pro,3,0186f0,poster,36,-0.06284789513087308,0.0012186440093272257,9.904683593073518
gemini-3.1-pro,1,01e2cd,mobile,31,-0.06087405334080172,0.031971234129588494,7.691914481419114
gemini-3.1-pro,2,01e2cd,mobile,50,-0.06831387281900413,0.031212325233338434,9.651281602547426
gemini-3.1-pro,3,020ba5,mobile,50,0.0,0.0,10.05551440092851
gemini-3.1-pro,1,020ba5,mobile,36,0.1325480718396427,0.2537280012887319,4.005829478765973
gemini-3.1-pro,2,020ba5,mobile,50,-0.029917403685843322,0.0,10.055467196767408
gemini-3.1-pro,3,01e2cd,mobile,32,-0.05012068732368571,0.04604091305874016,7.191656825914851
gemini-3.1-pro,1,02622b,web,39,-0.059767016325820044,0.001152054557380035,11.451003352720939
gemini-3.1-pro,2,02622b,web,33,-0.0559296605123159,0.0015596729059941974,11.433822324192112
gemini-3.1-pro,1,026a98,web,27,0.0,0.0,11.354765610402168
gemini-3.1-pro,3,026a98,web,30,0.0,0.0,11.354765610402168
