model,run,image_id,category,n_points,CC,SIM,KL,NSS,AUC,CC_partial
claude-sonnet-4.6,1,075286,desktop,45,0.42230219835712113,0.4505317977955751,1.0851496741121882,0.744797309395629,0.7008798807446646,0.42295981913169073
claude-sonnet-4.6,2,075286,desktop,39,0.2890870291723325,0.4429867931220482,1.1094829382783034,0.4333242922001184,0.6632544380813207,0.24414764358037103
claude-sonnet-4.6,3,075286,desktop,45,0.2436253834058174,0.4403615751182642,1.5022771031047775,0.3684445255289341,0.6516098461462224,0.1743958605723694
claude-sonnet-4.6,5,075286,desktop,45,0.24541289582869852,0.4239322975428501,1.716438868517261,0.37453620156482137,0.6546504742308777,0.12111322683798119
claude-sonnet-4.6,4,075286,desktop,45,0.2436253834058174,0.4403615751182642,1.5022771031047775,0.3684445255289341,0.6516098461462224,0.1743958605723694
claude-sonnet-4.6,6,075286,desktop,40,0.2953641560263581,0.4533850041478058,1.5061301320989027,0.4618497797409435,0.6738601694679055,0.2318157543173444
claude-sonnet-4.6,7,075286,desktop,42,0.3201266080392392,0.42377252973193946,1.5029557625957353,0.5488514771265892,0.6695230526759218,0.29423201796607373
claude-sonnet-4.6,8,075286,desktop,40,0.3316295000431677,0.4593223305479145,1.495951423306789,0.5233580872714605,0.6731647201998593,0.25643470440464905
claude-sonnet-4.6,10,075286,desktop,40,0.2963865472620973,0.45752973144196735,1.085984031241485,0.42496297049627874,0.6809577708598222,0.2679233008457561
claude-sonnet-4.6,9,075286,desktop,40,0.2998026700974181,0.4409672606335034,1.708470053794484,0.46616407688232087,0.6715023346136613,0.1885604257743255
claude-sonnet-4.6,3,0b81bd,poster,40,0.44782596048616846,0.4888764082705296,1.1675029744654997,0.9497834735356531,0.7924640600993373,0.4407872997590477
claude-sonnet-4.6,4,0b81bd,poster,40,0.33048260332745827,0.42289248270111707,1.4162915476640852,0.7692779880851556,0.7648252476074467,0.338857035267596
claude-sonnet-4.6,2,0b81bd,poster,45,0.38436581776007406,0.4348470671907463,1.2744601035329621,0.9194011000874145,0.7685715358750521,0.3812394466923071
claude-sonnet-4.6,1,0b81bd,poster,45,0.41496797003728614,0.4547058638769136,1.2105596169463717,0.9554895759553851,0.7819425554406751,0.43786998680553285
claude-sonnet-4.6,6,0b81bd,poster,40,0.3807241617122042,0.4165404504153525,1.598993577426931,0.8009291253434713,0.754730725654042,0.3902305991465904
claude-sonnet-4.6,5,0b81bd,poster,40,0.37912532157944134,0.43958633219217846,1.3166584731419644,0.9094037816113845,0.7724172603308201,0.3653215765529673
claude-sonnet-4.6,9,0b81bd,poster,40,0.250518976855694,0.36365734318692267,2.2400400685148854,0.6024516811575991,0.7045350420132085,0.26292507911409435
claude-sonnet-4.6,7,0b81bd,poster,40,0.3697642938112921,0.44363815311573673,1.3648037381329663,0.847364071730202,0.7600897572402857,0.3781943110101552
claude-sonnet-4.6,8,0b81bd,poster,40,0.37065573888180414,0.43130763432586416,1.3410557033215378,0.9049999945467098,0.7674150088898894,0.37973624189408794
claude-sonnet-4.6,1,0f8ece,web,35,0.03187558066314889,0.27644888092022296,4.168318163649899,0.09876660318371817,0.5077416204274261,0.03750529137532436
claude-sonnet-4.6,3,0f8ece,web,35,0.05298646639480644,0.28957478869197484,4.129474598878475,0.12273530821302508,0.5101390304087381,0.06924309106002363
claude-sonnet-4.6,2,0f8ece,web,35,0.09731283499609877,0.3089097425655476,3.5119202985544984,0.12751167384372517,0.5317598631684786,0.13267688339614594
claude-sonnet-4.6,10,0b81bd,poster,40,0.40311645744201685,0.44023220552908415,1.3920234961488538,0.9701454617438847,0.772773317844559,0.4052689236496017
claude-sonnet-4.6,4,0f8ece,web,35,0.08151454538885113,0.2695085676443958,4.4707759640325,0.22192138881253368,0.47356881203113194,0.11066777177638189
claude-sonnet-4.6,6,0f8ece,web,35,0.20289776203571203,0.3584540733035711,2.739622802826791,0.40800222553194315,0.6223637384373923,0.22489101179868662
claude-sonnet-4.6,5,0f8ece,web,35,0.055394703651910966,0.2949308025434492,3.9104994823644335,0.1084912926224893,0.5052772574437242,0.07798308525321272
claude-sonnet-4.6,7,0f8ece,web,35,0.06696164279224993,0.2729769629784706,4.327334460907904,0.0874490861380517,0.472948773477313,0.07541707780582411
claude-sonnet-4.6,8,0f8ece,web,35,0.09046436180339634,0.30443492665565125,3.8707435485026167,0.15306020757623517,0.5293035175617373,0.09757467699135959
claude-sonnet-4.6,10,0f8ece,web,40,0.13569989892738338,0.3381282527493428,3.3745271718398517,0.38345891611546035,0.5788131838102797,0.09846603616526144
claude-sonnet-4.6,1,1b307f,mobile,30,0.22758771975566863,0.3531849221807338,2.301674399214107,0.34394286218742803,0.670024431919962,-0.011780734681310486
claude-sonnet-4.6,9,0f8ece,web,35,0.0779312194726497,0.2898691577872582,4.065656239588263,0.18496385564163093,0.5031625256884402,0.08316583296674844
claude-sonnet-4.6,2,1b307f,mobile,20,0.11488276934139324,0.2553271609006362,3.7653160677563,0.056128773503004936,0.5900929802546073,-0.10415809778632616
claude-sonnet-4.6,4,1b307f,mobile,33,0.17000273842759617,0.35159588390759505,2.539132514889448,0.23197235069334174,0.638126124391086,-0.08299664742080669
claude-sonnet-4.6,6,1b307f,mobile,30,0.15831770380952467,0.3264647273580451,2.8691194314294406,0.2567770805752661,0.6535986675236809,-0.1253224881403022
claude-sonnet-4.6,5,1b307f,mobile,16,0.16880964085980488,0.2575928521513528,3.944644338069283,0.1721156830497804,0.5926697210572671,-0.02232004773040988
claude-sonnet-4.6,3,1b307f,mobile,20,0.16991302744970654,0.29659045071998663,3.1055066804077898,0.19655878757179895,0.6498631210868397,-0.02859340989398472
claude-sonnet-4.6,7,1b307f,mobile,25,0.14007378101379622,0.30183373104959227,3.0535376158461176,0.125862840586415,0.6332519908208039,-0.0909658060576469
claude-sonnet-4.6,8,1b307f,mobile,22,0.17024175349880727,0.304631194021701,3.151003595279043,0.17007459653576432,0.6266855171431914,-0.020532095484516316
claude-sonnet-4.6,10,1b307f,mobile,17,0.17874929304706214,0.26310640917650147,3.863960413401696,0.25412281080700677,0.5969557137156084,0.024620073154247305
claude-sonnet-4.6,9,1b307f,mobile,30,0.14323440834818077,0.3052737285833112,3.1421336285433648,0.2236876197900674,0.611319076269314,-0.07405375811752514
