model,run,image_id,category,n_points,CC,SIM,KL,NSS,AUC,CC_partial
qwen-3.5-flash,1,075286,desktop,31,0.5638475407313654,0.49574863460558904,2.2218522090155473,1.1172033959016805,0.7042112134579673,0.5654801236416968
qwen-3.5-flash,3,075286,desktop,31,0.6277718444191605,0.5734281678279073,1.4821493214408754,1.1764995516746244,0.7581741145478015,0.6151111908206813
qwen-3.5-flash,4,075286,desktop,25,0.614246870162263,0.54699343605746,1.6129686988688319,1.1778015308808207,0.7389251211248166,0.6174590056439485
qwen-3.5-flash,2,075286,desktop,42,0.5438111889525061,0.508390125265286,1.6989066961656394,1.0390358464437737,0.7289286003732864,0.5273293991615144
qwen-3.5-flash,5,075286,desktop,50,0.5337845040448882,0.501411201835954,2.118844327034024,1.085732915395693,0.7053374257375526,0.5091905559265317
qwen-3.5-flash,6,075286,desktop,42,0.5092559116182915,0.49004286856057877,2.159773547235423,1.031807903602164,0.7096828887236104,0.4956404418861279
qwen-3.5-flash,7,075286,desktop,25,0.5897284643504952,0.5213719202426217,1.7425819341917546,1.1271400158221234,0.7271936879837779,0.5928858498044969
qwen-3.5-flash,8,075286,desktop,36,0.547118522352345,0.5139913408042485,1.6862427007460772,1.0451941620604368,0.7307034698248793,0.5318090173923367
qwen-3.5-flash,10,075286,desktop,34,0.5875855604136381,0.5317638490264658,1.6410212831887407,1.123039643669918,0.7353886157608247,0.5771527864317252
qwen-3.5-flash,9,075286,desktop,33,0.6323263335601713,0.5507676988147869,1.6176497784310553,1.207219869487102,0.738056753907385,0.6346659076752696
qwen-3.5-flash,1,0b81bd,poster,33,-0.03781920232254085,0.06371193707754055,8.862083444518657,-0.09695475157725093,0.12328776332772777,-0.08790379207570584
qwen-3.5-flash,2,0b81bd,poster,52,0.3060772119899339,0.3962815494674581,1.6138820253830823,0.7405037513907274,0.817407950219563,0.3069475277592595
qwen-3.5-flash,5,0b81bd,poster,58,0.07323218278268252,0.19062472076756531,5.989402613022069,0.1747939617904861,0.4325102976462064,0.03787862792048779
qwen-3.5-flash,3,0b81bd,poster,33,-0.03781920232254085,0.06371193707754055,8.862083444518657,-0.09695475157725093,0.12328776332772777,-0.08790379207570584
qwen-3.5-flash,7,0b81bd,poster,54,0.004440800707292808,0.1375248972453734,6.683875200486938,-0.028925994168085122,0.3895038123771871,-0.009260297090941758
qwen-3.5-flash,6,0b81bd,poster,33,-0.03781920232254085,0.06371193707754055,8.862083444518657,-0.09695475157725093,0.12328776332772777,-0.08790379207570584
qwen-3.5-flash,8,0b81bd,poster,51,0.27992869024378697,0.2449800470411198,4.17468930372498,0.6642078023094756,0.7083006060210432,0.30396614869441213
qwen-3.5-flash,4,0b81bd,poster,52,0.3221567623262578,0.27881487737192295,5.280251156884916,0.7670257095083665,0.4885464658679463,0.19984087891756355
qwen-3.5-flash,9,0b81bd,poster,50,0.37206728015525503,0.42794553469031804,1.4822556297799834,0.8464769501893269,0.7808476770337345,0.4240387654522996
qwen-3.5-flash,10,0b81bd,poster,50,0.426972342490046,0.3764998835315588,3.597605730770451,0.9364752162242855,0.6956476847334265,0.4764760967371877
qwen-3.5-flash,3,0f8ece,web,52,0.0890520580545836,0.2778501154501021,3.715104975812569,0.13358718400341493,0.5340692870649419,0.07531037167826626
qwen-3.5-flash,2,0f8ece,web,33,0.17730695630205073,0.2914959408527964,4.487772933078466,0.3349408673782028,0.541976368261247,0.15610165291014247
qwen-3.5-flash,1,0f8ece,web,52,0.08903434971443494,0.2779058206646987,3.7146882951402422,0.13343148877827565,0.5342318850686838,0.07501079592994075
qwen-3.5-flash,4,0f8ece,web,52,0.0890520580545836,0.2778501154501021,3.715104975812569,0.13358718400341493,0.5340692870649419,0.07531037167826626
qwen-3.5-flash,7,0f8ece,web,274,0.2154722200907861,0.24362612778629691,4.900219109224793,0.23942635483160962,0.5052743822158641,0.17177524703570687
qwen-3.5-flash,5,0f8ece,web,50,0.23017387610243634,0.3803496792994396,2.531312179803159,0.40782701250990494,0.6268456741205966,0.23057996038007256
qwen-3.5-flash,6,0f8ece,web,52,0.1492263992799512,0.3494227476886263,3.110395215710194,0.298459702603171,0.5947823953466973,0.0973965880767258
qwen-3.5-flash,8,0f8ece,web,46,0.05505734127394209,0.25884076281813234,4.471850970285159,0.08023949626918442,0.519331852832449,0.032618295708565996
qwen-3.5-flash,9,0f8ece,web,69,0.13134050382900794,0.26089616374825764,4.514139410701589,0.1863924464739281,0.4909356980575466,0.07012920040155723
