model,run,image_id,category,n_points,CC,SIM,KL,NSS,AUC,CC_partial
claude-opus-4.6,5,075286,desktop,45,0.4774004349753742,0.48632380374184225,1.8172642291139232,0.8806228594854565,0.7057549600809111,0.4127628886595325
claude-opus-4.6,2,075286,desktop,44,0.5003361191732181,0.48696224131434285,1.764712508308572,0.9155798403686691,0.7013319517156049,0.460863358234538
claude-opus-4.6,3,075286,desktop,45,0.5010995037205229,0.4950292595427376,1.757947926336994,0.9317252507653788,0.71481839848374,0.444498987163712
claude-opus-4.6,7,075286,desktop,46,0.5023098591563803,0.49541254474123364,1.712022178844066,0.9123627965712259,0.7168625097350219,0.4340208204313428
claude-opus-4.6,8,075286,desktop,45,0.5195420717438164,0.5024953165668016,1.8667246572067575,0.928497590475862,0.7100554949929548,0.45845526966813216
claude-opus-4.6,6,075286,desktop,45,0.4861585357975025,0.48021112472907695,1.8118087170432118,0.8864113762358986,0.7038517911580973,0.4290100984342966
claude-opus-4.6,4,075286,desktop,45,0.497671697201899,0.4941990775478088,1.7879254123743018,0.9151214809721209,0.7032063074509942,0.43944437237557443
claude-opus-4.6,9,075286,desktop,44,0.5170762871432777,0.4994583832428161,1.8272211296121998,0.9493641902485317,0.707108259554958,0.4619856874620942
claude-opus-4.6,1,075286,desktop,45,0.47088793257535694,0.4785472872475035,1.8307577020512085,0.8679363613408042,0.7016497656800176,0.4083610534250684
claude-opus-4.6,10,075286,desktop,45,0.4803412247725817,0.48915057779650495,1.8085099152209323,0.884279112560153,0.7066286676476622,0.4379092507394487
claude-opus-4.6,2,0b81bd,poster,43,0.569527069575165,0.550597857911316,0.9062769364283311,1.3013515747820852,0.8235224647262408,0.5372665671308562
claude-opus-4.6,3,0b81bd,poster,43,0.5068336078594582,0.5096354785877366,1.1042408844060945,1.1173483352424878,0.8160696889087827,0.4747497582916253
claude-opus-4.6,1,0b81bd,poster,43,0.525641208406635,0.5438180621127015,0.9949489647182687,1.1583042202670106,0.8093111751286914,0.48690684215712743
claude-opus-4.6,7,0b81bd,poster,43,0.597167887271031,0.5744447418762478,0.8205065859628292,1.3421194517412502,0.826942296445496,0.5533788783070892
claude-opus-4.6,4,0b81bd,poster,43,0.5593316923463099,0.5527023156792328,0.9827565133171239,1.3188635979374543,0.8121620472909366,0.5224295001373693
claude-opus-4.6,5,0b81bd,poster,45,0.5709950330741875,0.5522184975760669,0.9628552268361097,1.2705002666870449,0.8132355100928277,0.5416444894397626
claude-opus-4.6,6,0b81bd,poster,44,0.6032223688203302,0.5715186960822464,0.7818197656194524,1.3797063276984733,0.8351324593722942,0.5599473808461357
claude-opus-4.6,8,0b81bd,poster,43,0.5953369551269823,0.5659593409370857,0.8206705282716863,1.3554913410417104,0.8302576662505704,0.5534052907646596
