group_1,group_2,n,mean_diff,ci95_lo,ci95_hi,wilcoxon_stat,p_raw,rank_biserial_r,p_holm,sig_holm_05
claude-opus-4.6,claude-sonnet-4.6,1978,0.08490636691424229,0.07941835203620994,0.09021858806099062,297204.0,1.7756189286763825e-158,0.6963015607253309,6.392228143234977e-157,True
claude-opus-4.6,gemini-3.1-flash-lite,1978,0.06633915170896217,0.05989196499037456,0.07276332023404028,496069.0,1.8972060148733754e-80,0.49309100458760363,4.363573834208764e-79,True
claude-opus-4.6,gemini-3.1-pro,1978,0.08327477990553363,0.07646185582432923,0.08998613619644993,416745.0,2.177216499622219e-108,0.5741483759454045,6.313927848904436e-107,True
claude-opus-4.6,gpt-5.4,1978,0.010171986194952876,0.004142407932250329,0.015872920537533603,901074.0,0.0022712938397972987,0.07923592054284855,0.01589905687858109,True
claude-opus-4.6,gpt-5.4-mini,1978,0.07277398772242984,0.06680176098225067,0.07870317837307957,436243.0,3.955830541913478e-101,0.5542243097518893,1.068074246316639e-99,True
claude-opus-4.6,qwen-3.5-flash,1978,0.09138821428081517,0.08493177880916253,0.09782969634456935,369335.0,4.1823016098308445e-127,0.6225943692900838,1.3383365151458702e-125,True
claude-opus-4.6,qwen-3.5-plus,1978,0.06596101427728336,0.06013927299719383,0.07174947398777602,464946.0,6.595293508672408e-91,0.5248940978351558,1.582870442081378e-89,True
claude-opus-4.6,ui-tars-1.5,1978,0.1048224929847772,0.09682004363754682,0.11303878982126186,395456.0,1.3188494585747853e-116,0.5959025786940836,3.956548375724356e-115,True
claude-sonnet-4.6,gemini-3.1-flash-lite,1978,-0.01856721520528012,-0.02435645578379823,-0.012857828339890649,836879.0,2.4169279966080436e-08,-0.14483369617587297,2.4169279966080437e-07,True
claude-sonnet-4.6,gemini-3.1-pro,1978,-0.001631587008708654,-0.007942027683397367,0.004605866646324232,962556.0,0.5272903565613705,-0.016410428814994243,0.5554793635820761,False
claude-sonnet-4.6,gpt-5.4,1978,-0.07473438071928941,-0.08012614817516783,-0.06954968730028878,353860.0,1.532392756569462e-133,-0.63840752573406,5.0568960966792245e-132,True
claude-sonnet-4.6,gpt-5.4-mini,1978,-0.012132379191812443,-0.017248556298279278,-0.006911049740710773,836118.0,2.033721186850636e-08,-0.14561132538775443,2.2955173323316893e-07,True
claude-sonnet-4.6,qwen-3.5-flash,1978,0.006481847366572882,0.0007108650758336295,0.012082047221126916,927372.0,0.04368609117162924,0.05236326218009014,0.17474436468651697,False
claude-sonnet-4.6,qwen-3.5-plus,1978,-0.018945352636958922,-0.024145226315065292,-0.013906022753704622,797234.0,9.353952708444546e-13,-0.1853450103743503,1.4966324333511273e-11,True
