model,run,image_id,category,n_points,CC,SIM,KL
gpt-5.4,1,075286,desktop,40,0.3835239885813165,0.3554577737539796,1.75950900178173
gpt-5.4,2,075286,desktop,45,0.4095763579692087,0.3666586371706024,1.2935213166727806
gpt-5.4,3,075286,desktop,44,0.4922225969705017,0.4035414142198065,1.172235225604226
gpt-5.4,4,075286,desktop,40,0.3992451470053498,0.3502034194781058,2.0139768869441963
gpt-5.4,5,075286,desktop,40,0.4265366833198858,0.3797478055889854,1.443818778196699
gpt-5.4,6,075286,desktop,40,0.4740625830848851,0.3902992400766199,1.481047254067429
gpt-5.4,7,075286,desktop,42,0.4052817664517617,0.3523044576215042,1.554231653304719
gpt-5.4,8,075286,desktop,40,0.4730553841722559,0.3952436867758084,1.2569520311140676
gpt-5.4,9,075286,desktop,40,0.4395244380011855,0.3741959866365174,2.0118629765548697
gpt-5.4,10,075286,desktop,43,0.391800155510113,0.3576794786486965,1.6471893156532216
gpt-5.4,1,0b81bd,poster,40,0.3994055125325796,0.3992009213647627,2.0243360362280995
gpt-5.4,2,0b81bd,poster,36,0.3275529028647409,0.3580444477671126,2.136523012100433
gpt-5.4,3,0b81bd,poster,40,0.4443240642614969,0.4164861274456497,1.9277007719703567
gpt-5.4,4,0b81bd,poster,40,0.3522383506352907,0.3709219651048532,1.954370809810408
gpt-5.4,5,0b81bd,poster,36,0.3976768603784095,0.4048572961631098,1.830723186690796
gpt-5.4,6,0b81bd,poster,40,0.3927952341345379,0.3949033317206371,1.7880992247192693
gpt-5.4,7,0b81bd,poster,40,0.2276116463256179,0.3105121551500564,2.601712638796443
gpt-5.4,8,0b81bd,poster,38,0.4169550771773957,0.3985810732476987,1.8170172667049087
gpt-5.4,9,0b81bd,poster,40,0.3838928293985931,0.3900438534711976,2.0540446938541654
gpt-5.4,10,0b81bd,poster,40,0.3814890811818803,0.3846245322331081,2.086627409489133
gpt-5.4,1,0f8ece,web,40,0.2102882621317638,0.2713928795264019,2.758962684373321
gpt-5.4,2,0f8ece,web,40,0.144452190638208,0.2610326120189501,2.6329495774394145
gpt-5.4,3,0f8ece,web,40,0.195862740079462,0.2722675219003785,2.9163386283365687
gpt-5.4,4,0f8ece,web,35,0.1848106794507653,0.28886217545856,2.5910750209041225
gpt-5.4,5,0f8ece,web,40,0.1168363864610965,0.2726452946986501,3.552082076782624
gpt-5.4,6,0f8ece,web,40,0.1718650077435637,0.2834068648338766,2.920561231738871
gpt-5.4,7,0f8ece,web,40,0.0821901646562413,0.2547684767548221,4.362944239197737
gpt-5.4,8,0f8ece,web,40,0.3576177679557378,0.3371017995028362,1.8721029655440968
gpt-5.4,9,0f8ece,web,40,0.1243777149232182,0.2474194573134222,3.1140605719562564
gpt-5.4,10,0f8ece,web,40,0.1809732625928862,0.2923415304383279,2.68820686855248
gpt-5.4,1,1b307f,mobile,40,0.3721021864939807,0.406077936575474,1.4900873817114368
gpt-5.4,2,1b307f,mobile,40,0.3468391884012169,0.3895884772409539,1.3681722690520433
gpt-5.4,3,1b307f,mobile,40,0.3658554111424478,0.4365938549414335,1.3328345421802603
gpt-5.4,4,1b307f,mobile,40,0.3477348435944956,0.4103624865440049,1.698127310515555
gpt-5.4,5,1b307f,mobile,41,0.3274434246626513,0.4082461399846482,1.7497009605370009
gpt-5.4,6,1b307f,mobile,37,0.4072634697248489,0.4209114600896435,1.685510314248256
gpt-5.4,7,1b307f,mobile,48,0.2812796421963479,0.369781951383744,1.6518709382962995
gpt-5.4,8,1b307f,mobile,40,0.392933477747187,0.4380425929159895,1.485018984779073
gpt-5.4,9,1b307f,mobile,40,0.4558137930698848,0.4680755887870215,1.399208373367376
gpt-5.4,10,1b307f,mobile,40,0.3160735279338527,0.3928088770029871,2.0528367817737
gpt-5.4,1,1dd09f,mobile,40,0.1334882554950827,0.2804424571649446,3.4125956686595003
gpt-5.4,2,1dd09f,mobile,40,0.2719613898542031,0.3826847388134309,1.745452670301182
gpt-5.4,3,1dd09f,mobile,41,0.1596767343369786,0.2991050304632472,2.945771572180431
gpt-5.4,4,1dd09f,mobile,40,0.1132094774047238,0.2683886390640015,3.5553141938558985
gpt-5.4,5,1dd09f,mobile,40,0.098542963525418,0.2627718130680119,4.0006669872160945
gpt-5.4,6,1dd09f,mobile,40,0.1777832767436929,0.3099580187973828,3.760254848446056
gpt-5.4,7,1dd09f,mobile,40,0.0870022933825376,0.2497368510382167,4.080815072067499
gpt-5.4,8,1dd09f,mobile,40,0.18062395197244,0.3182416799846156,1.9543385709056995
gpt-5.4,9,1dd09f,mobile,40,0.2687406935003159,0.359174843571695,2.2542279097959015
gpt-5.4,10,1dd09f,mobile,40,0.1210910033561841,0.2777840302608629,4.13132721564858
gpt-5.4,1,1fdbf2,desktop,40,0.4175612703910845,0.482503332984709,1.0101336933974845
gpt-5.4,2,1fdbf2,desktop,38,0.2418818525893226,0.4327068903764918,1.692716739066439
gpt-5.4,3,1fdbf2,desktop,40,0.4694939649688312,0.5135037841829054,0.8422290925498692
gpt-5.4,4,1fdbf2,desktop,40,0.5426362541457384,0.5328592508697283,0.732410678749339
gpt-5.4,5,1fdbf2,desktop,44,0.4683580580063389,0.5156751580387419,0.908840277347369
gpt-5.4,6,1fdbf2,desktop,40,0.5082261553825325,0.5118308867827446,0.8540890775942529
gpt-5.4,7,1fdbf2,desktop,40,0.5132482585840463,0.5145758630072922,0.7854888853679454
gpt-5.4,8,1fdbf2,desktop,40,0.4948641348968614,0.5299841040936132,0.8671311210613972
gpt-5.4,9,1fdbf2,desktop,40,0.4880097478684338,0.5237830166103509,0.9695725536817854
gpt-5.4,10,1fdbf2,desktop,36,0.2978826992574446,0.4475113420242343,1.4168648863429365
gpt-5.4,1,2bb7d4,desktop,39,0.4234529479905575,0.4099780704790241,1.1688227125129695
gpt-5.4,2,2bb7d4,desktop,56,0.3919391596091638,0.4008247902899218,1.193552931014183
gpt-5.4,3,2bb7d4,desktop,47,0.3650552092141869,0.3925374655156817,1.2315210856395211
gpt-5.4,4,2bb7d4,desktop,49,0.4878990505705066,0.4288652479954209,1.086712084441571
gpt-5.4,5,2bb7d4,desktop,40,0.5722548396374028,0.4904072183091824,1.085948640165414
gpt-5.4,6,2bb7d4,desktop,52,0.5290309969952891,0.4499661588807933,0.9608922381515554
gpt-5.4,7,2bb7d4,desktop,45,0.398290076463513,0.405333234725536,1.1766730096147129
gpt-5.4,8,2bb7d4,desktop,48,0.450318080335775,0.4409688994620616,1.0797246687925717
gpt-5.4,9,2bb7d4,desktop,40,0.543649865036506,0.4534293954577416,0.9966829671008656
gpt-5.4,10,2bb7d4,desktop,43,0.5531176654317556,0.4593239048357747,0.9532707727532114
gpt-5.4,1,2fe128,desktop,45,0.3631452920342957,0.4093474900900682,1.0846149517446655
gpt-5.4,2,2fe128,desktop,45,0.3113926533976139,0.3977408995460129,1.104069875245748
gpt-5.4,3,2fe128,desktop,41,0.4048306964768421,0.4156214792440962,1.0730655232094335
gpt-5.4,4,2fe128,desktop,41,0.3271615249220716,0.3898886975001011,1.1747846325593332
gpt-5.4,5,2fe128,desktop,42,0.3889550964859645,0.4216907821765013,1.0116133992041616
gpt-5.4,6,2fe128,desktop,46,0.3673839233458596,0.4179063509298425,1.0106076194933322
gpt-5.4,7,2fe128,desktop,44,0.3235514146028395,0.3747661808100276,1.1735114845136771
gpt-5.4,8,2fe128,desktop,42,0.2962048284344641,0.3815619493930246,1.179804688319246
gpt-5.4,9,2fe128,desktop,46,0.3886028080744315,0.4230090008319748,0.9963801595930384
