model,run,image_id,category,n_points,CC,SIM,KL
claude-sonnet-4.6,1,075286,desktop,45,0.3352967470390114,0.3199652597621812,1.5659130074452112
claude-sonnet-4.6,2,075286,desktop,39,0.2540946287285097,0.3007963493113353,1.6020829567706094
claude-sonnet-4.6,3,075286,desktop,45,0.2175095694902835,0.2950145889374488,1.7196111596912622
claude-sonnet-4.6,4,075286,desktop,45,0.2175095694902835,0.2950145889374488,1.7196111596912622
claude-sonnet-4.6,5,075286,desktop,45,0.2517693588108789,0.3348306373598842,1.6688564169814497
claude-sonnet-4.6,6,075286,desktop,40,0.2597353519080696,0.3108293321316547,1.687116081241577
claude-sonnet-4.6,7,075286,desktop,42,0.2613552056352403,0.3168051692123028,1.7222719173385874
claude-sonnet-4.6,8,075286,desktop,40,0.2885934433728442,0.3152255719514584,1.6498286989091784
claude-sonnet-4.6,9,075286,desktop,40,0.2644488507048692,0.3238450011943607,1.6107327102138842
claude-sonnet-4.6,10,075286,desktop,40,0.2163084949008971,0.297400772487387,1.6131125827207078
claude-sonnet-4.6,1,0b81bd,poster,45,0.2791178173368666,0.3422153565597103,1.9695383541455076
claude-sonnet-4.6,2,0b81bd,poster,45,0.3092980874540695,0.3698896245665183,1.583117089194949
claude-sonnet-4.6,3,0b81bd,poster,40,0.2781301979510327,0.3531471050576241,1.9493741581753063
claude-sonnet-4.6,4,0b81bd,poster,40,0.2392866180469062,0.3220150452889672,2.047132284427847
claude-sonnet-4.6,5,0b81bd,poster,40,0.3083409249282014,0.3485565324357736,1.7806961488542834
claude-sonnet-4.6,6,0b81bd,poster,40,0.1898447890542217,0.282182860798164,2.6809548399136416
claude-sonnet-4.6,7,0b81bd,poster,40,0.2030880565873559,0.3324874508026732,1.946201480893368
claude-sonnet-4.6,8,0b81bd,poster,40,0.281468053412331,0.3360737461389375,1.8606488903776863
claude-sonnet-4.6,9,0b81bd,poster,40,0.25082095636529,0.3357951550567457,1.8900622804748035
claude-sonnet-4.6,10,0b81bd,poster,40,0.3152927070842025,0.3635794537478059,1.7190528335062842
claude-sonnet-4.6,1,0f8ece,web,35,-0.0310189814167413,0.1790898813161742,5.9026254173662025
claude-sonnet-4.6,2,0f8ece,web,35,-0.0687217819623935,0.1415420262626777,5.6949897806866545
claude-sonnet-4.6,3,0f8ece,web,35,-0.0072661775671743,0.1818046192870787,5.790228546843583
claude-sonnet-4.6,4,0f8ece,web,35,-0.0398813677161399,0.1508681845813447,6.4231189947355425
claude-sonnet-4.6,5,0f8ece,web,35,-0.0575747396737294,0.1589742505591916,5.841438798700121
claude-sonnet-4.6,6,0f8ece,web,35,0.0856255247940863,0.213367336551119,4.009667826051578
claude-sonnet-4.6,7,0f8ece,web,35,0.0481418401502527,0.1965872226464408,5.461677715422466
claude-sonnet-4.6,8,0f8ece,web,35,0.0210301244573694,0.1959475443960858,5.570975928013984
claude-sonnet-4.6,9,0f8ece,web,35,-0.022977787698595,0.1680383257815347,5.785347052885396
claude-sonnet-4.6,10,0f8ece,web,40,0.1508987293989378,0.2642927665929589,4.233818432810866
claude-sonnet-4.6,1,1b307f,mobile,30,0.1232759645747247,0.2810607744701339,3.115264315913368
claude-sonnet-4.6,2,1b307f,mobile,20,0.0975525594464668,0.2368294769437153,3.5480042329543084
claude-sonnet-4.6,3,1b307f,mobile,20,0.153555444677194,0.2671021882708389,2.7772458331413628
claude-sonnet-4.6,4,1b307f,mobile,33,0.1054903284464481,0.2782899611233475,3.1656204505650876
claude-sonnet-4.6,5,1b307f,mobile,16,0.1355644946083354,0.2339660035551369,4.026244546046206
claude-sonnet-4.6,6,1b307f,mobile,30,0.0446636808563915,0.2208099247311666,4.004859680792677
claude-sonnet-4.6,7,1b307f,mobile,25,0.1061905296441263,0.2522237082707166,3.3721058230992447
claude-sonnet-4.6,8,1b307f,mobile,22,0.2080932274129661,0.2989258741058754,2.448706714861855
claude-sonnet-4.6,9,1b307f,mobile,30,0.1434583990329578,0.273372594399608,2.5631486666466543
claude-sonnet-4.6,10,1b307f,mobile,17,0.1308769426456362,0.2364870848233975,4.028865493284564
claude-sonnet-4.6,1,1dd09f,mobile,30,0.0065893946357042,0.1735616098100845,3.822821507596694
claude-sonnet-4.6,2,1dd09f,mobile,30,-0.050916428903512,0.1444361209291788,4.252756473399329
claude-sonnet-4.6,3,1dd09f,mobile,30,0.1042256879819922,0.2276394427985592,3.0378594583818312
claude-sonnet-4.6,4,1dd09f,mobile,30,-0.0049450895493915,0.1679564952314422,4.085782951716945
claude-sonnet-4.6,5,1dd09f,mobile,33,0.1192112541976243,0.2610083165777586,3.440856320781753
claude-sonnet-4.6,6,1dd09f,mobile,33,0.1551555856648304,0.2886746843574046,2.739894820604355
