model,run,image_id,category,n_points,CC,SIM,KL
qwen-3.5-plus,1,075286,desktop,40,0.5985800449258711,0.4516369525633825,1.5531031548838057
qwen-3.5-plus,2,075286,desktop,42,0.3734519773557022,0.3702394277827319,1.7716571810735613
qwen-3.5-plus,3,075286,desktop,35,0.4907470575228913,0.406628883180772,1.6037180690806443
qwen-3.5-plus,4,075286,desktop,47,0.558046281406136,0.4562069454166689,1.0946207371654002
qwen-3.5-plus,5,075286,desktop,54,0.6026897056617099,0.4609346271086367,1.110610334217407
qwen-3.5-plus,6,075286,desktop,50,0.5913267734268838,0.4623587142346063,1.0764755399764352
qwen-3.5-plus,7,075286,desktop,42,0.4045879070479874,0.3772538080279817,1.5564094481481845
qwen-3.5-plus,8,075286,desktop,43,0.5902951550571947,0.4532650196602688,1.3482289040254725
qwen-3.5-plus,9,075286,desktop,40,0.4210847680134817,0.3750295201454432,1.432240007418753
qwen-3.5-plus,10,075286,desktop,50,0.4682757863064757,0.398927504106051,1.3640205364410745
qwen-3.5-plus,1,0b81bd,poster,45,0.3151139484178873,0.3742194263684757,1.884262098630782
qwen-3.5-plus,2,0b81bd,poster,44,0.2714884212647349,0.3429345894084148,2.0832446526720343
qwen-3.5-plus,3,0b81bd,poster,44,0.269390265472559,0.3359928803678974,2.2659857898874245
qwen-3.5-plus,4,0b81bd,poster,40,0.2602730407216649,0.3486389393949443,2.047763362466964
qwen-3.5-plus,5,0b81bd,poster,40,0.2298386869697793,0.3201429454532753,2.2489732418218775
qwen-3.5-plus,6,0b81bd,poster,50,0.309397262649813,0.3686664060259595,1.949561496585156
qwen-3.5-plus,7,0b81bd,poster,40,0.400779401114449,0.4119413861423135,1.769815720620619
qwen-3.5-plus,8,0b81bd,poster,40,0.3595350535717033,0.4039543015514963,1.7647447073482152
qwen-3.5-plus,9,0b81bd,poster,48,0.265375673123739,0.3352791260052444,2.0697248461926168
qwen-3.5-plus,10,0b81bd,poster,45,0.395535803103557,0.4114991590584292,1.6144823981118814
