model,run,image_id,category,n_points,CC,SIM,KL
claude-opus-4.6,1,075286,desktop,45,0.3859842174862171,0.4029092269863888,1.619872565431543
claude-opus-4.6,2,075286,desktop,44,0.4171921540714941,0.4135023592423965,1.4584638295438797
claude-opus-4.6,3,075286,desktop,45,0.4180543953828153,0.4161882768491063,1.4057010471611613
claude-opus-4.6,4,075286,desktop,45,0.4100605279387648,0.4074717009291276,1.5272621391052887
claude-opus-4.6,5,075286,desktop,45,0.392556128080086,0.4073551000334534,1.5777549196299692
claude-opus-4.6,6,075286,desktop,45,0.4008831855064212,0.400033697600491,1.5270817531793568
claude-opus-4.6,7,075286,desktop,46,0.3939746952317295,0.3869788313278628,1.5042737555857268
claude-opus-4.6,8,075286,desktop,45,0.4393924719805867,0.3924384250966377,1.553303683789058
claude-opus-4.6,9,075286,desktop,44,0.4337945132985799,0.4171263150024136,1.4035539543540567
claude-opus-4.6,10,075286,desktop,45,0.3885204955566895,0.4030913232060775,1.541495841946939
claude-opus-4.6,1,0b81bd,poster,43,0.3237542278968335,0.3979984301695086,1.5054059884291286
claude-opus-4.6,2,0b81bd,poster,43,0.3363991456378011,0.4065444475458902,1.4435842336376434
claude-opus-4.6,3,0b81bd,poster,43,0.2910486977028405,0.3848071027018619,1.6195155944607935
claude-opus-4.6,4,0b81bd,poster,43,0.3626704607648366,0.4236535429523153,1.3579019597993645
claude-opus-4.6,5,0b81bd,poster,45,0.2882958205325788,0.3964955007622797,1.5833913016263113
claude-opus-4.6,6,0b81bd,poster,44,0.3703111385683778,0.4226266347910415,1.41409888487918
claude-opus-4.6,7,0b81bd,poster,43,0.3658730678343207,0.4302101266493321,1.417664246589171
claude-opus-4.6,8,0b81bd,poster,43,0.3593816429201834,0.4171461951564927,1.423878132624247
claude-opus-4.6,9,0b81bd,poster,45,0.348645358057028,0.4295277001228668,1.4151382987549648
claude-opus-4.6,10,0b81bd,poster,43,0.2971978101364045,0.4035250360757009,1.4956880163941508
claude-opus-4.6,1,0f8ece,web,45,0.1783305516073582,0.2461447221129395,4.081080519473586
claude-opus-4.6,2,0f8ece,web,45,0.2324615364114809,0.2730450100692465,3.4660008319683913
claude-opus-4.6,3,0f8ece,web,45,0.2193719852306384,0.2643316193725087,3.0003069130608413
claude-opus-4.6,4,0f8ece,web,45,0.2334704028205478,0.2791383667624205,2.294999006118956
claude-opus-4.6,5,0f8ece,web,45,0.2543217400622483,0.2791176188631143,2.9926873239203964
claude-opus-4.6,6,0f8ece,web,45,0.2029487755725252,0.2722360665503615,2.86060849761624
claude-opus-4.6,7,0f8ece,web,44,0.2309174393819684,0.2721031239258953,3.8513400648016702
claude-opus-4.6,8,0f8ece,web,44,0.226837288478887,0.2555441101915049,3.3786858173088055
claude-opus-4.6,9,0f8ece,web,45,0.2058723776943976,0.2649269764979192,3.1740604631413545
claude-opus-4.6,10,0f8ece,web,45,0.2656251906562853,0.2886652555190569,2.997107886625054
claude-opus-4.6,1,1b307f,mobile,40,0.177260719201761,0.3006054494930046,2.27161435466429
claude-opus-4.6,2,1b307f,mobile,40,0.0847350178416128,0.2529964144171622,2.9520406164108137
claude-opus-4.6,3,1b307f,mobile,40,0.1958568790630354,0.3139320403057281,2.4031487354278096
claude-opus-4.6,4,1b307f,mobile,40,0.2433413572193934,0.3300115026562414,1.8869074117628848
claude-opus-4.6,5,1b307f,mobile,40,0.1227075827655777,0.2807283441807507,2.422669151830877
claude-opus-4.6,6,1b307f,mobile,40,0.1286346185744987,0.2756665996455572,2.4345737467521213
claude-opus-4.6,7,1b307f,mobile,40,0.1825263940694244,0.3119159161730319,1.9506542960028967
claude-opus-4.6,8,1b307f,mobile,40,0.2117195709989864,0.3201866803778838,1.9328298636890269
claude-opus-4.6,9,1b307f,mobile,40,0.1703755803257254,0.3000513265699927,2.166987832143668
claude-opus-4.6,10,1b307f,mobile,41,0.1811800136001682,0.3225943012151258,2.050550691291307
claude-opus-4.6,1,1dd09f,mobile,42,0.0196419471202378,0.1915672199054476,3.5688673444590275
claude-opus-4.6,2,1dd09f,mobile,42,-0.0152241017039405,0.1503297169770791,4.1597732253057575
claude-opus-4.6,3,1dd09f,mobile,44,-0.0161876644034694,0.1631091091318614,4.203560417652376
claude-opus-4.6,4,1dd09f,mobile,42,-0.0428042875184009,0.1458210390821493,4.699699014350537
