model,run,image_id,category,n_points,CC,SIM,KL
ui-tars-1.5,1,075286,desktop,25,0.5768495305780245,0.40261885083752236,3.8620181476122344
ui-tars-1.5,2,075286,desktop,25,0.19615376483355118,0.17812765725858185,6.502010706903411
ui-tars-1.5,3,075286,desktop,11,-0.03848876807355817,0.0,11.253869154633678
ui-tars-1.5,4,075286,desktop,11,-0.038488768073558166,0.0,11.253869154633678
ui-tars-1.5,5,075286,desktop,13,0.5766824051743211,0.4013802452307599,3.8826172973751873
ui-tars-1.5,6,075286,desktop,13,0.5766824051743211,0.4013802452307599,3.8826172973751873
ui-tars-1.5,7,075286,desktop,19,0.5372418257737802,0.40142752199160586,3.8470603368336675
ui-tars-1.5,8,075286,desktop,22,0.5768421178600984,0.4026482114669394,3.861691401905871
ui-tars-1.5,9,075286,desktop,20,0.5372397127653188,0.40142111599325714,3.84708906237487
ui-tars-1.5,10,075286,desktop,13,0.6304522251934979,0.4322575780879836,3.9473426536694984
ui-tars-1.5,1,0b81bd,poster,9,-0.02842424856727828,0.036159094206880064,9.144848813293521
ui-tars-1.5,2,0b81bd,poster,9,-0.028833223737141755,0.035831416081988726,9.147798308718874
ui-tars-1.5,3,0b81bd,poster,9,-0.028833223737141755,0.035831416081988726,9.147798308718874
ui-tars-1.5,4,0b81bd,poster,9,-0.028833223737141755,0.035831416081988726,9.147798308718874
ui-tars-1.5,5,0b81bd,poster,9,-0.02842424856727828,0.036159094206880064,9.144848813293521
ui-tars-1.5,6,0b81bd,poster,9,-0.028833223737141755,0.035831416081988726,9.147798308718874
ui-tars-1.5,7,0b81bd,poster,9,-0.028833223737141755,0.035831416081988726,9.147798308718874
ui-tars-1.5,8,0b81bd,poster,9,-0.028833223737141755,0.035831416081988726,9.147798308718874
ui-tars-1.5,9,0b81bd,poster,9,-0.02842424856727828,0.036159094206880064,9.144848813293521
ui-tars-1.5,10,0b81bd,poster,9,-0.02842424856727828,0.036159094206880064,9.144848813293521
ui-tars-1.5,1,0f8ece,web,6,-0.001340199537519177,0.06916849366073194,8.906135226387072
ui-tars-1.5,2,0f8ece,web,9,-0.05347920529411344,0.0724265426747725,8.715749886279792
ui-tars-1.5,3,0f8ece,web,6,-0.001340199537519177,0.06916849366073194,8.906135226387072
ui-tars-1.5,4,0f8ece,web,5,-0.04664005016276004,0.0464748777623315,9.092973784599472
ui-tars-1.5,5,0f8ece,web,5,-0.04664005016276004,0.0464748777623315,9.092973784599472
ui-tars-1.5,6,0f8ece,web,9,-0.0023670048872233423,0.0406925747325716,9.363401070924091
ui-tars-1.5,7,0f8ece,web,9,-0.036145859466581616,0.09221660014756551,8.58625909702257
ui-tars-1.5,8,0f8ece,web,6,-0.001340199537519177,0.06916849366073194,8.906135226387072
ui-tars-1.5,9,0f8ece,web,10,-0.0063100653813296815,0.08717191672784118,7.701140082979476
ui-tars-1.5,10,0f8ece,web,9,-0.036145859466581616,0.09221660014756551,8.58625909702257
ui-tars-1.5,1,1b307f,mobile,9,-0.01996890569877991,0.0,10.156941887854407
ui-tars-1.5,2,1b307f,mobile,8,-0.01996890569877991,0.0,10.156941887854407
ui-tars-1.5,3,1b307f,mobile,8,-0.01996890569877991,0.0,10.156941887854407
ui-tars-1.5,4,1b307f,mobile,8,-0.01996890569877991,0.0,10.156941887854407
ui-tars-1.5,5,1b307f,mobile,7,-0.01996890569877991,0.0,10.156941887854407
ui-tars-1.5,6,1b307f,mobile,6,-0.01996890569877991,0.0,10.156941887854407
ui-tars-1.5,7,1b307f,mobile,8,-0.01996890569877991,0.0,10.156941887854407
ui-tars-1.5,8,1b307f,mobile,8,-0.01996890569877991,0.0,10.156941887854407
ui-tars-1.5,9,1b307f,mobile,16,-0.01996890569877991,0.0,10.156941887854407
ui-tars-1.5,10,1b307f,mobile,7,-0.01996890569877991,0.0,10.156941887854407
ui-tars-1.5,1,1dd09f,mobile,9,-0.02182808436319899,0.0,10.071705394808246
ui-tars-1.5,2,1dd09f,mobile,9,-0.02182808436319899,0.0,10.071705394808246
ui-tars-1.5,3,1dd09f,mobile,55,-0.021828084363198996,0.0,10.071705394808246
ui-tars-1.5,4,1dd09f,mobile,9,-0.02182808436319899,0.0,10.071705394808246
ui-tars-1.5,5,1dd09f,mobile,9,-0.02182808436319899,0.0,10.071705394808246
ui-tars-1.5,6,1dd09f,mobile,55,-0.02182808436319899,0.0,10.071705394808246
ui-tars-1.5,7,1dd09f,mobile,9,-0.02182808436319899,0.0,10.071705394808246
ui-tars-1.5,8,1dd09f,mobile,9,-0.02182808436319899,0.0,10.071705394808246
ui-tars-1.5,9,1dd09f,mobile,9,-0.02182808436319899,0.0,10.071705394808246
ui-tars-1.5,10,1dd09f,mobile,9,-0.02182808436319899,0.0,10.071705394808246
ui-tars-1.5,1,1fdbf2,desktop,11,0.23548476766030127,0.2494929812171911,6.317135092502223
ui-tars-1.5,2,1fdbf2,desktop,13,0.29530169988439225,0.26151571327145157,6.236621367549102
ui-tars-1.5,3,1fdbf2,desktop,41,0.3280317277008524,0.4415409475469442,1.5881666689721847
ui-tars-1.5,4,1fdbf2,desktop,48,0.49939695110340787,0.4953072346602342,1.5886697120629418
ui-tars-1.5,5,1fdbf2,desktop,17,0.44804169684576356,0.4677279524900422,1.9136622033846757
ui-tars-1.5,6,1fdbf2,desktop,9,0.23778743011580614,0.24997897225443644,6.353806260906918
ui-tars-1.5,7,1fdbf2,desktop,40,0.3917564280164367,0.46925329640310615,1.8488384410867789
ui-tars-1.5,8,1fdbf2,desktop,45,0.30909855580252427,0.4394877661829872,1.7348463461138341
ui-tars-1.5,9,1fdbf2,desktop,13,0.29530169988439225,0.26151571327145157,6.236621367549102
ui-tars-1.5,10,1fdbf2,desktop,11,0.23548476766030127,0.2494929812171911,6.317135092502223
ui-tars-1.5,1,2bb7d4,desktop,46,-0.03696946664802822,0.0,10.877065784446184
ui-tars-1.5,2,2bb7d4,desktop,28,0.37966329802300686,0.35528364942312235,3.1227490938397233
ui-tars-1.5,3,2bb7d4,desktop,40,0.1971519536375857,0.35002565674398,1.9304252014509866
ui-tars-1.5,4,2bb7d4,desktop,40,0.1971519536375857,0.35002565674398,1.9304252014509866
ui-tars-1.5,5,2bb7d4,desktop,30,-0.03696946664802822,0.0,10.877065784446184
ui-tars-1.5,6,2bb7d4,desktop,27,0.1467921711358809,0.31840989534727127,3.0057901618489264
ui-tars-1.5,7,2bb7d4,desktop,72,0.15998002019700647,0.3417988534962619,1.8820172384707758
ui-tars-1.5,8,2bb7d4,desktop,65,0.4146465160886775,0.4148028018647026,1.5316194242400887
ui-tars-1.5,9,2bb7d4,desktop,33,-0.036969466648028214,0.0,10.877065784446184
ui-tars-1.5,10,2bb7d4,desktop,40,-0.03696946664802822,0.0,10.877065784446184
ui-tars-1.5,1,2fe128,desktop,49,0.045804678938898766,0.13472873511180036,6.947700960073281
ui-tars-1.5,2,2fe128,desktop,25,0.031066325695583236,0.1181147091359626,8.470600533658354
ui-tars-1.5,3,2fe128,desktop,25,0.03106632016313137,0.11811467976289977,8.470615047147469
ui-tars-1.5,4,2fe128,desktop,25,0.03106632016313137,0.11811467976289977,8.470615047147469
ui-tars-1.5,5,2fe128,desktop,47,0.043050998065512006,0.1559281844078949,6.369847427659404
ui-tars-1.5,6,2fe128,desktop,25,0.03106632016313137,0.11811467976289977,8.470615047147469
ui-tars-1.5,7,2fe128,desktop,25,0.031066325695583236,0.1181147091359626,8.470600533658354
ui-tars-1.5,8,2fe128,desktop,25,0.031066325695583236,0.1181147091359626,8.470600533658354
ui-tars-1.5,9,2fe128,desktop,25,0.03106632016313137,0.11811467976289977,8.470615047147469
ui-tars-1.5,10,2fe128,desktop,33,0.017765926040648507,0.10509591791312364,8.59760658667258
ui-tars-1.5,1,3664a3,mobile,9,-0.07579416471061479,0.0011421901575163786,11.019710096265978
ui-tars-1.5,2,3664a3,mobile,9,-0.07579416471061479,0.0011421901575163786,11.019710096265978
ui-tars-1.5,3,3664a3,mobile,8,-0.07579416471061479,0.0011421901575163784,11.019710096265978
ui-tars-1.5,4,3664a3,mobile,9,-0.07580008063835328,0.001054971323283283,11.021499098058037
ui-tars-1.5,5,3664a3,mobile,47,0.48990827281492616,0.44949493074457036,2.8011546592341228
ui-tars-1.5,6,3664a3,mobile,49,0.2910271228595382,0.20916935004451034,5.7167385741539105
ui-tars-1.5,7,3664a3,mobile,47,0.4899082728149262,0.44949493074457036,2.8011546592341228
ui-tars-1.5,8,3664a3,mobile,10,-0.07580008063835328,0.001054971323283283,11.021499098058037
ui-tars-1.5,9,3664a3,mobile,49,0.2910271228595382,0.20916935004451034,5.7167385741539105
ui-tars-1.5,10,3664a3,mobile,9,-0.07580008063835328,0.001054971323283283,11.021499098058037
ui-tars-1.5,1,3d29ac,mobile,37,-0.032936779251268596,0.0,9.365139941132115
ui-tars-1.5,2,3d29ac,mobile,39,-0.0329367792512686,0.0,9.365139941132115
ui-tars-1.5,3,3d29ac,mobile,37,-0.0329367792512686,0.0,9.365139941132115
ui-tars-1.5,4,3d29ac,mobile,13,-0.032936779251268596,0.0,9.365139941132115
ui-tars-1.5,5,3d29ac,mobile,38,-0.0329367792512686,0.0,9.365139941132115
ui-tars-1.5,6,3d29ac,mobile,38,-0.0329367792512686,0.0,9.365139941132115
ui-tars-1.5,7,3d29ac,mobile,39,-0.0329367792512686,0.0,9.365139941132115
ui-tars-1.5,8,3d29ac,mobile,37,-0.0329367792512686,0.0,9.365139941132115
ui-tars-1.5,9,3d29ac,mobile,37,-0.0329367792512686,0.0,9.365139941132115
