image_id,category,gt_entropy_bits,gt_entropy_norm,height,width
fbd704,desktop,15.93886767460625,0.8541733203799532,667,621
a2da71,desktop,16.875397716000705,0.869160228120715,668,1047
8b0b52,desktop,17.221316854972898,0.8787272314057935,668,1188
2021b7,desktop,16.804292510544357,0.8544936979658326,667,1247
95b2d2,desktop,16.771742390444857,0.8561773331347154,665,1186
d99b18,desktop,16.190588669138176,0.8264588331391155,665,1187
2e93e6,desktop,16.88095709638249,0.8616572571826228,666,1186
7613f2,desktop,16.597325036033535,0.8472209480966981,665,1187
460bf9,desktop,17.023085775199945,0.8615696659663125,866,1024
536e7f,mobile,16.130914131815544,0.849724177571452,960,540
4adea3,mobile,17.067122199612182,0.899040578610078,960,540
58a60d,mobile,16.92391252616181,0.8914967580306304,960,540
cced5f,poster,14.987909260689577,0.8882947942187338,400,300
b2d2fa,poster,16.049284695274395,0.8825021378332053,640,466
05e980,poster,15.019794007322538,0.8365109565692381,304,836
708a08,poster,16.822521897242723,0.8671660521400947,946,731
085001,poster,14.778660750665422,0.8411941171293019,360,540
9afe5f,poster,16.98938949050656,0.8995403905630437,792,612
65576e,poster,15.643797981145418,0.8305505647054429,495,945
c27e4e,mobile,19.46743974951614,0.9277407704234041,1920,1080
9efc81,web,16.736358800350907,0.8545514855969032,768,1024
13af7a,mobile,19.235579803709687,0.9166912473468961,1920,1080
207fd4,mobile,18.658251816217845,0.8891780910821651,1920,1080
e3d203,mobile,18.67332182735678,0.8898962678904263,1920,1080
17a8d1,mobile,19.27149705836218,0.9184029208864856,1920,1080
f639bf,mobile,18.615717631760287,0.887151080978848,1920,1080
166bc9,web,17.090427371502322,0.8559857768588313,800,1280
5c88b8,web,16.743905150615944,0.8549367990875346,768,1024
4e81ec,web,16.945072341889237,0.8641194806186725,800,1000
69a8c4,web,17.2731564481442,0.8651378879923894,800,1280
27d67e,web,17.241939932438303,0.8635743873925218,800,1280
781b7e,web,17.395278337188078,0.8712544465659333,800,1280
6eb097,poster,17.68267107616626,0.8352732036113277,1152,2048
1fdbf2,desktop,16.480722322645796,0.8674247821242438,666,787
1bf5c6,desktop,16.195039271967968,0.8404052378314542,665,951
3d6147,desktop,16.46446609867767,0.8403982439243937,666,1186
1b436f,desktop,16.97432662695492,0.8706692853491957,666,1110
72062c,web,17.907112371254918,0.8541824765863181,1080,1894
e2aa7e,desktop,16.45994573697667,0.8504441297501693,669,1002
a7ac1b,desktop,15.771818058470766,0.8539077439531381,670,542
9b4285,desktop,16.751095481440395,0.8349316122282697,665,1647
29227b,web,18.605633948066135,0.8875670041046031,1080,1892
0529f2,desktop,16.79231033551048,0.8570792527792443,666,1187
cccd2a,desktop,16.944752755174108,0.8651706842220377,665,1183
3b078d,mobile,19.068067755765675,0.9087082892170968,1920,1080
cba28b,mobile,18.602219474287878,0.8865078124661993,1920,1080
f30633,mobile,18.949458703409505,0.903055853404892,1920,1080
840bb8,mobile,18.38266746210942,0.8760448365665814,1920,1080
a64332,mobile,19.403741922916833,0.9247051852882295,1920,1080
3141d9,mobile,19.688142270963134,0.9382585750200108,1920,1080
8cf0d4,mobile,19.09114004415698,0.9098078227398915,1920,1080
58b56c,mobile,18.794306920406466,0.8956619363542752,1920,1080
1e1131,poster,16.070810663564295,0.842077125167801,556,1000
98474c,poster,16.599125747851765,0.8771263258830592,832,598
8da42b,poster,16.688948255234486,0.8480143791885991,800,1050
3734cb,poster,16.92221013918645,0.8678125066822097,724,1024
32fcbf,poster,17.423352765905392,0.868762591651944,908,1200
8770ed,mobile,19.086127715833662,0.9095689551024352,1920,1080
1ee232,web,16.9089598579913,0.8468968519799609,800,1280
f04d2e,web,16.94430704470568,0.8854810026305098,800,720
1b3eec,web,16.97979249569951,0.8504445532221618,800,1280
183534,web,17.16167267912463,0.8751650853311993,800,1000
43a952,poster,17.62588971592031,0.8729060127561444,1198,1000
0ec997,poster,18.03856102374079,0.852084314068747,1152,2048
5ac518,web,17.301359048499773,0.8706104816154564,800,1200
026dd2,web,17.158867068531023,0.8761245811882049,768,1024
caa82e,web,16.938807709181958,0.8484397167913418,800,1279
f7c681,poster,19.140320591565423,0.9121515720736316,1920,1080
