model,category,image_id,CC_mean,CC_min,CC_max,SIM_mean,SIM_min,SIM_max,KL_mean,KL_min,KL_max
claude-opus-4.6,desktop,075286,0.4080412784533384,0.38598421748621714,0.4393924719805867,0.40470952562739554,0.3869788313278628,0.4171263150024136,1.5118763489726978,1.4035539543540567,1.6198725654315427
claude-opus-4.6,desktop,1fdbf2,0.41824418158606036,0.36709695611343895,0.47366728804756153,0.4724582305581616,0.4544010882124298,0.49289826272273185,1.0935649226458541,1.0219568646327684,1.1861665978893476
claude-opus-4.6,desktop,2bb7d4,0.34403488797230897,0.2910890960919953,0.39556778691521377,0.4168899929140374,0.3931919396337805,0.43594612172655417,1.2891084251544669,1.1569268964720054,1.3489562637175905
claude-opus-4.6,desktop,2fe128,0.2294165979325527,0.17759429558441422,0.26219849089103,0.3332273839247962,0.31686765968039127,0.34505012958537407,2.2805977203574894,2.206104677128435,2.4070293985575035
claude-opus-4.6,desktop,3ec21e,0.5692731211742321,0.303793959444195,0.6417911997217651,0.509456997536484,0.3863779115340191,0.5450637042676798,0.8715192796884063,0.6730581975369727,2.0179828946335885
claude-opus-4.6,desktop,5a6a69,0.43745083909990096,0.3757237792065695,0.5311507046580117,0.43692727352637084,0.41502748830418146,0.46481977660642104,1.0215122575952194,0.9256619210813924,1.099509714318117
claude-opus-4.6,desktop,67225a,0.6544585374503686,0.6019039405860354,0.7334627520670814,0.6028872494642072,0.5695103378774824,0.6512095515898658,0.5518644660457505,0.43146750184211335,0.6359602975204487
claude-opus-4.6,desktop,7cc04a,0.41247383956129313,0.37766986904599786,0.4494409888441918,0.44986897473229537,0.4344616975039325,0.46167753778451254,1.1543114055143202,1.0420347528975458,1.217522338772166
claude-opus-4.6,desktop,b5dab9,0.2341696541747187,0.19208477546090458,0.3382826188282807,0.383250413715772,0.359223768673044,0.4135039755259923,1.3557502651925057,1.1282634879766418,1.4991702315039381
claude-opus-4.6,desktop,f9e25e,0.277182104922209,0.20917952099566978,0.35364080967598377,0.4460063945974603,0.4243921755021866,0.46374877596388364,1.1271946745062749,1.0139862751723114,1.2796459783547474
claude-opus-4.6,mobile,1b307f,0.1698337733660184,0.08473501784161287,0.24334135721939343,0.30086885750344783,0.25299641441716225,0.33001150265624146,2.2471976699975693,1.8869074117628846,2.9520406164108137
claude-opus-4.6,mobile,1dd09f,-0.028812038147907802,-0.051689361332878485,0.0196419471202378,0.15163399154635518,0.13307978738581439,0.19156721990544764,4.660054856601549,3.5688673444590275,5.937255037146969
claude-opus-4.6,mobile,3664a3,0.5880349679442437,0.5670768622930434,0.6247763025921552,0.5730736522078103,0.56238659972526,0.5953798583943182,0.8142655075953021,0.6102528818530628,0.911298297976367
claude-opus-4.6,mobile,3d29ac,0.19686414858755774,0.0748464060118336,0.2650658446276221,0.4190722947179455,0.37033106820769346,0.44765680829508436,2.0114302478135677,1.6562156145914346,2.696931726745438
claude-opus-4.6,mobile,4ae90b,0.06931067469889236,0.04650243599687284,0.12151592099351424,0.2937599634864624,0.2733638230053051,0.3267997228169216,3.3107986856376295,3.054802507643262,3.5859904755685372
claude-opus-4.6,mobile,587857,0.22012937329021504,0.16969086369129727,0.3237672230826121,0.31332499000611624,0.2902707546375017,0.3499507109660459,2.5543525903987923,2.0137762580392087,2.913911850861931
claude-opus-4.6,mobile,58b56c,0.3226313422687234,0.23059124656607236,0.367518051458347,0.36008193983168724,0.32795880644971864,0.3996259307937543,2.451789411791393,1.809963837045572,3.0160096098243234
claude-opus-4.6,mobile,a77bd5,0.192295715353293,0.10806199153496984,0.2332426963765355,0.37067573499850925,0.33218779202080406,0.4034554549764096,2.8107507754014707,2.436956297149287,3.2610218811700458
claude-opus-4.6,mobile,ebe076,0.6216796343206169,0.581411128470517,0.66290635253178,0.5251708292257768,0.4967539242993867,0.5427842139057704,0.8163944747768832,0.7696821688553346,0.8747872206210795
claude-opus-4.6,mobile,f30633,0.011983896874673317,-0.021632947864554615,0.0862695334719254,0.22884560865526554,0.19971363882347173,0.30430363086180645,3.739559098967264,2.6749060193061607,4.373590703224883
claude-opus-4.6,poster,0b81bd,0.3343577370051205,0.28829582053257885,0.37031113856837783,0.411253471692729,0.38480710270186197,0.4302101266493321,1.4676266657194954,1.3579019597993645,1.6195155944607935
claude-opus-4.6,poster,4ea758,0.5283198731119435,0.4738889694654149,0.5944408400500523,0.4405286604061792,0.4069429945909663,0.46950891339545897,0.9816257006224924,0.8377330685341412,1.0828173422512075
claude-opus-4.6,poster,6a889e,0.2418265179667039,0.17303543494548101,0.30794903686765607,0.3946107829685138,0.38179576925442105,0.40733763177648796,1.209558783258997,1.1421161617417814,1.276392448738687
claude-opus-4.6,poster,98474c,0.5900791294076515,0.513057615344926,0.654280814073822,0.5408285071986012,0.5131474904571482,0.5691097440815969,0.6582711598408802,0.5595195387264024,0.745936883047589
claude-opus-4.6,poster,aabc06,0.27768745455275656,0.22731625206668188,0.3480725263463236,0.3771646082410983,0.33910126615764796,0.4165710713533454,1.927213689682036,1.6065147929863102,2.318798116230346
claude-opus-4.6,poster,bb34f1,0.7150769437736822,0.6700813107210007,0.761847346950562,0.6008530159932193,0.5683922005924535,0.6360758361128246,1.3252414201867841,1.2190276503754798,1.4600122683799874
claude-opus-4.6,poster,c08f50,0.297122924467064,0.20703413533159942,0.3904719794886674,0.49062008916845556,0.4692349437305236,0.5128284235073666,0.8159652626461174,0.7486829698861267,0.8774109385702363
claude-opus-4.6,poster,c9b04c,0.34468361004132075,0.2563780292189964,0.38507788253158143,0.33841641084670804,0.3259158782801438,0.34633893539548244,1.3039507136267423,1.275727105044173,1.3716883468745655
claude-opus-4.6,poster,dd0d82,0.34035878665886676,0.26658151930377727,0.40774338101381435,0.36063838604002696,0.33846226820812014,0.37283048507643457,1.3451690253610127,1.2287350818424931,1.428707876366346
claude-opus-4.6,poster,fac314,0.21631240789336942,0.19251171467687225,0.2683132800743111,0.27413884124465965,0.2541769318613794,0.3003341498473808,2.2920800929869096,1.80900844397479,2.769325045284492
claude-opus-4.6,web,0f8ece,0.22501572879163376,0.17833055160735825,0.2656251906562853,0.26952528698649675,0.24614472211293953,0.2886652555190569,3.2096877324035296,2.294999006118956,4.081080519473586
claude-opus-4.6,web,52a3d2,0.08366866570106661,0.021855912280531457,0.1197090931895053,0.22978606985001573,0.206139159810414,0.24816210411526363,4.073419643172367,3.7610195123518477,4.360526595398717
claude-opus-4.6,web,60593d,0.5503244304231713,0.515398133483725,0.5877681514462161,0.5026801280265829,0.48654857548775376,0.5375565672631821,0.8103808031261771,0.6898155323420043,0.86677499635382
claude-opus-4.6,web,61707e,0.17851990983785265,0.11748141060735334,0.24972113702135904,0.3209210330248076,0.2974905377081717,0.34497858245261526,1.8617348204611968,1.6693132324619513,1.9815176822889102
claude-opus-4.6,web,69a8c4,0.013326473805716776,-0.021067365586703905,0.036597863494166175,0.30159212353595793,0.2885566850623512,0.31165317401715475,3.6013757571517857,3.238759685018103,3.870410083163961
claude-opus-4.6,web,927a3c,0.3901201071083263,0.3100402039710989,0.4959828625677014,0.3208121967499914,0.30201522899839833,0.33769379847532965,1.3841024241146995,1.3320359210047306,1.4505305591596902
claude-opus-4.6,web,a4d155,0.15943788066708733,0.11907256988505231,0.21268688527969817,0.27028224814479995,0.2525153021517606,0.29223525703309483,2.2486314465585693,2.0794777410862717,2.6245731703194877
claude-opus-4.6,web,c3ce89,0.5693017172656105,0.5164789779798189,0.6258045958242068,0.539885464498509,0.48990003359408046,0.5919606617168436,0.7548064998047141,0.6404193360640212,0.8636389577610746
claude-opus-4.6,web,ce9bfe,0.022264820015975625,-0.008815523168842368,0.058685686223724304,0.16879198473988874,0.14428781525834986,0.17964778331732836,3.6684970669090946,3.294766422275645,4.646516136142754
claude-opus-4.6,web,d48310,0.6650658940763472,0.6262671705117229,0.7113414780871574,0.47506504597538113,0.45540425876442586,0.5063563555434515,0.9586482129086088,0.8577941856845924,1.0729549287009603
claude-sonnet-4.6,desktop,075286,0.2566621220080888,0.21630849490089712,0.33529674703901147,0.31097272712854623,0.29501458893744886,0.3348306373598842,1.6559136691003729,1.5659130074452112,1.7222719173385874
claude-sonnet-4.6,desktop,1fdbf2,0.3339591075708336,0.25084836996359394,0.37427304448702214,0.44798467773101613,0.41884651628830094,0.470702430736009,1.040836079363619,0.9752482451391108,1.166599169287255
claude-sonnet-4.6,desktop,2bb7d4,0.23743993271787964,0.15934645161700944,0.3168254041518045,0.35494758857993247,0.31839330440242375,0.3902593869611072,2.100695725818298,1.4032462164864898,2.446553403197913
claude-sonnet-4.6,desktop,2fe128,0.16585424211687627,0.14736430120288296,0.20213166446319875,0.32284841844703516,0.3095593821433311,0.3337343764868024,1.7425911996436174,1.4339729297374595,2.3222613901314544
claude-sonnet-4.6,desktop,3ec21e,0.3971983970613297,0.24636230021866573,0.5546162585530325,0.43584454376506054,0.3692264866738836,0.5075760199450366,1.097163777822266,0.7938526259917746,1.476761332319132
claude-sonnet-4.6,desktop,5a6a69,0.23691635836671882,0.1059501127000354,0.32088403652300435,0.34261718260491514,0.30486444226142384,0.36248396723037796,1.8135303109070697,1.4736910987140341,2.046965793842196
claude-sonnet-4.6,desktop,67225a,0.5928574837330083,0.5101213733603336,0.7036356388173226,0.5777814626269098,0.5348798263971094,0.6311228203926977,0.668280969020467,0.49268121279765326,0.8702740985179963
claude-sonnet-4.6,desktop,7cc04a,0.5172869373931633,0.46084063497187244,0.5592066193000869,0.48119819779555373,0.442687023560023,0.49861353591656626,0.9152343974734645,0.8622032362498484,1.022863634657824
claude-sonnet-4.6,desktop,b5dab9,0.3206667116685478,0.22478462586796816,0.4435523524499838,0.41960998953540357,0.35695851316698757,0.45723967316833625,1.3644216354983256,1.0107293655462462,2.1527088967779893
claude-sonnet-4.6,desktop,f9e25e,-0.09073423734783972,-0.12179936747697159,-0.015510162079569501,0.3099907911649399,0.27417335319607516,0.33487637760958566,1.775613062270382,1.6010288623486273,1.9617864324397125
claude-sonnet-4.6,mobile,1b307f,0.12487215713452474,0.044663680856391566,0.2080932274129661,0.25790675906939364,0.2208099247311666,0.29892587410587546,3.3050065757305327,2.448706714861855,4.028865493284564
claude-sonnet-4.6,mobile,1dd09f,0.019670010070187073,-0.06468576728598041,0.15515558566483043,0.186238715277469,0.13966408456859752,0.2886746843574046,4.122777223495057,2.739894820604355,5.368986542043835
claude-sonnet-4.6,mobile,3664a3,0.5138489683459433,0.44574307693219617,0.5340555682887278,0.5442144307166615,0.5200428161646176,0.5522014686840666,0.6797853020747838,0.6394007616578279,0.8204029553366472
claude-sonnet-4.6,mobile,3d29ac,-0.00018596882107143852,-0.048421459803877104,0.03571529375000001,0.22955721137981983,0.19751065981345223,0.24436053724566548,4.360486511284101,4.029529439989439,4.8095099801230266
claude-sonnet-4.6,mobile,4ae90b,0.0487552803619824,0.020783248529848065,0.09179384293383518,0.25155939851132975,0.23089601364382867,0.275723235955516,4.160200565173337,3.5591175800924417,4.4730395937377265
claude-sonnet-4.6,mobile,587857,0.1262069661525524,0.06690354463615471,0.17328321525464185,0.24975069722196913,0.2226491890539756,0.2792120048068821,4.705696999123629,3.459379996425726,5.317738752291685
claude-sonnet-4.6,mobile,58b56c,0.12015331825980138,0.02869689069618859,0.36334944145169823,0.26856464147294745,0.19217670170658513,0.3518336244272848,3.6340428937024365,3.1085592939536277,4.376452920165059
claude-sonnet-4.6,mobile,a77bd5,-0.025378028678928178,-0.0774729246607955,0.03102359632182884,0.19354531175455572,0.10526282720201557,0.2788974144990124,5.527368027045381,4.016418467963055,7.050789129899723
claude-sonnet-4.6,mobile,ebe076,0.3872674209112369,0.28155363498836167,0.4847217853114447,0.41170526337603014,0.3673746754662742,0.46696428493561803,1.2769492229675687,1.124438446865646,1.418655919351467
claude-sonnet-4.6,mobile,f30633,0.07317972804319317,-0.07184934192235388,0.2181261667541017,0.25520366735208344,0.17480762684731987,0.33258496927899833,4.349392889743459,3.1186438482373564,5.67957086160181
claude-sonnet-4.6,poster,0b81bd,0.26546882082204776,0.18984478905422172,0.31529270708420254,0.338594233045292,0.282182860798164,0.36988962456651836,1.9426778359963677,1.5831170891949493,2.6809548399136416
claude-sonnet-4.6,poster,4ea758,0.32952542807389384,0.22952883637197757,0.41329444271020466,0.3241024576504857,0.2760513557910647,0.3633059643310232,1.841986148503216,1.549883876815586,2.0629053716312673
claude-sonnet-4.6,poster,6a889e,0.29543107167242405,0.17861319089467764,0.383764315111929,0.43241772946923485,0.4056188772429659,0.45129186273437516,1.1208214115259494,0.9697944796836016,1.277689385460431
claude-sonnet-4.6,poster,98474c,0.6096269622154628,0.531514786847662,0.6795338206170003,0.5381480957881912,0.5089794984602716,0.5675347597557634,0.6550620038165322,0.5737321592622355,0.7380976134408792
claude-sonnet-4.6,poster,aabc06,0.1945194393684607,0.011964521812417361,0.29239520293897353,0.3372822291454592,0.21665250804989036,0.40038441970067595,3.465220581396526,2.9707443779608536,4.477670197052975
claude-sonnet-4.6,poster,bb34f1,0.4909555627641587,0.40582857920575766,0.5694319230273799,0.5032873509931862,0.44846867739796076,0.561411085419887,2.262592854691109,1.62179678841423,2.9639414419522594
claude-sonnet-4.6,poster,c08f50,0.2251555568390497,0.061773552328981,0.3446787074746352,0.47739824865113006,0.43906881085493044,0.5032329355385021,0.8939280887760184,0.789190049712392,1.0993231533161345
claude-sonnet-4.6,poster,c9b04c,0.35473502062496187,0.22031586871662953,0.49997085486113946,0.33210840000065456,0.310321784624534,0.3601828705031961,1.3286869960392982,1.1944126814267313,1.4449507655263467
claude-sonnet-4.6,poster,dd0d82,0.26932779595914935,0.11466544050424446,0.5083688637931565,0.33053772503566414,0.2929021387943749,0.3771351311583765,1.4756127336619496,1.1453246730374729,1.8236056764554993
claude-sonnet-4.6,poster,fac314,-0.009816391422859932,-0.04336456341901515,0.027594717190175574,0.1822198691739361,0.15556193196198256,0.20970866507032487,4.648195932427886,3.8887991488986744,5.222218302966509
claude-sonnet-4.6,web,0f8ece,0.00782553827658726,-0.06872178196239351,0.1508987293989378,0.18505121579746064,0.14154202626267776,0.2642927665929589,5.471388849351639,4.009667826051578,6.4231189947355425
claude-sonnet-4.6,web,52a3d2,0.01912799277330171,-0.04830613520707128,0.10806049184817165,0.1806092465878056,0.139035994332978,0.2215729029036413,4.665736952963476,3.588295968931668,5.526326253264459
claude-sonnet-4.6,web,60593d,0.23250169547254126,0.0933280332221657,0.4714696017130889,0.38927932467836773,0.3350821034338065,0.47065270931453607,1.5200095313070332,0.948273332377913,2.23354782895843
claude-sonnet-4.6,web,61707e,-0.07073517397115327,-0.1172374110822902,0.005160600413456833,0.21732908697691783,0.1865955784518152,0.23790981312874698,2.492101954764368,2.2839452434363974,2.7905567875998925
claude-sonnet-4.6,web,69a8c4,0.014844281948423712,-0.0513204688280062,0.12452190148679065,0.30796013824093615,0.25114761237443944,0.3698784531899428,3.583690836774051,2.4680997235449595,4.584034192032354
claude-sonnet-4.6,web,927a3c,0.20995621045442,0.10076064429815994,0.27863482477578405,0.25202459406890954,0.2166611281359802,0.2889405842333157,1.7461484603052342,1.5780840248026782,2.0303052788460323
claude-sonnet-4.6,web,a4d155,0.10679178468512465,0.00543485643208977,0.16178351866476226,0.260454848910812,0.21097944417587364,0.2885203364262288,2.753464531480777,2.428019233782371,3.1485687417839063
claude-sonnet-4.6,web,c3ce89,0.4397658307244597,0.33389737104069644,0.5682141775032945,0.47660567652873287,0.4147707514097385,0.5413957872812893,0.9892625903213421,0.779245776903787,1.1887852200407547
claude-sonnet-4.6,web,ce9bfe,0.09565192115896969,0.07029205264638347,0.16211625855545758,0.15247415602123857,0.14386132242572694,0.17948696295398858,3.3255980971314174,2.8665554005397613,3.4099914522902846
claude-sonnet-4.6,web,d48310,0.3332677752236254,0.16207214277899706,0.4377824104851953,0.3307654294629368,0.27832989838048583,0.36487331177934323,1.7271690602375902,1.3977830020725484,2.197917646201593
gemini-3.1-flash-lite,desktop,075286,0.376498375529415,0.3140360083065872,0.46227252599192326,0.37599249463413786,0.3508255029027575,0.42122217132214734,1.388164735281687,1.234631173556948,1.6597467531229677
gemini-3.1-flash-lite,desktop,1fdbf2,-0.08721035618218785,-0.10384243634528574,-3.9812248552496264e-05,0.045156988862305,0.027243355977652383,0.2043799927527996,9.888207986965309,2.9755129723791116,10.65969222402697
gemini-3.1-flash-lite,desktop,2bb7d4,0.2806897755701142,0.20353984462756614,0.3626536962171602,0.361793798171768,0.3276033164822424,0.4029900578590614,1.488183054720274,1.327013027652569,1.6320816296862022
gemini-3.1-flash-lite,desktop,2fe128,0.19382162075037762,0.019205954766464618,0.26645208173024704,0.33074702745254747,0.24380004046049863,0.37813839478208483,1.9513930073600005,1.2273818685966225,2.676097434954228
gemini-3.1-flash-lite,desktop,3ec21e,0.6601456545703468,0.612480758035364,0.7125791057967625,0.5612374511452196,0.5379238493390137,0.5997417130833813,0.6689222759816371,0.5793733660073475,0.7448018808042391
gemini-3.1-flash-lite,desktop,5a6a69,0.04539262777882344,-0.1220617583734594,0.18723293328138133,0.20759984465887876,0.011216383279678986,0.3266801095951162,4.9363215077059355,2.0213040855460287,10.946154197988102
gemini-3.1-flash-lite,desktop,67225a,0.14638488269644184,-0.04798705304903014,0.3935731847608669,0.29302670738887254,0.12771378373159556,0.44970045328438313,2.069913593855184,1.0493084092125553,3.460577179535764
gemini-3.1-flash-lite,desktop,7cc04a,-0.11350826920928807,-0.11673799061192427,-0.11100702600201817,9.106608809925639e-05,7.747989137967527e-05,0.00011246196535505289,10.912438653754382,10.911749910953242,10.912928719688683
gemini-3.1-flash-lite,desktop,b5dab9,0.13312732733949162,-0.03130096168430655,0.3453835968866078,0.23169753237767704,0.05346462133213266,0.42662120697388806,5.646298300669381,1.1697114140612295,9.835535315943694
gemini-3.1-flash-lite,desktop,f9e25e,-0.0469270130439421,-0.09690356962014407,0.0018432588831339982,0.3453421497721748,0.30301035229833734,0.3739519912551355,1.9266404070439027,1.6641837887760216,2.4169983078955357
gemini-3.1-flash-lite,mobile,1b307f,0.3671003864030423,0.3167754408572528,0.40729998229551867,0.40128002592365075,0.35705742618984393,0.45382044980522807,2.461371873853822,1.7947043180735547,3.028092731061597
gemini-3.1-flash-lite,mobile,1dd09f,-0.06401879853505368,-0.07681467301799075,-0.03489755097765461,0.008933966399317567,0.0,0.03633219296183512,9.724859883012446,8.292645033090324,10.071627411527112
gemini-3.1-flash-lite,mobile,3664a3,-0.1156623219459854,-0.1308008701045694,-0.09490600244414532,0.0015943461571116025,0.0014413176323710016,0.002056556818881646,10.992941664186683,10.833198165282639,11.011599227732248
gemini-3.1-flash-lite,mobile,3d29ac,-0.0988569442639315,-0.10649571242885755,-0.08898079896158326,0.0025161045482935333,0.002465142922259983,0.002556372854915698,9.333574454316162,9.333284494577594,9.333936872977876
gemini-3.1-flash-lite,mobile,4ae90b,-0.1035915397682639,-0.10954964838279482,-0.06222076923362267,0.0,0.0,0.0,9.525132140319407,9.52513050411946,9.5251405354828
gemini-3.1-flash-lite,mobile,587857,-0.04696435007179088,-0.05379385530824676,-0.036836987480488165,0.0,0.0,0.0,10.217873048046055,10.21786942285996,10.217880145264894
gemini-3.1-flash-lite,mobile,58b56c,0.28562180973455825,0.2287058375662365,0.33820729362828217,0.33414248246767336,0.2586520694321966,0.38180682494749085,3.2353419613112875,2.6765172117162375,4.701619767745661
gemini-3.1-flash-lite,mobile,a77bd5,-0.10059666103351508,-0.11007469939519446,-0.09220265324463757,0.00033379639858689583,0.00029518386997513937,0.0003539314350077229,9.243988244568111,9.24386400586644,9.24428577135141
gemini-3.1-flash-lite,mobile,ebe076,0.34348909859997945,-0.1026601525860226,0.6471286832160059,0.34735716339720396,0.0003586894045573153,0.5119695387257692,3.1374803644753166,0.8403100512322956,11.274595677638885
gemini-3.1-flash-lite,mobile,f30633,-0.08058168938892066,-0.08470162633252751,-0.0706398072913739,0.0,0.0,0.0,9.762925150819772,9.762924044139739,9.762927208065186
gemini-3.1-flash-lite,poster,0b81bd,0.29312553101844296,0.19047986843438625,0.3790022909028212,0.3639183271967035,0.2877540232888644,0.40762088962286325,2.102212668553272,1.7009905682745283,2.829930644512194
gemini-3.1-flash-lite,poster,4ea758,0.36261244952552946,0.3305134654539764,0.4365016313994593,0.3742299652116993,0.34147809005205537,0.40844779152246335,1.6542538334521937,1.2554099909108438,2.017604916761346
gemini-3.1-flash-lite,poster,6a889e,0.40895448878285545,0.3049351156374627,0.44877270040138917,0.4615420531740552,0.4216078148899719,0.47706405823126763,1.0571218625487355,0.9883876890158774,1.272829302191658
gemini-3.1-flash-lite,poster,98474c,-0.1352887457375479,-0.14136399976043124,-0.11736346474358603,0.013870195864173823,0.0132206569902669,0.01430039559818971,10.80303672273917,10.79999123771205,10.807287682451928
gemini-3.1-flash-lite,poster,aabc06,-0.02825186975426367,-0.05363523250404838,0.14559384004921358,0.07071078734358616,0.027864376070252824,0.2868125705062242,7.5339666167846815,4.134851044702757,8.29353287600894
gemini-3.1-flash-lite,poster,bb34f1,0.6186155602480682,0.5487548058672633,0.718085366099836,0.5327562598348663,0.46645383456389355,0.5821167450912804,1.5164742796181985,1.184128399557352,1.9160701610427036
gemini-3.1-flash-lite,poster,c08f50,0.3542025305333341,0.2533280042530796,0.45391194910313554,0.5248976102164106,0.48797514758306326,0.5597339196513771,0.756718693872021,0.6650840330853687,0.8616516797320312
