baseline,image_id,category,CC,SIM,KL,NSS,AUC
noise,f9e25e,desktop,-0.0016390656154986983,0.47812294886379453,1.0008756055947619,0.0031794714857388113,0.5010066006617938
noise,3ec21e,desktop,-0.0014936728916323727,0.35209674749363035,1.4789416083331692,-0.0016281887298929033,0.49959099760394277
noise,1fdbf2,desktop,0.0017099732588515889,0.41011434052238444,1.2410620456920658,0.0026049892352716865,0.5008092757959216
noise,5a6a69,desktop,-0.0003297121234652704,0.3832802866230955,1.365151487376124,0.0008770117464961502,0.5003231667314126
noise,2fe128,desktop,-0.0010298109213935603,0.3805220056821108,1.3614377406828524,-0.013846001142646351,0.4960232215658583
noise,67225a,desktop,-0.0015651588562606586,0.29711923121347705,1.6490142146233837,-0.013400238333033745,0.49610964303978833
noise,b5dab9,desktop,0.00027870312159235326,0.3820252723047878,1.356301684059392,0.01644960329996469,0.5048558226578718
noise,2bb7d4,desktop,0.00041516867342099886,0.42423322589440615,1.2089830322115391,0.004269335674643215,0.5012919278503679
noise,075286,desktop,1.850192864193381e-05,0.3460574105556696,1.500488970960451,0.010372196986157945,0.5030871133068813
noise,7cc04a,desktop,3.1576094485072175e-05,0.3436244004204667,1.4872916466491852,0.0031254858143202747,0.500958496907723
noise,3664a3,mobile,-0.00030347398412814623,0.3980942415224006,1.238470684960956,-0.015636842474318395,0.4955006233887803
noise,ebe076,mobile,4.6347958261461794e-05,0.4181454858683148,1.1716438856998748,-0.0002259054317130015,0.5000139753695627
noise,c9b04c,poster,-0.00011839351624763991,0.431527821430081,1.1891033095996906,0.0365641056758477,0.5108954556719423
noise,4ae90b,mobile,0.00019114638668260787,0.48655438519508987,0.9925683758293942,-0.0072011281792652496,0.4979468984414055
noise,a77bd5,mobile,0.0001809642356007255,0.4890514349419957,0.9686782217312472,0.003414181976709292,0.501021180583018
noise,1b307f,mobile,-0.0002701442265460937,0.32587347052012605,1.5344906067929487,-0.007679897247698308,0.49781922080570196
noise,3d29ac,mobile,-0.0006955344002625428,0.538959566426896,0.8315400012360394,-0.0007634983383885646,0.4997859847049877
noise,58b56c,mobile,0.0002257733311387516,0.3989017680791024,1.272769228706926,0.00528732753315575,0.5015653905027653
noise,1dd09f,mobile,0.00019987227533612274,0.31035620571869127,1.58240752334756,-0.004385966433635956,0.4987871651350488
noise,c08f50,poster,-0.004219206832392301,0.47759134322152397,1.0262596242214306,-0.012278488418879166,0.4963976907475999
noise,f30633,mobile,0.00026637392208816936,0.4439075932392553,1.128571074319188,0.006370108029221424,0.5018793488929579
noise,587857,mobile,-0.0011975464328597323,0.36365628697151015,1.449630736008568,0.003234967127951324,0.5009777158212432
noise,aabc06,poster,0.0016017285186921562,0.38724121571610115,1.3462740550417103,0.02196388654412569,0.506459362112587
noise,98474c,poster,-0.00034088995012018786,0.4140254672028203,1.243948264434105,-0.004514890065779992,0.4987206252672799
noise,6a889e,poster,-0.0003717665483314118,0.41804551099175846,1.278002648756763,0.02953425659118082,0.508868088343744
noise,dd0d82,poster,0.0015837634024476093,0.3589026515218855,1.455833175329205,0.004003459536668235,0.5012561590689041
noise,61707e,web,0.0012262843055894086,0.4184858591239737,1.234203260804531,-0.004619806275653724,0.49870397293857094
noise,fac314,poster,-0.0007789206345402335,0.37223692718904333,1.4152233902005473,-0.008049693194313137,0.49765228842990533
noise,60593d,web,0.002819068471695734,0.36233787183165866,1.4305871592883541,0.01421826860984964,0.504229418517943
noise,c3ce89,web,-0.00014934787366611794,0.24753024416003797,1.9620470995999115,0.005041273327098984,0.501519862786781
noise,d48310,web,-0.0001550768453422013,0.254594868765915,2.0570502886214777,-0.0011130429023360907,0.49973664963241704
noise,4ea758,poster,-0.0006029641647982704,0.33249568687216685,1.5762043366675544,0.01121946165804362,0.503319347587948
noise,927a3c,web,-0.0012854962287702798,0.32646988578250263,1.6679268248327415,0.0029253983524447874,0.5009153520526621
noise,ce9bfe,web,0.0003225813199412365,0.3176241822957364,1.64279623974292,0.009366808797195156,0.5027833633350025
noise,bb34f1,poster,-0.00017187625497298644,0.34639978917269953,1.543288532380883,0.0066158049602882745,0.5019525035083535
noise,69a8c4,web,0.000300271304972514,0.4176056763093067,1.224865813844605,0.0032814370072656333,0.5009904536218174
noise,0b81bd,poster,-0.0002774129562654717,0.2952824090344069,1.7831637682799395,0.002461449194668968,0.5007349121830144
noise,52a3d2,web,-0.00035607633264448854,0.37554125417413997,1.4092019827307074,-0.00921475164614705,0.4973315997168708
noise,a4d155,web,0.0012365560816717555,0.34964828539368525,1.5035020122265543,0.003112725444480314,0.5009415331241958
noise,0f8ece,web,0.001349809484250631,0.3648847900548134,1.4472837568098005,-0.0010886933383356546,0.4997218748652579
