image_id,category,duration,split,n_participants,CC,CC_sb,SIM,KL,CC_partial
00398c,poster,1s,0,7,0.6835078252650593,0.8120043340546333,0.57890207146602,1.1026854237879706,0.5964598595934754
00398c,poster,1s,1,7,0.8439567876399758,0.9153758843992548,0.6695860615207629,0.46685759439400065,0.7993435812378029
00398c,poster,1s,2,7,0.6835977752104627,0.8120678053580912,0.5837504123949875,0.8082123241388193,0.5672645504267444
00398c,poster,1s,3,7,0.4957641009179209,0.6628907601321361,0.4399258019282722,0.961210909195432,0.3365244551420141
00398c,poster,1s,4,7,0.8916733617085189,0.9427350194361024,0.7059203233717458,0.9219672034169015,0.8452645453478885
00398c,poster,3s,0,7,0.6946207652731151,0.8197949411544782,0.6954558611583397,0.32174260829017265,0.6043296388543014
00398c,poster,3s,1,7,0.47120370433936537,0.6405689476576684,0.5786197945689783,0.6021747255526725,0.36564428599079335
00398c,poster,3s,2,7,0.5422293292747795,0.7031760049975944,0.6461656341456629,0.47603832801613166,0.37612932717797315
00398c,poster,3s,3,7,0.5641157211524901,0.7213222314993826,0.6008432447488993,0.5849013821951564,0.4513550716574711
00398c,poster,3s,4,7,0.3569157882854703,0.5260691803674139,0.582817317596621,0.5492146626971212,0.21619697794227577
00398c,poster,7s,0,7,0.7879045719775182,0.8813720646242921,0.8313504889652672,0.10576236520116673,0.7489195879364235
00398c,poster,7s,1,7,0.519940186005335,0.6841587462357022,0.7047263964368726,0.2811567425349764,0.4884541029507301
00398c,poster,7s,2,7,0.7270325487456523,0.8419442346627429,0.7857610020892347,0.13852641703151147,0.7073227766640208
00398c,poster,7s,3,7,0.6972349926132985,0.8216127945131967,0.8017626941886874,0.1342287473343548,0.6822381427445424
00398c,poster,7s,4,7,0.6567614268363351,0.7928255887637997,0.7747744648787673,0.15471278910815706,0.5973734352368598
006450,mobile,1s,0,8,0.6509941103354087,0.7886086404065434,0.5325919398493422,1.6483528784749006,0.38127840234357935
006450,mobile,1s,1,8,0.5973600381561179,0.7479341211586451,0.47783692125341626,2.017888597492274,0.28211263946293885
006450,mobile,1s,2,8,0.6022685468136035,0.7517697929118334,0.512173091513685,1.1398513988155303,0.29292958026459553
006450,mobile,1s,3,8,0.6570848288021632,0.7930611847760892,0.5112707528195113,0.929654781065787,0.38451029887220356
006450,mobile,1s,4,8,0.3705981140829051,0.5407830497868148,0.4001705809756869,2.6145520530114608,-0.01404897037091282
006450,mobile,3s,0,8,0.7077506427701628,0.8288688348810831,0.604399587298793,0.6805794857010701,0.425480729939022
006450,mobile,3s,1,8,0.6179760259012935,0.7638877412377603,0.563287319253928,2.101612657495037,0.2756903021266842
006450,mobile,3s,2,8,0.8062713018209564,0.892746622291048,0.6809687806235849,1.0232010812074162,0.5877733010032713
006450,mobile,3s,3,8,0.7820062497078658,0.877669480492635,0.6690832563060525,1.033069519084383,0.5416576051645481
006450,mobile,3s,4,8,0.8031920098326542,0.8908557773691496,0.691726159286312,0.6459621383358813,0.5809107145969171
006450,mobile,7s,0,8,0.5969563837903599,0.747617642973429,0.6396132965506228,0.5255979285074224,0.421336513916466
006450,mobile,7s,1,8,0.408857932772697,0.58041044914734,0.5863116448799567,0.7240899094510312,0.2581255510477037
006450,mobile,7s,2,8,0.5460257798184811,0.7063605108610672,0.61305073029121,0.6481487939633188,0.3621144544499682
006450,mobile,7s,3,8,0.5538886616974987,0.7129064975510148,0.6205951866568564,0.5641276762967695,0.3984989322492868
006450,mobile,7s,4,8,0.6422588232640657,0.7821651668615138,0.6492607353872689,0.6045183611787333,0.4886949987489047
009d6b,desktop,1s,0,14,0.5703240059894454,0.7263774912873346,0.5186604846121653,1.25023148330045,0.4698121506875424
009d6b,desktop,1s,1,14,0.5443029282755629,0.7049173038651888,0.5082740544711245,1.8698526483289772,0.44852661609204136
009d6b,desktop,1s,2,14,0.7180566807557378,0.8358940526221514,0.6344113302225541,0.9614986512259531,0.658104338025649
009d6b,desktop,1s,3,14,0.6259546059959117,0.7699533599371415,0.5591674321555022,1.1576957427873127,0.5396709630928923
009d6b,desktop,1s,4,14,0.6911557116253606,0.8173767878075456,0.6069053284335899,1.4967940424705999,0.6188374954310844
009d6b,desktop,3s,0,14,0.6672483264979975,0.800418648971784,0.5898706413044197,1.6083861974858615,0.6820986403923628
009d6b,desktop,3s,1,14,0.5914462595050101,0.7432814723997887,0.5268740489597665,1.4700447008577933,0.5753828197540893
009d6b,desktop,3s,2,14,0.6220371040616004,0.7669825832023349,0.5649047746110682,1.6222290377770627,0.5973844670000263
009d6b,desktop,3s,3,14,0.7428568067135599,0.8524587950680094,0.6218768290940105,0.5361018917562814,0.7246452138540141
009d6b,desktop,3s,4,14,0.717297201975649,0.8353792239927263,0.6325831195822148,0.7527480276763352,0.6998731306376318
009d6b,desktop,7s,0,14,0.7654319776453457,0.8671327894108327,0.6763654775747275,0.5082057090449298,0.7391366988062308
009d6b,desktop,7s,1,14,0.8171666537255745,0.8993854823939353,0.7213461873286369,0.2858057162949912,0.7949091659687235
009d6b,desktop,7s,2,14,0.8290952009218413,0.9065632018541053,0.7281512775098458,0.4145222536151991,0.8072415507192591
009d6b,desktop,7s,3,14,0.842848405802151,0.9147235368340325,0.7333241707332041,0.35072072520340325,0.8297237781918683
009d6b,desktop,7s,4,14,0.871191916697009,0.9311625482380447,0.756745282114347,0.30662490347327426,0.8595156098739253
00b8f8,desktop,1s,0,13,0.17044217014490898,0.29124406910903944,0.30529747265232104,3.0257812179713945,-0.06534912985647244
00b8f8,desktop,1s,1,13,0.39182573744637883,0.5630384995829611,0.405705143189056,3.280717749428198,0.15610935771865364
00b8f8,desktop,1s,2,13,0.12338167278462402,0.21966118154444716,0.27551737605459387,3.262295634033676,-0.10680787492646644
00b8f8,desktop,1s,3,13,0.46288518731856365,0.6328387098744529,0.42042574060248655,2.7518812135127813,0.2338910825804359
